"","X","latitude","longitude"
"9628199",9628199,3.17047137,102.19208763
"418274",418274,3.02457474,101.44886111
"4563818",4563818,1.36617487,103.9638114
"1409752",1409752,1.4837723,103.75840037
"7077987",7077987,3.78223528,101.45421232
"7460755",7460755,3.23758523,101.53040888
"173635",173635,2.25134258,102.21865085
"8341317",8341317,1.67621272,101.44618156
"9012161",9012161,3.93405767,103.37279503
"8525456",8525456,4.59379342,101.1132812
"5694692",5694692,0.50087077,101.35953583
"1805704",1805704,1.3139467,101.3434836
"6499815",6499815,2.97103393,101.49884533
"6054893",6054893,1.12713238,104.01464722
"5476716",5476716,1.77210531,101.352448
"7365150",7365150,1.25742655,101.32849538
"1456138",1456138,2.64462309,102.7603114
"1706773",1706773,1.11750471,101.51471683
"2183968",2183968,1.61192238,103.62245256
"1526980",1526980,4.65240168,101.47494584
"2182418",2182418,4.03258341,101.36972064
"1442698",1442698,1.49423664,103.64899322
"2878750",2878750,2.57796658,101.83628986
"5334531",5334531,4.59416234,101.04304807
"3761436",3761436,0.8975234,104.46734978
"3441178",3441178,2.90350349,101.65076759
"3683762",3683762,2.32575915,102.26878371
"1018108",1018108,0.97159131,104.0230431
"6652513",6652513,1.89150206,102.95522978
"8940815",8940815,3.3026359,101.57617432
"1403498",1403498,4.65682536,101.1174158
"3887798",3887798,1.6700336,103.55276069
"7472657",7472657,1.85540329,102.92895795
"2606296",2606296,3.06729121,101.44043966
"7670802",7670802,1.8090554,102.97153813
"5344643",5344643,0.90149659,104.5951815
"3852692",3852692,0.95932545,103.4450519
"7828216",7828216,1.76965371,103.30885241
"4681873",4681873,3.0496323,101.80720044
"9320902",9320902,2.95069297,101.67890051
"7415075",7415075,0.52196121,101.35395117
"1543788",1543788,2.85812269,101.51783655
"2051492",2051492,2.97956937,101.8137652
"3290998",3290998,1.67748263,103.65815685
"7513987",7513987,4.16643556,101.18377071
"1387038",1387038,4.13624192,100.73050192
"9071766",9071766,2.74400392,101.81582938
"5083015",5083015,2.85662769,102.51859488
"8459187",8459187,0.91531719,104.44896387
"1984185",1984185,2.69110581,102.5181542
"683229",683229,3.08336296,101.6186776
"1454893",1454893,4.4735151,101.03942014
"7360523",7360523,3.16435142,101.85724359
"3643591",3643591,4.63094439,103.43878747
"355647",355647,1.33845441,103.59447409
"3072913",3072913,3.03123146,101.40185425
"7947718",7947718,3.15332791,101.51362503
"8740045",8740045,2.68038497,101.53547738
"75784",75784,0.5962497,101.39562837
"5826339",5826339,1.29127882,101.18993061
"7251621",7251621,1.36178823,101.3917792
"6310270",6310270,3.22103794,101.48075211
"4428400",4428400,3.17354399,101.4299009
"6283835",6283835,3.21769092,101.65617076
"3258705",3258705,4.71922552,100.94777969
"5766053",5766053,2.16493052,100.80817821
"5919756",5919756,2.14952175,102.3783666
"645858",645858,2.82429411,101.89387693
"577704",577704,4.85110786,103.20290958
"1102352",1102352,0.39357,101.38224604
"3074912",3074912,4.75188502,103.39874856
"6982769",6982769,0.42607723,101.42282039
"8947014",8947014,2.75698079,101.98785766
"267911",267911,2.82842775,101.76513375
"9480282",9480282,0.64857088,100.88136048
"8131408",8131408,1.49158169,102.08591012
"8669929",8669929,1.58000899,103.74916407
"4371581",4371581,1.93675851,102.95629899
"5085723",5085723,0.86261324,104.65224654
"5291852",5291852,3.92914996,102.59811065
"9287149",9287149,0.42663691,101.44939464
"9130107",9130107,0.84417846,101.05279123
"3379231",3379231,2.72523035,101.94686198
"1419503",1419503,0.47996741,101.43252202
"4597575",4597575,0.41554621,101.38919451
"2291565",2291565,3.32700351,101.52251208
"4544593",4544593,0.46642046,101.34429445
"3423725",3423725,3.49346251,102.10016681
"6754063",6754063,1.52384068,103.92418649
"2993211",2993211,2.69237825,101.95309149
"8773248",8773248,4.77676636,100.92850905
"9271924",9271924,3.58751192,102.77722006
"5376968",5376968,2.49171844,101.847204
"1422728",1422728,2.99461354,101.4355775
"3412999",3412999,3.16570594,101.53402987
"5312206",5312206,0.20152322,101.1596966
"5929784",5929784,3.32476014,103.01985431
"2111249",2111249,3.02479527,101.43673991
"2841830",2841830,3.49548937,103.37694468
"8166336",8166336,2.9313712,101.45368074
"5201402",5201402,2.89175411,101.51551028
"5444751",5444751,1.67923163,103.14527525
"19490",19490,1.1361405,104.03345071
"5904772",5904772,4.22376191,100.69460699
"9380700",9380700,3.13868517,101.45771431
"3966562",3966562,0.43727904,101.46247643
"4776643",4776643,1.69288444,101.38361008
"3871652",3871652,1.478125,103.77387928
"5473237",5473237,0.70566663,100.67177888
"3052366",3052366,3.8821478,101.44849728
"9245596",9245596,2.83819323,101.77994019
"7701311",7701311,1.04535664,104.13460179
"1931550",1931550,1.49554591,103.71667113
"7448819",7448819,1.93412716,102.66427812
"3605129",3605129,3.1844482,106.29428297
"3481523",3481523,0.42339423,101.42320819
"5852742",5852742,1.31216472,103.92105995
"8025847",8025847,1.65063343,103.61810985
"2801244",2801244,3.61246211,101.05833395
"6476939",6476939,1.06246627,103.95011693
"9008450",9008450,3.1398166,101.43205197
"2500344",2500344,2.52348881,102.95560736
"6024308",6024308,1.12249765,104.06509935
"3338348",3338348,3.14408966,101.52808128
"8222879",8222879,2.33657638,102.15742055
"7468941",7468941,2.62256866,101.71051478
"7788817",7788817,1.32901458,101.17221612
"4380425",4380425,1.4107956,103.75738762
"6749954",6749954,2.18628131,102.29295622
"7560282",7560282,3.25889632,101.75138323
"1103624",1103624,3.12015914,101.31993872
"6999429",6999429,2.17649152,102.31009297
"5999308",5999308,1.16788219,104.00363155
"5129182",5129182,1.37449488,104.23544825
"2766265",2766265,1.5576848,103.71986688
"9558204",9558204,4.90244895,100.67224025
"3714982",3714982,3.75415013,100.95292728
"2143664",2143664,1.93732778,103.10139583
"177001",177001,1.49773112,103.63888529
"1062406",1062406,2.7470171,101.76172826
"7535424",7535424,0.68500591,101.56255155
"8655682",8655682,2.47708671,102.22893331
"5784142",5784142,0.87374846,102.05246218
"9388136",9388136,3.42906164,101.66487129
"1747892",1747892,2.15631659,102.33956063
"5020805",5020805,1.66616604,103.56898039
"4469230",4469230,0.4414185,101.42490922
"5060258",5060258,2.59861046,102.39929932
"6867707",6867707,3.07861993,101.47953494
"3570154",3570154,1.6724662,103.52312543
"5964026",5964026,2.99647625,101.81890978
"7066562",7066562,0.48095397,101.42844281
"3694705",3694705,1.63586724,103.75683741
"3376307",3376307,0.47953203,101.4649239
"208776",208776,2.24571878,102.2535469
"2180664",2180664,1.44270984,103.93462908
"9102532",9102532,0.21567955,101.19146794
"292030",292030,3.06754505,101.75788879
"6137561",6137561,1.98376044,102.95550115
"957415",957415,3.02339414,101.76459495
"3198190",3198190,3.35518295,101.24603859
"9646440",9646440,3.2018782,101.59039536
"9295362",9295362,0.46623954,101.3969318
"3125407",3125407,0.42418075,101.41773646
"3545481",3545481,2.14168825,102.77832078
"2671770",2671770,1.5284958,103.61861782
"3576967",3576967,3.22078787,101.62707927
"4640779",4640779,2.33899301,102.79163447
"631259",631259,1.05492048,103.94774148
"1853135",1853135,3.04733469,101.53000658
"2506427",2506427,3.02681811,101.43677951
"1343928",1343928,2.28194729,102.25080822
"7820002",7820002,3.2169142,101.4736246
"6998504",6998504,2.26066322,102.2863035
"7838729",7838729,1.40446882,103.74737604
"6145456",6145456,3.80848079,101.84867072
"4442457",4442457,3.2436637,101.64280692
"7993752",7993752,3.21470163,101.46607845
"6526522",6526522,1.52313614,103.66992344
"2370778",2370778,2.68678709,102.56526282
"1962679",1962679,3.13598042,101.37397719
"3513916",3513916,2.99062003,101.77229645
"748223",748223,1.10506145,104.08707188
"8755005",8755005,0.5188036,101.48952087
"6405257",6405257,4.48058182,101.10709583
"7129308",7129308,0.44234909,101.39115127
"4982944",4982944,1.65243768,103.60307717
"4533225",4533225,4.65555755,103.31816119
"1525575",1525575,0.46368123,101.45696565
"9150292",9150292,0.46337233,101.51700988
"7098703",7098703,2.0888382,101.70667682
"1782774",1782774,0.92714338,102.03597786
"6613083",6613083,2.4341765,102.21873308
"6626639",6626639,2.98925835,101.6661143
"3985808",3985808,1.31292494,103.81956785
"6503093",6503093,2.05794793,102.63995314
"6041105",6041105,1.85488275,103.6299526
"3993210",3993210,2.28172704,102.46852669
"5854854",5854854,1.12103288,103.97671802
"6378461",6378461,1.11754622,104.40483768
"3731738",3731738,2.75429046,101.70866594
"1039383",1039383,2.77659662,101.48125527
"194649",194649,2.62111435,101.75837526
"2555361",2555361,1.07283606,104.23553449
"6481414",6481414,3.76089727,102.54666547
"6731727",6731727,3.08090978,101.73217829
"8462564",8462564,2.24072308,102.25501115
"6853090",6853090,2.71414887,101.91668944
"1198370",1198370,3.06305609,101.78960282
"9215895",9215895,0.70644404,101.60504752
"9055864",9055864,2.64662937,102.49267487
"8996636",8996636,2.25435978,102.28790359
"8681921",8681921,2.98697134,101.88239427
"5236815",5236815,4.72937451,101.13804873
"7251873",7251873,4.31702783,101.14319477
"1750990",1750990,3.43149234,101.63908129
"7040623",7040623,2.40817672,102.16146124
"3194098",3194098,4.74349475,100.93950149
"5273828",5273828,1.286739,101.17539707
"371402",371402,1.63109668,101.54132814
"7429213",7429213,4.37182161,103.41735357
"3181195",3181195,3.49195563,101.91302398
"4132814",4132814,3.18860744,102.39741965
"8469386",8469386,4.60824122,103.44573081
"5022790",5022790,2.14641311,102.42931381
"9101926",9101926,2.8656272,101.6376198
"4811010",4811010,3.00034902,101.62576856
"8153882",8153882,0.33623224,101.01692567
"8899059",8899059,2.43084061,102.22156893
"9564692",9564692,4.6197948,101.12709408
"6142963",6142963,0.42365903,101.83314674
"3488651",3488651,3.13018907,101.71942415
"1283748",1283748,0.30230046,101.38974292
"2966237",2966237,2.1503865,102.8129071
"4652621",4652621,1.44048636,103.62219138
"7294518",7294518,2.31412644,103.91802317
"1372469",1372469,2.87286116,101.73354959
"9046344",9046344,3.04155659,101.49943634
"7678683",7678683,0.48217309,101.34800736
"1992319",1992319,4.18944216,100.94583027
"4768831",4768831,1.84738668,102.95733593
"5892081",5892081,1.2955047,101.32323167
"8701771",8701771,1.48027846,103.86752928
"1164440",1164440,3.03024623,101.61178329
"376143",376143,1.01287864,103.39290231
"4211836",4211836,1.37409643,104.16172317
"8650997",8650997,3.71020539,101.1202195
"630179",630179,2.038435,102.66874705
"8084017",8084017,3.75515824,100.95614299
"2598655",2598655,4.78631495,103.42833067
"286983",286983,2.27857235,102.25208817
"5706912",5706912,1.17703767,104.01771646
"8903384",8903384,1.67049082,103.64812534
"6270229",6270229,3.14670991,101.32906582
"896777",896777,4.7003214,103.38565027
"9301187",9301187,0.34174513,101.42256214
"6127503",6127503,2.13514677,102.49419226
"2215517",2215517,1.12469275,104.0274307
"627704",627704,0.52144583,101.90407585
"53373",53373,0.53317623,101.40874468
"1449410",1449410,1.71179735,101.38382479
"5856495",5856495,1.48586375,104.1731485
"2071209",2071209,1.52184433,102.07670071
"1670059",1670059,1.07194967,104.12361714
"9320163",9320163,0.50684984,101.35671177
"108772",108772,3.77537388,103.22674408
"5159556",5159556,1.52191645,103.62958567
"8146497",8146497,4.24456508,101.99103809
"337056",337056,1.11278097,104.04927695
"9597021",9597021,4.59927449,101.08542127
"4215510",4215510,2.7257611,101.96185067
"8674748",8674748,3.49945196,102.58129396
"4838664",4838664,2.71388745,101.9728236
"7700876",7700876,4.52920122,101.12609058
"4984678",4984678,3.03449568,101.78255794
"5557960",5557960,3.78606154,101.85291912
"2741520",2741520,3.07358316,101.6121864
"6568079",6568079,2.61136511,101.69935158
"9605248",9605248,3.12116782,102.40434614
"8858079",8858079,3.028382,101.72851407
"6943045",6943045,1.3951407,103.9323711
"8756794",8756794,1.5130581,103.8279601
"182979",182979,2.03712074,103.31148272
"1367661",1367661,3.70409037,102.36964348
"1620435",1620435,4.36373245,100.83358447
"7464026",7464026,1.58572285,101.39423645
"4756017",4756017,4.6119743,101.05015705
"5127235",5127235,4.48845619,101.16164577
"8146589",8146589,0.99521576,103.43735425
"2334309",2334309,2.34759792,102.05849932
"8745075",8745075,1.61793172,100.99453587
"1333017",1333017,0.93661838,104.52589016
"8160349",8160349,0.29308933,103.6119738
"5701107",5701107,2.24482043,102.27208836
"6592362",6592362,2.99269979,101.46004565
"8600337",8600337,4.62244722,101.13686119
"1690155",1690155,1.71256075,103.58987317
"5936671",5936671,2.99347239,101.46628197
"5039935",5039935,3.09148804,101.64168908
"5539824",5539824,1.99540075,102.62094162
"8319696",8319696,0.32678676,100.89506157
"7964581",7964581,0.48862409,101.45009488
"4008498",4008498,2.28640387,102.40094403
"6792980",6792980,4.51463414,101.01084596
"9402197",9402197,3.19431491,101.72715962
"3452976",3452976,2.88528082,101.77599284
"2234492",2234492,3.05583843,101.71560939
"8334174",8334174,2.68604396,101.51096119
"2925588",2925588,1.54936433,103.80189481
"3826189",3826189,3.14354794,101.84793074
"1280814",1280814,1.58852668,103.40746815
"631932",631932,1.25541216,103.82165014
"9099664",9099664,3.25862623,102.60618583
"547449",547449,0.51890444,101.47645345
"898251",898251,3.17224439,101.7250458
"9444333",9444333,3.40483631,101.38189499
"7479314",7479314,3.61257257,101.95170955
"4883940",4883940,1.97778531,102.82043456
"4793910",4793910,2.8346986,101.61412325
"626101",626101,3.29630505,101.55864173
"8557838",8557838,1.16142274,104.02019914
"6611404",6611404,1.48468544,103.83731569
"4284875",4284875,2.78817504,101.99996197
"9391104",9391104,3.33414917,102.61291875
"4730163",4730163,0.52741145,103.26497548
"6450682",6450682,3.02226992,101.56528196
"6784016",6784016,0.67657744,101.61356775
"7924358",7924358,4.18830621,100.66022063
"2959051",2959051,2.70000712,101.86307599
"2992824",2992824,2.84701889,101.64947292
"3034844",3034844,3.151221,101.75611567
"589163",589163,4.77349949,100.856453
"1987848",1987848,3.22191675,101.5713121
"1410245",1410245,1.62144085,103.62529974
"2541605",2541605,2.82797513,101.58507589
"5237587",5237587,2.99145663,101.53881206
"6519092",6519092,3.03450912,101.67898746
"6688478",6688478,4.56644205,101.04637858
"8541454",8541454,4.55768242,103.32701333
"2295610",2295610,1.35015736,103.85259017
"3624087",3624087,1.18725874,104.53723143
"6719683",6719683,2.76721589,101.74843284
"1241684",1241684,4.5818702,101.05833602
"1092523",1092523,2.99971535,101.41923369
"8126357",8126357,4.16987356,102.00932261
"1996390",1996390,1.31364139,103.93753573
"4619159",4619159,0.69170596,103.20362857
"1225920",1225920,1.50904632,103.65833531
"9485936",9485936,2.8869511,101.93031656
"2210692",2210692,2.89923634,101.86440297
"5053332",5053332,3.80774633,101.87336949
"2523032",2523032,3.27864873,101.72896668
"2963468",2963468,3.42880678,101.15959314
"7685914",7685914,4.96457469,100.65198991
"7377590",7377590,3.20645436,101.69766792
"108530",108530,1.544128,103.63064348
"3561404",3561404,3.22105569,101.57453266
"5379344",5379344,1.59373417,103.79964045
"2818000",2818000,1.83177065,104.01995999
"3746994",3746994,0.70122809,100.97712823
"4778429",4778429,2.94240965,101.84347064
"4178998",4178998,0.1102446,103.69910697
"5228514",5228514,3.08684836,101.66058169
"5493680",5493680,3.44588883,102.42994614
"3328490",3328490,0.65454178,101.4923574
"3343771",3343771,2.00852912,103.3056426
"8530141",8530141,2.00238261,102.93412091
"5069753",5069753,0.91196211,104.48221429
"5068278",5068278,1.66179749,103.19107703
"9111273",9111273,3.38806069,101.22612682
"1565811",1565811,3.11286113,101.645079
"3104704",3104704,1.30745105,103.89384576
"1069259",1069259,3.04103657,101.51278027
"2488460",2488460,2.8532515,101.82142288
"1835500",1835500,1.66466687,101.46208944
"1035568",1035568,1.3314457,103.64576979
"7555145",7555145,3.50077241,101.62607089
"3138730",3138730,3.24260193,101.65270906
"6388599",6388599,3.74554108,103.20681164
"4323120",4323120,2.34492333,102.07009346
"9258858",9258858,4.42338448,101.12128306
"3117583",3117583,4.75659411,100.75008259
"2106452",2106452,2.86934872,101.85170367
"296238",296238,2.64866716,101.92605152
"7260597",7260597,4.34618363,100.816871
"9582654",9582654,3.0008762,101.53927701
"6858911",6858911,3.37846279,102.93925557
"3864594",3864594,2.38323767,102.33035208
"6806016",6806016,2.19870572,102.24143279
"442142",442142,2.17800838,102.31067545
"8619471",8619471,3.25806928,102.60600624
"5486396",5486396,3.82726728,103.30363478
"4453433",4453433,3.14503662,101.59236662
"6884425",6884425,1.55747942,104.03145982
"8603058",8603058,2.04193989,102.66995349
"9500061",9500061,1.34262967,103.71028751
"1042280",1042280,0.75783286,103.08598838
"853747",853747,3.33603742,102.61367983
"159725",159725,3.20639052,101.48351634
"5782882",5782882,1.34049695,103.78197334
"1425018",1425018,2.30506767,102.20159798
"5663349",5663349,1.33005421,103.94507238
"3068488",3068488,3.65429434,103.35231645
"1376301",1376301,1.50327618,103.7505004
"6124206",6124206,4.01337126,100.91302623
"3401533",3401533,3.6071568,101.06217312
"3950331",3950331,1.67492038,101.4459154
"3767498",3767498,0.50731434,101.36181497
"3848335",3848335,0.77457133,103.46681864
"2047183",2047183,4.83777411,101.08777314
"8977177",8977177,1.43702036,103.79471139
"1597901",1597901,1.69332961,103.19936618
"7726978",7726978,1.06224947,101.27067216
"1085072",1085072,3.54897577,101.89328235
"5192581",5192581,1.53876466,103.74335415
"2337039",2337039,3.26023552,101.65074755
"5689556",5689556,1.47398385,103.89904957
"6362483",6362483,3.56473815,101.11005913
"7385666",7385666,3.13510065,102.37374456
"1594872",1594872,2.99429998,101.66170944
"3605642",3605642,1.10652491,104.04664708
"9335195",9335195,1.82713422,103.3093528
"8390008",8390008,0.46993444,101.58866624
"1144712",1144712,1.35849439,103.84011206
"7703264",7703264,1.02863047,102.59768627
"7399636",7399636,2.90359657,102.91853675
"7265101",7265101,2.90954819,101.82471508
"6673492",6673492,4.83833566,100.72030829
"7788046",7788046,4.62778684,101.15017612
"3092396",3092396,0.99588496,103.43602949
"6175732",6175732,1.5038081,103.9339184
"392757",392757,4.83393586,100.74752711
"1066703",1066703,3.12282197,101.78174805
"7473243",7473243,1.32331636,103.8094424
"80337",80337,3.03918442,101.41260924
"5799655",5799655,3.18353847,101.60780829
"8317402",8317402,3.16771139,101.50166377
"1955201",1955201,3.61830524,101.07643824
"1323884",1323884,0.18078502,103.3950544
"1488040",1488040,3.34750285,101.25246481
"3933759",3933759,3.07336351,101.61797081
"3166735",3166735,2.33112787,102.30688122
"3816352",3816352,3.08015241,101.53065495
"5850510",5850510,3.25929778,102.42998159
"1909301",1909301,3.20266405,102.31207801
"2642501",2642501,3.14197798,101.6653521
"10670",10670,1.12073115,104.14681326
"4471716",4471716,1.12748074,104.06149346
"5454027",5454027,1.02890838,103.33159737
"8444571",8444571,2.8605908,102.19345912
"353179",353179,0.83069289,104.24083559
"6667823",6667823,2.38794303,103.70708947
"8600833",8600833,0.54255456,101.40785093
"4948865",4948865,2.55939518,101.81153895
"7927784",7927784,0.58908626,101.41642662
"4223590",4223590,1.57292088,103.4174613
"8840827",8840827,1.49932616,100.80253812
"4651892",4651892,2.76180405,101.9327746
"4145668",4145668,1.36370616,103.88741072
"7369755",7369755,2.85342198,101.42714466
"3556972",3556972,4.74410693,101.15046136
"1806982",1806982,2.14945737,102.51081392
"531371",531371,1.90786922,102.74738972
"9054346",9054346,4.53035467,101.03389039
"988530",988530,4.8231979,101.09495424
"2213532",2213532,1.71265002,103.59670512
"2949580",2949580,0.45802172,101.42377359
"7992460",7992460,1.73848742,103.16554618
"8381738",8381738,2.20903291,102.71056616
"6469270",6469270,3.07043606,101.75864951
"4387360",4387360,1.57372283,103.82341952
"8536045",8536045,3.77314256,100.98949503
"2297145",2297145,4.54012837,103.39566928
"4190673",4190673,3.79164778,101.8686905
"6192046",6192046,3.16297715,101.57937901
"5097446",5097446,2.12906064,102.46593056
"6927654",6927654,3.12173657,101.43314596
"686799",686799,2.41825418,102.18709548
"7994982",7994982,4.86774747,100.71836497
"5319298",5319298,3.19454612,101.55510947
"5840848",5840848,3.32090908,103.01728956
"7543421",7543421,3.01976766,101.48938843
"5669926",5669926,4.63346266,101.06403525
"3350461",3350461,2.2594388,102.1514763
"5413377",5413377,0.4750199,101.37959952
"52105",52105,1.16662159,104.03346045
"8627283",8627283,2.87848852,101.63500493
"8217988",8217988,3.10169684,101.38259701
"4069227",4069227,1.50245368,103.62606455
"6540359",6540359,1.00380905,103.403003
"635893",635893,3.11938427,101.68407109
"3359389",3359389,1.90487079,102.95399045
"3310364",3310364,0.50355102,101.35491314
"6597246",6597246,1.49171536,103.62310066
"2655673",2655673,1.17852262,104.01982103
"4279069",4279069,3.13229713,101.57123275
"3603509",3603509,1.06337688,103.37776005
"7983073",7983073,1.14847683,104.00493758
"1509461",1509461,4.24701432,103.40809452
"4086492",4086492,4.25471305,103.3326017
"8397164",8397164,3.59314571,102.53409266
"8411319",8411319,1.49431575,103.714827
"75661",75661,2.10268881,102.63701518
"4381761",4381761,2.64395296,101.74554268
"1240497",1240497,4.13720667,101.27502798
"7380166",7380166,1.51967125,103.78571496
"8088836",8088836,2.19437738,102.27915523
"5238614",5238614,3.37296494,101.48160712
"8580346",8580346,3.6433239,102.62521897
"6929140",6929140,2.96034189,101.73154431
"3097353",3097353,2.91562659,101.50161928
"9147314",9147314,2.82834176,101.60164859
"1788890",1788890,2.47716796,102.22924006
"7992928",7992928,2.93351958,101.68286658
"3867052",3867052,1.84780607,103.64372916
"6818549",6818549,2.98374764,101.80525172
"7911774",7911774,2.70118617,101.83017091
"8479073",8479073,4.82848709,100.69797489
"1936327",1936327,1.55182676,103.80242307
"1362119",1362119,1.67733402,101.42752008
"4342087",4342087,4.20587884,101.2601104
"7064131",7064131,1.56771073,104.09654868
"611489",611489,4.66247575,101.16797485
"5053671",5053671,3.74293043,101.44862247
"5880052",5880052,3.42005677,101.44547855
"5343858",5343858,2.66732832,102.0019105
"6360450",6360450,3.31380744,101.26920098
"404779",404779,2.10544292,103.86811855
"6978959",6978959,3.43382475,101.65857405
"2747533",2747533,2.02667059,103.31379104
"4486064",4486064,2.68493021,101.90619737
"3318335",3318335,3.13361213,101.77832276
"5954454",5954454,0.64975624,101.35629671
"7136143",7136143,4.77383614,100.95668546
"1281856",1281856,3.33876665,101.58289891
"7403754",7403754,3.00229123,101.64297852
"2353674",2353674,4.36367306,100.84789675
"5738913",5738913,1.80072163,103.01061053
"1959949",1959949,2.12752891,102.7596156
"6906892",6906892,4.94837172,100.68038203
"5558855",5558855,1.14034361,104.01034521
"7838955",7838955,1.14398295,102.03644532
"2313423",2313423,1.31133395,103.9130004
"16289",16289,3.0875727,101.62814626
"2774119",2774119,1.5230241,103.7294407
"9006003",9006003,0.35307998,101.09492903
"8166233",8166233,2.49441159,102.7941051
"1823",1823,2.91237429,101.46683591
"7427287",7427287,2.25545262,102.30107108
"2053720",2053720,1.43347764,103.76592341
"7441289",7441289,2.06176202,102.62654964
"6252389",6252389,3.66573007,101.89019509
"3924693",3924693,4.21074751,103.42715659
"4505809",4505809,3.11273041,101.59693547
"1499900",1499900,1.34405434,103.97116447
"7711083",7711083,2.86549358,101.45931453
"9592140",9592140,2.36681616,102.08517094
"4930979",4930979,3.7706259,103.26596533
"3773974",3773974,2.94817151,101.45432323
"1926109",1926109,3.00866003,101.73172068
"8429933",8429933,3.90540677,101.89049525
"5850463",5850463,2.31958091,102.2924277
"1810754",1810754,1.64437868,103.62946284
"9392259",9392259,1.85305074,102.9084313
"1856913",1856913,2.15065843,102.38769387
"5105394",5105394,4.22949619,101.8059317
"7203827",7203827,1.5186068,103.66233509
"931472",931472,2.9338046,101.76844607
"5853049",5853049,3.48754196,102.31352596
"4292072",4292072,3.88487386,103.33157171
"5352304",5352304,3.06797765,101.65845479
"4951782",4951782,2.67473895,101.81353805
"172271",172271,1.33042519,103.88411768
"919377",919377,1.18149747,104.01000346
"850003",850003,2.67160326,102.38323513
"5783954",5783954,0.54159656,101.40945256
"3499713",3499713,4.59548431,101.08775875
"4026542",4026542,3.05208592,102.25699455
"8199792",8199792,0.45160319,101.4675666
"3642972",3642972,3.03936215,101.57620993
"8089133",8089133,3.90681091,101.80943474
"3173880",3173880,4.88640247,100.71275103
"8627937",8627937,1.66399021,101.41709582
"4152530",4152530,3.28545446,101.53811702
"7277641",7277641,1.30958541,103.90975428
"6305834",6305834,4.27881778,101.14539489
"1138772",1138772,3.03497285,101.53494899
"3364464",3364464,2.01750589,103.34296734
"3399124",3399124,2.98021377,101.47077696
"7620984",7620984,0.54960202,101.14612317
"1792747",1792747,3.163162,101.84686703
"6602411",6602411,2.34324764,102.10163233
"1536373",1536373,3.12140326,101.77365168
"8306354",8306354,3.99856069,101.00729842
"3494563",3494563,4.64629075,101.16139215
"710673",710673,1.11769194,104.03264657
"8115292",8115292,0.0464662,100.75920365
"8012776",8012776,0.84168775,104.60582559
"8798616",8798616,0.56031874,101.397851
"2080471",2080471,3.17350125,101.67984746
"9210923",9210923,0.3434948,101.16049881
"3113855",3113855,4.21623798,101.27398334
"3760409",3760409,4.59344143,100.88221125
"9212593",9212593,0.67189529,101.57089267
"1088420",1088420,3.1873436,101.64277628
"5529383",5529383,1.3206437,103.95850796
"3850316",3850316,3.14530253,101.47361596
"4427154",4427154,1.28064977,103.83583227
"6578488",6578488,0.62666722,101.12649243
"3495313",3495313,2.93411981,101.75041095
"9223912",9223912,2.27150213,102.53040823
"2108087",2108087,4.36448381,102.39306956
"4081249",4081249,1.12955723,104.0648993
"2233410",2233410,0.43655538,101.40148018
"9474541",9474541,3.90473604,101.89507748
"5044150",5044150,4.58812306,101.10651726
"3455213",3455213,0.6955079,101.14421124
"5294431",5294431,3.23620466,101.40482647
"7619446",7619446,4.34180833,100.87899007
"3713762",3713762,1.49002082,103.7553393
"7231814",7231814,1.49532504,103.77689515
"3254201",3254201,1.04965843,104.04270169
"8869125",8869125,3.86294206,103.2539054
"5016463",5016463,4.77495077,103.39386762
"1269731",1269731,1.7111414,103.57851262
"5837354",5837354,3.30752069,106.22160868
"8768559",8768559,3.28883722,101.52296588
"5997451",5997451,1.70938705,101.3932799
"4517435",4517435,0.65898826,101.06633242
"6624609",6624609,3.04058737,101.54414877
"5378425",5378425,3.21062113,101.74999249
"8094804",8094804,4.12182449,101.07918761
"1729311",1729311,3.09743073,101.58771669
"1209429",1209429,1.90996378,102.98035206
"4498950",4498950,4.59103583,101.05061063
"1394103",1394103,1.52539916,103.66026478
"5938169",5938169,1.26936051,101.18668303
"2618885",2618885,4.00684287,102.34676837
"5835939",5835939,3.21563191,101.62460341
"2459837",2459837,3.56348482,101.66379418
"452774",452774,1.47024127,103.39616511
"2702061",2702061,1.73661518,103.06664566
"8408706",8408706,1.46463659,103.93730481
"775265",775265,0.66356693,101.82784612
"957328",957328,1.48220551,103.76654227
"2321008",2321008,2.01238474,103.32567799
"5344541",5344541,2.16627549,102.34374665
"9253926",9253926,3.38451408,102.94771321
"4934967",4934967,3.73306471,101.99277252
"2107074",2107074,0.50680262,101.34062292
"9392203",9392203,1.15058812,103.8907941
"3747612",3747612,1.49673695,103.88011361
"1333660",1333660,2.0406125,103.06957676
"5550690",5550690,2.31472518,102.28068157
"9673025",9673025,0.56486498,100.62151237
"6341627",6341627,2.74469799,101.93860702
"943766",943766,3.16475837,101.64711337
"396275",396275,2.70559761,101.95347692
"3856837",3856837,3.01994751,101.81531227
"9187837",9187837,2.24667688,102.30916167
"1250389",1250389,0.13077981,103.38331172
"1121763",1121763,0.98548894,102.66700705
"9371442",9371442,4.6824182,101.1338417
"7452381",7452381,4.57348158,101.12618285
"5107066",5107066,0.55529651,101.39732508
"9533966",9533966,2.9270258,101.46946781
"5786870",5786870,1.63449544,103.61800222
"708753",708753,3.23750823,101.67543991
"2960782",2960782,3.16004933,101.76111689
"106492",106492,2.38270655,102.35717889
"4132999",4132999,2.90479083,101.86379787
"3002835",3002835,2.88932105,101.75883845
