"","X","latitude","longitude"
"8724805",8724805,3.03302782,101.67936546
"5695602",5695602,4.63802375,101.06198299
"5694961",5694961,3.01856495,101.24657887
"4982097",4982097,2.57417513,101.8577311
"4632197",4632197,3.84968519,103.26434334
"5793621",5793621,0.85758594,104.48261986
"6975932",6975932,0.9480815,102.06027677
"9442622",9442622,1.6772875,103.52883786
"5584307",5584307,0.90804496,104.15540993
"8682628",8682628,1.39799542,103.82528446
"8303496",8303496,4.37998354,102.4015971
"3928950",3928950,2.88886766,101.76877087
"1370084",1370084,3.13303266,101.78491383
"1160020",1160020,1.57737065,101.38636394
"5264292",5264292,3.91464676,101.27208031
"8528433",8528433,1.47271927,103.72568848
"4359008",4359008,1.5842029,103.78571953
"5099832",5099832,1.01082493,101.31923543
"6094964",6094964,1.8273923,101.00391867
"5174966",5174966,1.54584131,103.75008899
"5311205",5311205,1.4829224,103.76248373
"8404171",8404171,2.50564648,102.54134804
"3282947",3282947,1.09600622,104.02836997
"5361149",5361149,1.37047534,103.94496245
"4229678",4229678,3.82571451,100.84524646
"2132694",2132694,4.44251196,101.1267371
"1651843",1651843,4.81659382,101.09772518
"9401758",9401758,2.04726466,102.56757104
"4173510",4173510,4.27176612,101.2441193
"7740463",7740463,1.32703064,103.81819606
"7253526",7253526,4.13529049,100.90994736
"3544328",3544328,1.43507559,102.4382118
"8935713",8935713,1.0496374,102.43304532
"4945109",4945109,4.69432682,100.96073123
"1717889",1717889,4.35204537,100.96900797
"9579566",9579566,2.47078274,103.05251844
"7263886",7263886,2.94015834,101.46958132
"3951552",3951552,4.74535637,101.11808314
"2949192",2949192,0.50081132,101.51310122
"2361109",2361109,1.55939333,103.82755086
"5839109",5839109,2.9704712,101.60335451
"9040539",9040539,3.02478385,101.53217515
"3260970",3260970,3.32126224,101.53794418
"5037800",5037800,3.01845353,101.51576604
"7440907",7440907,1.38213811,103.73097457
"9564639",9564639,2.38302078,102.22794894
"2544547",2544547,1.30359675,101.17315313
"2807802",2807802,1.13036001,104.10013393
"3665225",3665225,1.12868004,103.95611284
"3124496",3124496,0.16222367,103.2879365
"9263969",9263969,0.85857389,104.5012052
"3316503",3316503,3.01807437,101.87248072
"2943778",2943778,2.99072755,105.70444711
"7840594",7840594,2.00332864,102.87105834
"7958192",7958192,3.22080427,101.57354212
"5309016",5309016,0.70427652,101.61210976
"7216798",7216798,4.64475121,101.07596255
"4225761",4225761,1.02893452,103.93268101
"3387881",3387881,1.28649923,103.71523165
"8067914",8067914,0.54339374,101.40216964
"7847227",7847227,0.67255348,101.87941799
"4862789",4862789,0.46810652,101.36120629
"2570852",2570852,3.58969452,101.60264759
"9041706",9041706,2.96642284,101.46354671
"7982292",7982292,0.24459705,103.60077816
"932922",932922,4.85443491,100.74412388
"4414276",4414276,1.10333417,104.06777926
"9147779",9147779,0.91018305,104.49386679
"2028901",2028901,1.30700765,103.72899482
"6526948",6526948,1.98180846,102.77975745
"4115521",4115521,2.45188487,101.86146104
"9648004",9648004,2.15177062,100.81140367
"428079",428079,1.41477939,101.14908956
"606581",606581,1.79572453,101.32432113
"3608983",3608983,1.7087115,103.57863268
"5281154",5281154,1.3407575,101.14310731
"1299259",1299259,4.6615547,100.92636669
"789973",789973,1.06213348,103.94587479
"7669832",7669832,0.67751379,101.43653792
"2552558",2552558,4.65191807,100.69560657
"1240152",1240152,3.16366465,101.68427517
"100050",100050,2.04927713,103.33439093
"6427774",6427774,1.71177455,103.97180741
"9527246",9527246,3.06603279,102.37415847
"669326",669326,3.40724654,101.59641696
"8862768",8862768,4.64731285,101.1733362
"7692397",7692397,1.12973904,103.95514805
"1691791",1691791,1.28177725,103.72016154
"3203904",3203904,1.99911657,103.3171181
"2032670",2032670,0.43629612,101.4501479
"5741532",5741532,2.160177,102.34209976
"4476752",4476752,4.47199249,101.07393748
"580436",580436,0.39082134,101.07057075
"533458",533458,4.42630795,100.99206681
"7410914",7410914,3.04194061,101.46322202
"8633383",8633383,3.42804541,101.15881533
"5956033",5956033,0.49298505,101.45637196
"7462958",7462958,3.1920719,101.54139275
"8868919",8868919,1.59176505,103.33894413
"3064839",3064839,0.37172711,101.09286105
"9049638",9049638,3.08634977,101.53898436
"2797493",2797493,1.83431078,102.93981659
"4405657",4405657,0.6159,100.97516631
"3516669",3516669,0.47980406,101.40838546
"2455805",2455805,0.476252,101.48315011
"7285545",7285545,4.14398068,101.2824259
"6616313",6616313,1.03641748,103.99825268
"1215518",1215518,4.02079717,101.03001019
"9369743",9369743,0.50992871,101.41020974
"322800",322800,1.09583931,103.93283084
"5804235",5804235,3.07442839,101.50766018
"6082509",6082509,0.49074812,101.40931022
"6775606",6775606,3.069034,101.42337662
"3030942",3030942,1.12534718,104.06909991
"4402591",4402591,3.21960569,101.74258188
"4893334",4893334,1.4775547,103.87190601
"6169751",6169751,3.11681107,101.52098027
"2221699",2221699,3.67154661,100.97664483
"1785637",1785637,3.18327104,101.56408275
"2286722",2286722,4.65031349,101.15743561
"3792367",3792367,2.06432379,103.28130248
"1354312",1354312,3.73276847,101.44633329
"156356",156356,1.10229098,104.24894484
"457451",457451,1.37183135,103.76667192
"7640276",7640276,0.8674271,101.02012135
"7201802",7201802,1.45386506,103.63846354
"5018039",5018039,0.51065752,101.3455614
"9090757",9090757,2.26594996,102.20860592
"3924938",3924938,4.49230406,101.01108616
"65961",65961,2.72315574,101.98961681
"8256519",8256519,4.41237868,100.98593718
"7693025",7693025,2.03970381,103.01323391
"1387869",1387869,3.43454422,101.55737266
"1072071",1072071,1.82034642,103.33348131
"5307799",5307799,1.65557174,101.47374809
"589495",589495,1.15598539,104.03162655
"9659260",9659260,2.59763924,101.6822171
"6690743",6690743,3.2088362,101.69360845
"293441",293441,2.87790548,101.79616152
"194294",194294,1.72104823,101.38104261
"9367925",9367925,3.44751887,101.24184086
"5911002",5911002,4.36101913,100.85815414
"920512",920512,2.94812535,101.54105413
"8379797",8379797,0.49988442,101.45730655
"6494351",6494351,1.5633528,104.22701226
"1707187",1707187,1.75904689,103.67112817
"4025373",4025373,3.02505336,101.86077548
"8163788",8163788,0.68220673,100.9374968
"4787232",4787232,3.20546416,101.47760263
"6453556",6453556,1.65720565,103.62344977
"1939656",1939656,1.40233801,103.86647503
"5121251",5121251,3.10072483,102.20853244
"6765329",6765329,1.83794415,102.93733873
"8804876",8804876,4.57845309,101.08724041
"5118799",5118799,4.61545273,101.10842919
"2772916",2772916,3.09892311,101.55406898
"8651347",8651347,2.19546572,102.260237
"1487906",1487906,1.25035425,101.23025471
"2218953",2218953,3.03240574,101.38153939
"1080410",1080410,1.10439576,104.04485154
"2084412",2084412,2.32973332,102.07337183
"5328316",5328316,2.08541805,102.60569195
"7352996",7352996,0.56085604,101.81077417
"5922482",5922482,3.10588252,101.74586518
"3526733",3526733,2.56378793,101.83957643
"6554257",6554257,2.92422895,101.84539483
"3422388",3422388,1.25580814,101.22077376
"368802",368802,1.28244013,103.67876717
"4887192",4887192,2.90437202,101.79961157
"8093552",8093552,3.05936067,101.74673002
"181229",181229,1.47025943,103.74761967
"358584",358584,4.2589926,101.1938541
"8583479",8583479,1.71175542,103.23844082
"234937",234937,4.65540812,101.10618196
"7125051",7125051,2.26958494,102.54197088
"5551001",5551001,4.5802204,101.0853041
"2995650",2995650,3.03792101,101.64153503
"7973465",7973465,4.76833466,100.95710747
"8346302",8346302,3.255008,101.46782514
"7743344",7743344,1.47454479,102.1190143
"9632146",9632146,1.59332053,103.76333092
"5813235",5813235,1.69571084,103.31866978
"8666842",8666842,0.43152293,101.4198535
"4863727",4863727,0.41274932,101.43656365
"8076301",8076301,0.53183125,101.47372283
"4338623",4338623,4.25444399,103.40431158
"7734611",7734611,4.59763354,101.072007
"7203962",7203962,0.51661226,101.45175723
"5116086",5116086,2.07686598,102.59825637
"4069669",4069669,0.68478891,103.24456373
"4077822",4077822,1.75584844,103.72876703
"3442273",3442273,3.08795985,101.39356439
"5857235",5857235,0.5050841,101.43074076
"8799705",8799705,1.60777467,103.79230633
"3625505",3625505,1.67423789,101.44809716
"5110666",5110666,3.0597332,101.56575794
"1574689",1574689,1.92118072,102.93807193
"6919186",6919186,0.446551,101.40817115
"918840",918840,2.26951425,102.54098338
"8396256",8396256,1.73928594,103.91054813
"16016",16016,0.67919553,100.70979781
"2469338",2469338,2.89859684,101.81448861
"1685529",1685529,3.21559259,101.56614379
"5114428",5114428,2.4843889,102.67322548
"8677567",8677567,1.67951999,101.4445089
"8374962",8374962,1.5227361,102.05391963
"6644941",6644941,2.31886471,102.29364289
"7733225",7733225,1.13718645,104.01062581
"4516625",4516625,2.89072304,101.51794137
"8320673",8320673,3.2363882,101.64590284
"8813957",8813957,0.50044957,101.45171522
"8957523",8957523,3.01338149,101.479884
"2325665",2325665,1.01101968,102.7089959
"1729039",1729039,0.450635,101.38636477
"3283493",3283493,1.46977647,103.76244475
"3450877",3450877,4.52727679,101.0710826
"6648800",6648800,3.16893308,101.46219244
"1305142",1305142,3.48285293,103.41649591
"6211596",6211596,3.06528434,101.43996566
"8571973",8571973,0.43911375,101.43060422
"8698264",8698264,3.81835194,103.34372099
"5925842",5925842,4.50025361,101.14148827
"3566853",3566853,1.8725532,102.93748084
"2557215",2557215,1.1234471,104.04312127
"6698397",6698397,0.85033126,104.24470408
"9489636",9489636,1.68945196,101.37848638
"2030381",2030381,1.58632732,103.73505541
"3839373",3839373,0.34787629,101.01884748
"2399051",2399051,3.63792213,103.12754501
"5142668",5142668,2.9433385,101.84290082
"6262486",6262486,1.49072246,103.8174979
"599903",599903,1.42808549,103.60723946
"2726006",2726006,4.54416377,101.04507335
"2548117",2548117,1.87225134,100.83286231
"2381009",2381009,3.23996372,101.57143722
"9542785",9542785,1.49216725,103.86016259
"8618821",8618821,2.83410423,101.81906098
"5360721",5360721,1.71080554,103.59128428
"2639812",2639812,0.35628431,101.24238085
"7189495",7189495,2.90319572,102.87893283
"9220714",9220714,3.17263447,101.68464471
"4804621",4804621,3.8792445,102.73432242
"3357091",3357091,2.96508163,101.52951869
"5154386",5154386,3.45311677,103.42971329
"7685168",7685168,0.83192169,103.41228635
"1250205",1250205,1.42246092,103.73548589
"4661272",4661272,4.25305195,101.7839101
"5071114",5071114,1.53223318,103.80142826
"6991498",6991498,2.41908048,102.18383097
"174139",174139,4.61891522,103.4083943
"9174183",9174183,1.99281611,102.87307953
"8936664",8936664,1.57839754,103.76419701
"4667840",4667840,1.464218,103.58248513
"6056765",6056765,3.9954664,101.01850251
"4418439",4418439,1.54655057,103.64547295
"5963475",5963475,3.75383708,100.9713341
"3873248",3873248,0.50848992,101.40191252
"1923036",1923036,3.24369509,106.28138995
"2061117",2061117,3.94560631,103.23769377
"7956488",7956488,1.02116466,103.96135143
"3032457",3032457,1.45418815,103.96661533
"9459707",9459707,0.52737257,101.4323622
"2097063",2097063,2.66482551,101.55626839
"8138454",8138454,2.06580225,102.58206294
"9656117",9656117,0.42035674,101.41587995
"6410781",6410781,1.33279247,103.94660007
"3157466",3157466,3.03979847,101.46188772
"8861778",8861778,2.75719401,101.96869825
"8078210",8078210,1.49753153,100.8039225
"9535071",9535071,1.04049134,104.48517388
"9216491",9216491,1.1569464,103.88850369
"7292715",7292715,3.08152185,101.44050016
"7638641",7638641,3.18836247,101.65015205
"3129975",3129975,4.81658321,100.70195636
"6609635",6609635,0.3964806,100.75141179
"1762528",1762528,4.68654677,101.09958955
"3849478",3849478,0.43049762,101.35512583
"2461885",2461885,3.76247992,103.20259645
"5392155",5392155,1.1367477,102.45810765
"5332595",5332595,0.52174062,101.41893364
"9416897",9416897,0.99856475,102.68629375
"9364970",9364970,3.02960027,101.45473698
"9369076",9369076,0.56070277,101.44408807
"6085492",6085492,4.17770726,100.63749794
"8411696",8411696,1.66618721,103.60227707
"2847773",2847773,4.74383667,101.14795767
"1677529",1677529,3.00023992,101.47705041
"5718442",5718442,4.94320962,100.79526362
"4397922",4397922,2.24178313,102.2746461
"9249866",9249866,4.59458005,101.0707293
"2534302",2534302,2.25395045,102.27572027
"204952",204952,0.50344671,101.3518428
"4183774",4183774,0.62927544,103.2455582
"5499525",5499525,1.81284421,100.74897435
"8850370",8850370,2.96092599,102.99300637
"4836374",4836374,0.45462764,101.39598518
"5718469",5718469,2.31946414,102.27555217
"6948154",6948154,2.69157785,101.99203252
"2647841",2647841,3.01776284,101.44386949
"8862897",8862897,3.23987004,101.45069418
"5760749",5760749,0.52921434,101.41420408
"1498809",1498809,3.79604664,101.86847559
"618935",618935,3.13693258,101.66857895
"6090738",6090738,2.73442466,101.88606588
"3336710",3336710,4.26454494,103.4230071
"703089",703089,2.90591878,101.83245622
"2492897",2492897,2.85159302,103.44809677
"5060532",5060532,0.52154594,101.46443034
"4752194",4752194,3.28719346,102.29827293
"4880499",4880499,3.1559568,101.75421268
"6045264",6045264,0.3682068,101.060624
"2137165",2137165,1.92404131,103.37264088
"2290867",2290867,1.12801478,103.96928731
"5920084",5920084,4.31599075,101.14873039
"2549340",2549340,4.8150731,103.3263648
"3512477",3512477,2.831939,101.59475685
"9392037",9392037,4.55359419,101.03804885
"4808912",4808912,1.96424013,102.83713697
"2815146",2815146,0.98121148,104.58783512
"652781",652781,0.85049446,104.54077038
"7976661",7976661,2.89688458,102.91748788
"2908826",2908826,1.47968956,103.66858034
"8389899",8389899,2.91698927,101.64258514
"1713883",1713883,4.8279821,101.97296349
"8209873",8209873,1.95651702,103.39487821
"4925625",4925625,2.57779127,101.82949145
"1223452",1223452,3.07422692,101.44865939
"9671535",9671535,3.01857807,101.52067494
"8598697",8598697,0.44848787,101.473761
"9098531",9098531,3.40942719,101.60067837
"398427",398427,4.62511964,101.08261053
"1485401",1485401,3.06475533,101.57799295
"3999399",3999399,2.35460629,102.14759517
"2338015",2338015,2.95933821,102.38284168
"6655221",6655221,3.81894733,101.84442974
"3847132",3847132,3.19597976,101.85626668
"6422666",6422666,2.38426387,102.33073188
"6751858",6751858,3.1148015,101.43219669
"3724472",3724472,2.70605176,101.90361422
"7717317",7717317,2.68573728,101.97502261
"2742585",2742585,1.93220451,104.12119941
"6488301",6488301,4.79933619,103.26647075
"1086020",1086020,3.08095375,101.40302285
"1384001",1384001,2.93839672,101.77971362
"2693455",2693455,1.46053153,103.75819887
"5414020",5414020,1.29314551,103.80440049
"2004137",2004137,1.52995561,103.79574958
"7724536",7724536,2.26358214,102.24350323
"626882",626882,2.57835936,101.83772416
"4740506",4740506,2.9696812,101.8659748
"373932",373932,3.10008621,101.61215503
"2632362",2632362,1.04312265,103.96617832
"2812662",2812662,1.53276373,103.7399652
"8459128",8459128,3.74933456,103.3061021
"5156708",5156708,2.17428312,102.33334123
"8276005",8276005,2.35045886,102.10763677
"2000323",2000323,1.81131716,102.90722914
"3456733",3456733,2.21346548,102.25313911
"4278255",4278255,4.36580229,100.97576633
"2947204",2947204,0.67353642,101.57471185
"9428201",9428201,2.29957352,102.96950434
"9506064",9506064,3.90621775,103.34554268
"4050324",4050324,4.83085226,100.70597188
"8399264",8399264,3.30842191,102.4970284
"9266597",9266597,2.88730088,101.66357241
"8896904",8896904,2.6936525,101.92128974
"4611168",4611168,2.22390623,102.26256034
"3704213",3704213,1.51563037,101.93137951
"1395054",1395054,3.43752437,101.66554776
"4682881",4682881,2.81874415,101.50573302
"7767496",7767496,1.7632773,103.8086712
"5477096",5477096,0.41251502,100.75019674
"9322219",9322219,1.91812135,102.92148259
"4290009",4290009,0.54262162,101.41973219
"2260636",2260636,1.05472626,104.26636326
"2797476",2797476,1.99988569,103.30718667
"9489029",9489029,2.19731781,102.3063762
"8419305",8419305,1.10686404,104.09372703
"3800635",3800635,1.87434382,102.79588287
"2168402",2168402,4.71251909,101.1137373
"5030847",5030847,2.40435536,102.07011971
"933507",933507,2.27254589,102.44202146
"3981179",3981179,1.49602861,103.71260442
"1432511",1432511,1.85252912,102.94537349
"338829",338829,0.38936383,100.77630464
"3179348",3179348,3.75524783,100.9543959
"5476654",5476654,2.08936553,102.58047042
"8718870",8718870,3.02242948,101.26124823
"2238590",2238590,2.80312141,101.64891922
"5924461",5924461,3.34848671,101.78607963
"9003525",9003525,0.88868847,104.50022546
"1622990",1622990,4.70649159,101.09220885
"6083716",6083716,1.50887613,103.82539564
"8052461",8052461,3.63519483,101.03542185
"5468517",5468517,2.05467614,102.59539522
"3900036",3900036,1.67421719,103.52735774
"6667620",6667620,3.7889398,102.52844822
"2443065",2443065,1.48886215,103.87469669
"5747967",5747967,0.7496226,103.37062355
"8042790",8042790,4.62041253,101.11003386
"9231074",9231074,3.33838986,101.51724933
"3936102",3936102,3.13511481,101.50220887
"2911542",2911542,3.49848723,101.92395613
"221589",221589,2.97689148,101.73179609
"4818459",4818459,2.10305417,101.64589112
"4663749",4663749,0.72907676,101.07178988
"6071369",6071369,2.26220548,102.54394621
"8443295",8443295,3.90519764,101.96995481
"4116455",4116455,1.0694584,101.22408875
"3538568",3538568,0.44116902,101.39314493
"914107",914107,2.66638931,101.81649046
"3909516",3909516,2.27979949,102.22896401
"5290619",5290619,1.0277337,103.95184751
"5908575",5908575,2.93490525,101.53121105
"7172597",7172597,4.52944176,101.12957609
"4627305",4627305,1.06997705,103.93739953
"1454260",1454260,2.12724975,102.56066043
"5569601",5569601,3.1212927,101.58708369
"5141547",5141547,2.44307864,102.29985538
"8620677",8620677,1.04497887,103.98331185
"7369837",7369837,3.13920457,101.38789226
"6969328",6969328,3.81132221,101.84408789
"8479114",8479114,3.64221047,101.81836517
"1904517",1904517,3.08773934,101.52828398
"9582636",9582636,1.9862993,102.87375143
"971363",971363,1.25335138,101.19045324
"7933419",7933419,0.5314402,101.46873404
"2246776",2246776,3.01266978,101.58746696
"3194757",3194757,1.41734563,103.84568682
"5112520",5112520,0.47078063,101.58959049
"3738332",3738332,2.20945776,102.24123939
"7187972",7187972,0.696,101.63102962
"8216892",8216892,0.60688298,101.41165546
"6514823",6514823,3.88670664,100.91436548
"1318705",1318705,1.01740092,104.58862236
"945488",945488,4.64902115,101.12287415
"5411095",5411095,0.44944742,101.35559226
"9152217",9152217,2.03936605,102.64529808
"5805562",5805562,3.20010525,101.66832018
"8513607",8513607,3.41081331,101.59108048
"8036818",8036818,1.06116879,103.9461713
"6065746",6065746,1.34235435,103.95560245
"6298836",6298836,3.13795878,101.45100952
"4183619",4183619,1.27568005,101.15861235
"412416",412416,1.46033065,103.59158558
"8713523",8713523,4.80620912,103.40566911
"3921357",3921357,3.20861686,101.87989231
"13719",13719,2.9857262,101.51654778
"3516550",3516550,4.17702562,103.42118504
"8671733",8671733,1.5613386,103.82952275
"1674910",1674910,3.54500749,101.66249716
"8405599",8405599,1.46361415,103.80834867
"8016078",8016078,3.45771,102.57128823
"8132546",8132546,4.57680972,101.06492936
"236123",236123,1.17728881,104.57698583
"8131975",8131975,4.71168572,100.69755155
"9482046",9482046,3.2683016,101.67297239
"2877089",2877089,1.29528852,103.77038666
"5088916",5088916,0.35668518,101.19640055
"4417792",4417792,1.66115367,101.44187986
"3227954",3227954,2.62172819,101.98732997
"7757819",7757819,4.57475746,101.04261368
"4151080",4151080,3.2040553,101.74380123
"8256357",8256357,3.07437916,101.74541724
"1858532",1858532,3.12410242,101.60159518
"3507803",3507803,4.10376178,101.2748488
"2005551",2005551,4.72360544,101.11560199
"9537590",9537590,1.03069394,104.06666385
"7356998",7356998,3.56955994,101.53905029
"4331260",4331260,4.48632747,101.01158481
"4178279",4178279,3.38246481,101.62737858
"4419956",4419956,1.32055873,103.64262594
"163987",163987,0.33826031,101.88339624
"7538398",7538398,1.11963578,104.06285729
"5523594",5523594,3.57369766,101.88563387
"1774328",1774328,2.16766189,100.78014172
"4576744",4576744,2.01850092,102.74627238
"1385744",1385744,2.50345646,102.82945298
"5876698",5876698,1.51750339,103.63506909
"8286957",8286957,1.12315272,104.02197202
"2386273",2386273,1.17717305,104.02220833
"2131299",2131299,1.47503728,103.95522822
"5754986",5754986,1.10524478,103.95255384
"4053880",4053880,3.1183947,101.59615617
"4352177",4352177,4.35982051,101.11747742
"104229",104229,1.48224695,103.94768171
"6544883",6544883,2.89299856,101.45841892
"4731841",4731841,2.53994724,102.27086471
"6413775",6413775,1.31464942,103.94128887
"8684636",8684636,0.51203363,101.41201718
"3454917",3454917,0.50548638,101.83545976
"4219909",4219909,2.24651487,102.2078613
"7397406",7397406,3.30622319,106.22142443
"230116",230116,3.12941204,101.72030394
"5864841",5864841,0.60630699,103.07601524
"5209336",5209336,1.87164926,103.61328495
"464358",464358,0.40611722,101.38550612
"4460372",4460372,3.20284244,101.71871217
"7908904",7908904,2.27928963,102.30355016
"6223076",6223076,0.97084572,104.60062242
"7017348",7017348,1.31583499,103.86568526
"7531573",7531573,3.81425733,103.33385083
"4538627",4538627,3.04689766,101.55935337
"5199791",5199791,1.03617041,104.23833438
"8413965",8413965,1.55145356,103.69390245
"4708639",4708639,3.22216245,101.74309198
"2425838",2425838,4.74629571,103.41908766
"8107523",8107523,3.08545324,101.61935994
"9182781",9182781,1.36627055,103.86477426
"494912",494912,4.86922425,101.07351202
"2972767",2972767,0.99982095,103.43066594
"3916782",3916782,1.80229734,103.6239805
"6044559",6044559,4.31914207,101.0405041
"5888011",5888011,1.33675678,101.15523178
"9166239",9166239,2.85500021,101.40269903
"9395838",9395838,1.47105278,103.64739017
"6137268",6137268,1.05024854,103.93655916
"2477431",2477431,2.53957135,103.41442172
"9566239",9566239,1.0628978,103.94661931
"5101491",5101491,2.17938709,102.34227911
"1335020",1335020,2.19744888,102.3052287
"2568902",2568902,3.34823335,101.58728269
"9347684",9347684,0.91579498,104.46783687
"821255",821255,2.95396001,101.84257569
"683341",683341,1.03757562,103.94934261
"2572538",2572538,4.60465508,101.09730443
"1731541",1731541,4.58428782,101.03396105
"7205318",7205318,3.15681885,101.65445957
"6093365",6093365,3.3427984,101.59024881
"8457427",8457427,1.03266557,104.0036937
"3034875",3034875,1.12793462,103.957693
"1437080",1437080,2.96232062,101.59812277
"163394",163394,3.03028026,101.69906073
"583379",583379,3.86671863,102.35736331
"9378631",9378631,1.03639499,103.94813592
"7542716",7542716,2.62152648,101.71448016
"8224172",8224172,2.69262726,101.9297428
"5577393",5577393,1.87148655,103.60934071
"6809521",6809521,1.52512134,103.62381139
"8998097",8998097,2.80659327,103.45460941
"767811",767811,2.23488434,102.27075464
"750367",750367,0.46296821,101.50642395
"6381441",6381441,0.94557999,104.44687952
"3764445",3764445,2.98064157,101.42584146
"2672081",2672081,0.41974569,101.4625174
"3132004",3132004,3.22465599,101.67029038
"8700132",8700132,4.17231693,100.63571542
"4031436",4031436,2.0683387,103.34815874
"1319048",1319048,3.0557102,101.68282007
"5260269",5260269,2.63517587,102.4909608
"6744003",6744003,2.99267309,101.54786242
"9659731",9659731,1.49161015,103.63268438
"9273541",9273541,1.32010187,103.86675182
"3345987",3345987,1.32811591,103.6510068
"2161917",2161917,3.00495349,101.44439066
"3780615",3780615,1.51072729,103.7622485
"1093414",1093414,1.37329506,103.74379934
"6957598",6957598,2.6530993,101.90763918
"6581601",6581601,0.997349,103.40302419
"4383519",4383519,2.73759004,102.34759133
"7006204",7006204,4.83560773,100.745627
"2734782",2734782,1.34510406,103.86722886
"7487015",7487015,3.47802195,101.10775957
"8576492",8576492,2.32201649,102.21278492
"1615773",1615773,3.32249927,106.24075191
"3648457",3648457,3.76717651,103.20228671
"595098",595098,3.10266812,101.5567027
"7585393",7585393,4.44330459,100.62697229
"889091",889091,1.55001526,101.51232572
"6995067",6995067,0.46759638,101.37444233
"5702203",5702203,2.98840436,101.77433515
"8462118",8462118,4.57243614,101.06186588
"7560183",7560183,3.20681198,101.479538
"2523230",2523230,4.02177865,101.03221471
"8377926",8377926,2.98408723,101.50567932
"6572184",6572184,3.18999962,101.69275349
"8369122",8369122,0.68820758,101.58251638
"4977472",4977472,3.02176392,101.55792178
"5628359",5628359,2.24234655,102.23064929
"7443473",7443473,2.5419845,101.80119995
"3580895",3580895,1.66490895,101.44322932
"1350996",1350996,4.88295042,100.71380387
"8491795",8491795,2.95649051,101.39074292
"9654474",9654474,1.53478698,103.69131906
"3637151",3637151,0.47499634,101.4004557
"5602485",5602485,4.81897132,103.183326
"4888683",4888683,0.99985519,103.01901679
"3222914",3222914,4.82458908,103.40383465
"6487252",6487252,3.09233778,101.74825825
"2128454",2128454,0.50316586,101.45962748
"692201",692201,4.57395684,101.1406626
"4339483",4339483,1.18515414,104.01047802
"1254897",1254897,4.41904223,101.37148023
"3534907",3534907,3.19951145,101.6677166
"6419923",6419923,4.24123314,101.95303266
"590572",590572,3.00853055,101.7634506
"9496645",9496645,3.16064836,101.51724685
"6100055",6100055,0.9568948,104.4366739
"6863230",6863230,3.90738002,100.71772137
"9505710",9505710,2.51232467,101.99967838
"5042009",5042009,1.63506696,103.62977419
"2454856",2454856,1.87604979,102.95127047
"7499727",7499727,3.07111637,101.58167346
"3070746",3070746,3.02113427,101.66982471
"9199774",9199774,4.37625109,100.95814067
"9677435",9677435,1.37841705,103.8810296
"2661308",2661308,2.28243612,102.36042947
"6209264",6209264,1.53826686,101.38070315
"8837169",8837169,4.56332404,101.0684638
"9109933",9109933,1.71605052,103.88598545
"4567753",4567753,3.26482501,102.61888617
"1500111",1500111,2.96683458,101.63689332
"3983758",3983758,2.47574441,102.21206347
"8369734",8369734,2.38104041,102.35201059
"8104861",8104861,3.14423029,101.65821965
"636895",636895,0.73162032,100.94898348
"4206002",4206002,0.07235434,100.71936501
"7024427",7024427,0.60982802,101.43222357
"1396393",1396393,1.05617779,104.03577652
"3308315",3308315,4.47310619,101.16495279
"87231",87231,1.31014795,103.91142083
"3776950",3776950,2.78963421,101.518039
"2535096",2535096,4.5861394,101.07540635
"7287144",7287144,0.67166069,101.4254706
"542671",542671,0.5619697,101.41111195
"2921929",2921929,2.0270809,103.2971274
"6921958",6921958,4.26628591,101.23999939
"5137185",5137185,4.00066808,103.34464226
"6654649",6654649,3.05960295,101.46009389
"3570838",3570838,1.16398964,104.02804205
"5402471",5402471,1.3318741,102.15243036
"5303029",5303029,3.6106047,102.6142905
"8633118",8633118,3.08676296,101.50340888
"2034713",2034713,1.04228183,103.31864488
"2297954",2297954,3.09300957,101.66975262
"7953772",7953772,4.49097801,101.389088
"2571354",2571354,2.98613329,101.58941964
"7407436",7407436,3.73216413,103.16188914
"4801851",4801851,2.96398227,101.64166049
"16680",16680,1.34074693,103.83703483
"9643730",9643730,0.4292551,101.40774714
"3931203",3931203,3.95697427,100.75551185
"3320330",3320330,4.48891153,101.00664537
"3473667",3473667,1.53969906,103.63739566
"7333953",7333953,2.83217237,101.79032956
"1645374",1645374,1.45621179,103.76751787
"5618102",5618102,2.28334645,102.26697871
"4240589",4240589,4.70331808,100.71758405
"8850456",8850456,3.20100574,101.47352185
"8654180",8654180,2.74242017,102.64546718
"9008444",9008444,2.14542486,102.41466991
"7526753",7526753,1.51637676,103.62896829
"34040",34040,3.05868902,101.76530029
"5565848",5565848,2.26001648,102.17209563
"3293020",3293020,1.50120701,103.73695727
"4748309",4748309,3.86990153,103.2544406
"3957376",3957376,3.31893481,101.4136214
"8943484",8943484,3.147967,101.42978073
"1567861",1567861,3.76684949,103.31786308
"3378752",3378752,1.01357872,102.71788348
"9636118",9636118,2.70025107,101.48826861
"7778917",7778917,4.26535883,100.66552632
"6260953",6260953,0.4374613,101.45333648
"3515278",3515278,1.3698194,103.94342367
"6329017",6329017,2.94668046,101.65600302
"7900985",7900985,1.56658484,101.00379474
"7646130",7646130,2.23894073,102.28837461
"8076272",8076272,3.21570972,101.63087488
"2130714",2130714,1.66760082,103.92232423
"561997",561997,0.38701436,101.85668847
"4661248",4661248,4.80227541,100.75025111
"1597947",1597947,3.33536847,101.5358595
"1336109",1336109,1.45571624,103.98655164
