"BuildingID",latitude,longitude
3985351,8.14975025,99.62089514
719780,7.60956864,100.00117242
1527719,7.89459434,99.81724307
3001859,6.22446928,100.37998492
628053,5.24567319,100.49723977
1990893,9.13719057,99.36573186
2344917,6.38124083,100.35530181
6052817,6.24032603,100.4383194
741908,8.83900404,98.36621382
899305,8.05614773,98.31408595
1833754,5.2777598,100.54724156
3903678,5.30014269,100.29037583
5824972,7.51611838,99.52525569
6069877,8.24659257,99.30576467
4762566,6.2586202,100.1983171
2521054,8.02724067,99.48136208
4876307,8.42378545,99.31892665
3858964,8.4373186,98.26730907
1682388,6.95264193,100.40339901
5197015,7.02404629,100.46151638
314056,7.97052398,99.91092855
1925893,7.28589087,100.09054951
5848599,9.03727237,99.15564842
4760756,5.18176099,100.549864
3331749,7.97863777,98.35065929
5571429,7.79133367,100.11548405
2225755,6.06619459,100.58069515
2654403,10.39256388,98.7589724
2002163,9.10754578,99.18734271
3499458,7.01623377,100.45281639
3638573,5.61489961,100.50984202
4405485,7.01003697,100.47372753
4039704,5.92928632,100.4176628
1528450,6.48066075,100.29674645
3211587,7.1580427,100.57228447
789769,8.42983952,99.97935827
3255731,7.01746657,100.48552981
5570194,9.09805765,99.16906638
4081010,8.92190505,99.25080952
5693559,7.82173499,99.38105991
4637543,7.87569,98.39808731
5669815,6.50713803,100.24187211
2948952,8.15375384,99.83839945
5843639,9.0114328,99.5911724
154476,6.59638815,100.06523576
5822360,5.10019117,100.48987381
3266401,9.10711519,99.22776813
5053154,5.342837,100.4063609
1513942,8.28506409,98.64944146
3446596,6.85004939,99.76929668
2623166,8.29704749,99.94247034
1067777,9.5982602,98.72528993
116354,6.84154476,100.46073058
1951598,6.6555121,99.97936755
441193,8.42215978,99.58670966
1385050,7.06579988,100.52009942
2297824,8.44920553,99.92525025
494700,7.99434795,98.32723622
5057982,7.52423656,99.60946092
2522990,6.42969984,100.27530019
388331,7.79427461,98.32123661
808368,9.13795575,99.46532275
5329141,9.25925984,98.40068205
5802843,7.81501849,99.68214497
2445601,7.82072472,98.38509535
5305388,8.04225917,99.07930701
2399023,8.0610052,99.83799401
3581110,5.65221136,100.50357802
5058673,7.50389226,99.35652307
2053035,7.88906617,99.84641054
1841959,7.6235412,99.41434081
5181254,5.17031062,100.48245643
1820825,6.16202872,100.33306936
3006889,6.78274402,99.82937319
3664490,6.45332245,100.20424906
