"","latitude","longitude"
"7143817",6.15092028,100.68429427
"8256621",6.72190679,101.26138023
"6464107",10.0163602,105.08308992
"3958459",9.61009549,105.46850037
"2845296",5.27500177,103.10100684
"2793282",10.19553261,105.57334515
"5238934",6.89339707,100.91292575
"3957105",6.45716226,101.57493348
"2704157",9.75118069,105.80856522
"8476581",10.21571275,105.60584223
"3693899",9.36248015,105.10487684
"5281763",6.10141076,100.68671143
"5464097",6.03464838,102.33295121
"2342741",10.17109148,106.11653714
"1585178",9.92532916,106.13205843
"124015",5.54846737,102.20078352
"7506767",9.82490171,105.79568148
"8556974",6.74526179,101.44571483
"4255204",5.0730328,102.06924524
"6142512",9.80454697,106.40375708
"8405519",10.05339504,106.39973029
"8018116",8.88628348,105.00147566
"2382486",10.24216791,105.30038606
"6943968",6.07717874,101.91240366
"1334873",9.55352088,105.45341938
"605846",9.77404347,105.32400041
"5522369",5.9301553,102.18480668
"2909620",10.21426114,104.59832081
"2354221",6.85626647,101.2473483
"6325914",10.2145165,105.63428458
"2233114",10.16164693,105.91853521
"4804378",6.29641957,101.98315634
"149988",10.09569078,106.37874247
"3335745",5.33383276,102.20642502
"2134530",9.80660715,106.32729536
"1990059",10.05195609,105.71902152
"8309032",9.4579419,106.01527586
"2593380",9.49168926,105.70421979
"7384466",8.99218749,105.15771619
"1648554",9.22320203,105.40219288
"472201",10.18294902,105.99312591
"5748760",9.32026337,105.5640148
"283129",8.93074127,105.26083946
"7643616",6.12138734,102.27699025
"8499875",9.99405088,105.93121978
"730763",9.91476808,106.29460225
"7709159",9.46261229,105.84664196
"5092662",10.08423882,105.58040771
"88415",10.02916061,105.0609432
"2208950",9.4292468,105.74714683
"994592",9.19135453,105.30670148
"7512702",9.31331715,105.93759248
"3506629",9.11523901,104.98949892
"8420096",10.1454001,105.55831078
"6813654",10.16059292,105.32848183
"347585",6.07392313,102.30723042
"7403324",9.89845384,105.74631266
"501417",5.6631946,100.91964929
"6019484",9.26978504,105.39350722
"4512665",10.16788911,105.58919602
"1600854",9.12535048,105.19340511
"5728514",10.0337428,106.09400262
"4274279",10.18800187,106.30740472
"3552427",5.16200725,103.03343574
"1579384",9.96624616,105.10518133
"1349519",9.93543121,106.33829519
"7499405",9.48063389,106.07831393
"4464430",6.02405434,101.99506816
"2323000",9.99211026,106.2527305
"3764301",5.78430702,102.35597073
"7487128",10.04807167,105.75726996
"7987557",10.20119903,106.00266329
"6682485",9.83705295,104.9768868
"2972252",5.70714717,102.06928584
"6004067",9.62427269,106.13351406
"7970172",9.32598376,105.28247722
"1623013",9.95993684,105.11552946
"2580440",10.1658102,106.25110566
"1762703",10.21369671,105.22758434
"5352285",9.70451228,106.41424538
"1880327",10.140351,105.22439445
"8026849",10.11449275,106.09266375
"3533380",10.02403155,105.76562409
"1233366",6.37729325,101.77236496
"5877386",10.15835391,106.53118993
"7104017",5.49436017,101.09811233
"3966387",5.10582653,103.00023754
"2666007",6.56558546,101.34518949
"5755787",9.54608111,106.02874952
"690585",10.0916406,106.09608097
"3725989",9.82699552,105.10426605
"1560304",9.06227656,104.91754055
"3740036",10.02708851,105.65675236
"3681305",9.99315099,105.73099488
"7589948",9.42111055,105.69347242
"6893541",5.71944835,100.90522068
"389452",9.89944865,106.31800146
"5336061",9.14684694,105.11745355
"471403",9.87716116,105.06694252
"920621",10.13544725,106.21508191
"4506704",9.80678624,106.39897582
"7195531",5.87259635,102.238119
"5816428",8.97417282,104.9571197
"99400",6.24563305,101.97616812
"5075402",10.04854321,106.09107718
"5447817",9.3157135,105.83050717
"7505895",6.14021476,102.23664454
"709757",10.18819876,106.32911015
"3219941",9.94002479,106.34647486
"5355675",9.0716727,104.96525006
"8098097",5.24443813,103.1314055
"8340714",9.76978788,106.32087476
"920953",10.01326102,105.79374148
"3027613",6.13544646,102.30102425
"5244739",6.45659023,100.96313369
"8346458",10.20663684,103.96255912
"4999844",5.27328861,103.16057952
"6851071",9.77401688,106.32762427
"5520283",10.2233718,105.53853242
"274479",10.25148088,104.60160977
"3232529",10.18683688,105.96825768
"1546984",5.82466309,102.3705555
"4140744",9.32280405,105.13485792
"1623751",6.10567653,102.07831087
"2204913",5.22785673,103.19302903
"7825208",5.82941318,102.47170068
"8112806",9.25618531,105.50798807
"1411084",6.08892356,102.32703796
"1695097",9.65454449,106.08118566
"2848887",6.86657076,100.96861202
"5107961",6.4947508,101.44475176
"5724305",9.6773936,105.36939793
"8000127",9.02383566,105.2936964
"4858331",9.84554943,106.46072937
"855311",9.50936627,105.39804437
"1656961",6.52358876,101.37921284
"6419951",9.61569054,105.98056023
"2999836",9.57279936,105.98571605
"1722111",10.03849196,105.77921302
"1971423",5.80784888,102.15763666
"2875492",6.1519106,102.26901847
"7846743",9.58148084,106.28196466
"8296738",9.96523853,106.05253119
"1885886",5.333128,103.1214233
"6302411",8.75790934,104.99478358
"4740535",6.13871731,102.18461718
"662139",9.24794287,105.76616053
"2644539",9.02266087,105.02473852
"714400",5.95395154,102.11453302
"3710156",9.19550392,105.14986303
"5567398",10.05933855,105.16953055
"6493695",10.10790735,105.96632015
"6943694",9.2036896,105.12886255
"3403194",9.38758626,105.52650574
"1637018",9.95919264,106.25612799
"1762696",6.04530135,102.13480973
"1356575",9.69814385,106.35690367
"3422222",5.39067355,103.07055553
"6149301",9.06274182,105.32073293
"5484815",5.82574646,102.53475714
"6170511",6.03964407,102.28931114
"4158684",10.20242743,104.93845694
"2923462",9.99221484,105.71670953
"7174512",6.51675149,101.16424795
"3806541",9.82401679,105.39262255
"7900496",10.17265725,106.31431522
"7418255",6.10994638,102.24134362
"3130622",6.70832011,100.69633183
"5656126",9.78641347,105.03197152
"4722787",5.85133136,101.07147957
"4057711",9.9160429,106.33532432
"1606659",5.60554786,100.66907317
"6078493",6.43573874,101.77371797
"4836304",10.22359053,105.5386096
"3259143",10.00779205,106.17830567
"3765077",10.05326875,105.78596919
"2742221",6.14509547,101.90331625
"3638309",9.45924668,105.71557499
"3125902",5.69828621,102.51876688
"1196846",5.27100051,100.68008404
"4545628",9.30995193,105.96886995
"3353527",9.91752052,105.70227867
"3221217",9.74908702,105.55592865
"6384859",9.5379787,105.67280173
"6698308",9.91721503,106.52618347
"2045333",5.9276972,101.77078042
"4163763",5.26848534,103.09684747
"6013",9.48377732,105.70783825
"4634450",6.55172049,101.28512978
"1792454",5.94057215,100.68786981
"3162086",9.58077397,105.87657377
"3783267",10.15880655,106.35941193
"3010429",9.43210535,104.83273974
"543777",6.44678678,101.82318367
"2272466",9.95102298,106.46559173
"3639790",9.52289976,106.24325546
"4151312",9.95044864,105.1158767
"5701705",9.98314879,105.97110161
"4549715",6.23604661,102.08475301
"924898",5.7482713,102.4449985
"5909918",10.13143015,105.74485167
"4665813",5.45369644,100.71921792
"555088",9.16955997,105.0141847
"566986",10.09141532,105.1661857
"2499336",10.10554388,105.88695614
"8287776",8.99371959,105.07525405
"916784",10.21915615,104.9463683
"4065790",8.85003976,104.85612165
"2231851",9.1638621,105.15024428
"3361372",10.05170246,105.82762429
"8546064",10.09293181,105.95208934
"5692920",9.26099358,105.81872185
"1472089",5.44032278,100.64341409
"7786390",9.8087448,105.05582162
"7019458",9.94378344,106.28732336
"1539272",9.72565412,105.51744914
"4252473",8.998656,105.20088618
"5447488",9.65529398,106.14231779
"1604779",6.43470335,101.35474635
"3661715",6.07912777,102.22672395
"8369678",9.99135468,105.88755088
"1774125",9.80204882,105.81872859
"4160035",10.04548084,105.21437824
"5727951",6.10050941,102.20553004
"852546",9.40139549,105.92994043
"4978692",5.77275472,101.0933197
"2549366",9.47262577,106.0136576
"4201462",5.69421238,100.88616406
"3650358",9.5309441,105.69512023
"5013769",9.80439772,104.89140602
"4962285",10.04812252,105.76589425
"2966886",10.18378535,105.80814657
"7444209",9.48542264,105.54473485
"6220600",6.59454113,101.16706654
"3100116",10.05199696,106.40052031
"6491980",9.75883197,105.34206868
"3727435",9.68263743,105.40621301
"2643554",6.67377272,101.62446236
"5441941",9.60915043,105.98153777
"1200057",6.83104222,100.98665219
"8305736",9.78179151,105.73540969
"339707",9.65343223,106.25096785
"8445245",9.91416953,106.08028067
"7407379",9.8805599,106.43708075
"7122678",5.27538924,102.16799477
"1401774",6.5369113,101.30238537
"6942924",5.90972416,102.18121797
"3067178",9.02506144,105.15694618
"2007935",9.35907587,105.38327211
"6689793",9.80755378,106.0168069
"3848215",9.89817146,105.64997875
"5601418",10.20333335,104.90348226
"5719561",6.13418751,102.23610553
"1605624",6.10006608,101.89030948
"6360758",9.84316547,105.21644036
"2754453",10.04578586,105.86585668
"6575855",9.28246847,105.63665655
"7665323",9.52244024,106.23856222
"3366004",10.21369357,106.00504937
"3891159",6.86869098,101.43434521
"6001178",10.02310723,105.08567903
"5681419",6.36360682,101.76126147
"5843951",6.07658047,102.08463319
"8162576",5.33515885,103.14327569
"3502585",9.77901179,105.98527583
"46839",6.84374994,101.20693643
"4175084",10.1963187,106.01045748
"6001832",9.9831787,105.09858984
"3607945",9.33678114,105.70110045
"1653019",6.04823948,102.28184295
"1387971",9.56815344,105.18914961
"1034341",9.89696137,106.34153399
"3981997",5.7619636,101.1165272
"4668993",5.99459949,102.05789422
"3918328",10.21895485,105.5800506
"2064117",9.69285227,104.959644
"6555624",9.75533373,105.67649683
"5715008",10.08414597,105.59264845
"3855403",10.10577012,105.33577286
"3179935",9.86041221,105.91895562
"3942739",10.12456082,105.68725207
"7313107",10.1207387,106.32374356
"5277306",9.57410378,105.49249015
"662820",9.98283408,105.91364351
"7668914",6.81726449,101.41068123
"4764499",6.07930754,101.95839207
"7144025",9.63927888,105.25000282
"6437296",10.14288396,105.62804772
"3150548",6.68060544,101.3656166
"646723",10.13045054,105.71527745
"7665393",9.77994153,105.16975061
"3638608",10.10206046,106.28852445
"6441295",9.689625,105.95718304
"4904217",5.33370653,103.07672158
"6195032",9.37226375,105.54058789
"4763559",9.48654449,105.51421165
"771696",6.24691244,101.82411313
"1279122",9.80211226,105.37756976
"3915685",5.81219931,102.1369391
"4188655",9.93068917,105.40073544
"1309363",9.9655774,105.74126846
"2939761",10.10191824,106.28700539
"1295487",10.06172738,105.28585784
"3077744",10.16751795,106.42207725
"4362773",9.29156585,105.66613526
"4852456",10.2386095,105.55261512
"2383681",10.14274144,106.47289555
"2893312",9.17965733,105.3571011
"1661932",10.10900298,105.8078264
"7369565",5.62021862,100.6608156
"2843875",9.85464296,105.6887238
"8540303",10.16464023,106.11471399
"2998921",9.37310417,105.3927327
"5180072",9.22454836,105.71125016
"3957407",9.14194623,105.53801778
"6394777",7.03321685,100.71190916
"170928",10.12551043,105.72162664
"8199747",5.69426967,100.92530418
"6857730",10.06497264,106.23987011
"2286110",9.78086608,106.40314969
"3883935",6.54193688,101.7466762
"7914015",6.27334927,101.99312502
"4133997",9.53611685,106.24599698
"8355671",9.48988606,106.11906204
"5758006",10.04474489,105.1156506
"5552100",9.74541053,106.31643908
"6213547",10.04733951,105.7213927
"1832250",9.92144121,106.36941115
"8265916",5.27692177,103.08692153
"3196304",9.93147541,105.11665624
"7021629",9.95526846,105.11248521
"7993274",5.85657334,102.12404276
"2098384",6.06533379,102.07804396
"2267721",9.71096594,104.91468347
"843547",10.07273827,105.24187051
"5644076",9.98812623,105.70402822
"6960356",10.19498725,105.64194558
"3453119",5.21968297,103.18183278
"1934840",9.18556771,105.15048278
"3990231",9.31654134,105.81876875
"1504112",4.99463392,100.92964378
"4348348",10.0715491,105.72797982
"5870727",5.98531593,102.26773326
"1286510",5.35630622,103.08521654
"2423672",6.01608817,102.40009453
"814636",6.07758901,101.91105775
"2282956",6.151761,102.27804004
"3408203",9.1733176,105.14308432
"2898215",4.97621059,100.70714543
"1671947",9.57420869,106.05507905
"3846223",8.75834306,104.99146191
"4417054",6.11632448,102.27515825
"317863",9.56658539,105.99251152
"3106089",10.12387461,106.09155277
"4494474",10.09685945,106.28306368
"4305186",9.92162216,106.38368865
"6489237",9.29879935,105.70477518
"3852000",5.2909075,103.10243882
"924706",5.43929598,103.05140298
"1755297",6.86008887,101.18228472
"1747111",9.84203557,106.08899991
"494120",10.11822147,105.62736031
"3428119",9.6078349,105.96715848
"4236067",5.31302276,103.03613936
"7332011",9.89152589,105.00527384
"7823557",9.80810417,106.23230209
"7956354",6.62889133,100.81956805
"4123999",10.20115747,105.61090406
"4242336",9.23712745,105.45652579
"4336759",10.07288047,105.85694188
"4083136",10.12059765,105.71186395
"2506478",9.3527321,105.84364755
"6205329",9.24938081,105.17652614
"5793483",9.98609128,105.83047763
"8407930",9.91768771,106.14668603
"2852773",10.09145333,106.46212876
"3990185",9.95781754,105.12727165
"1972519",6.09925565,102.32816754
"6308853",6.1922277,102.24510038
"4491699",10.02823663,105.7593928
"881935",10.05867741,105.75583032
"2050017",9.65596599,104.94586827
"1957635",9.39192475,105.63259739
"6260128",9.33267307,105.21245325
"3465129",10.10997841,105.9033722
"329319",6.24050956,101.16793756
"655372",9.19742472,105.15492595
"4798667",10.04176893,104.0151425
"6781842",9.59398635,105.9769848
"3978139",9.87393228,106.05556102
"8284757",9.84771417,106.17953264
"6229526",9.82282412,105.06927946
"3274369",10.06944179,105.7288097
"1104814",6.19303692,102.17606245
"3383727",9.97697015,106.02875453
"3366037",9.51782479,105.61604035
"2712893",9.96906506,106.19116759
"3488105",10.16173712,106.09992755
"7114401",9.77995468,106.13388512
"7667392",9.29415918,105.70316377
"7130040",9.2587881,105.77896409
"2458163",10.19818211,106.28746698
"4793167",10.02181535,105.78503003
"2042931",5.42069645,102.85275314
"165092",9.73623849,105.92193112
"5774358",5.42648809,102.88288423
"475785",5.26842496,103.14486256
"4153771",5.2323837,103.0409694
"3303383",9.756533,105.74974859
"3628969",9.89719975,106.30422286
"4397121",10.05023579,105.46662261
"138011",10.11119728,106.17678947
"396780",6.87474833,101.29765781
"5398473",5.28047179,103.16676696
"249392",9.93559497,106.32768954
"3623488",9.81549118,106.50520493
"2091461",9.82382803,105.36311714
"550957",10.0709923,106.48440134
"2288417",10.11825133,106.46005065
"751730",9.36419691,106.1097018
"525538",10.18705384,106.06522972
"1917659",9.23754943,105.3186439
"4504090",6.32127378,100.69715674
"4636040",5.88747241,102.38526106
"622589",10.14838961,105.56070155
"2946066",9.19753001,104.95826768
"8538737",9.95460642,105.12302554
"3148923",10.14134024,105.98887383
"4376411",9.56405843,105.59900007
"4637004",6.27310333,101.97331892
"1498607",10.00472137,105.08615584
"1622570",6.7582582,100.72391135
"3942295",9.83137667,105.13097625
"7946147",5.8121384,102.2237916
"2448281",6.16070742,102.31130357
"6361188",5.59465781,100.7438445
"5560427",10.10232656,105.35322154
"1998865",9.3430717,105.37522409
"3130232",5.60651595,100.65422307
"2011774",10.12833775,105.67855402
"1522969",5.49240991,100.75656021
"346799",6.18085997,102.11343089
"5368842",6.74712662,101.24772321
"2133543",10.24963435,104.5853917
"6638602",9.9281495,105.37277101
"7721911",10.11989604,106.44959508
"5144444",5.66353059,102.64801232
"5260234",9.82164695,105.97696661
"3597224",10.22306462,103.98538062
"4109133",9.57249357,105.89574532
"5789489",9.90525417,105.60550491
"7620329",5.6761534,102.57695195
"6023023",9.92250023,105.1044804
"8509536",9.57735148,106.48705033
"7081234",9.90185199,106.0378569
"1961690",9.7565521,105.00052046
"8207899",9.78354951,105.74204782
"6079476",9.35643142,105.76181544
"7623646",9.18913484,104.82061375
"3600392",8.84665971,104.79189652
"1332703",10.00200162,105.95355476
"314290",7.05762884,100.63880832
"2069880",10.23158502,103.95433924
"7678322",10.2720821,104.57305311
"4856063",9.70319851,105.27267063
"5222342",10.02202293,105.77174861
"3151537",5.34018185,103.12766045
"8440428",6.38277605,101.40666379
"4211463",9.99491309,106.20623977
"5334634",9.52624539,105.95798758
"2333756",9.4380339,105.93501781
"1001049",9.65926936,106.50337105
"6778149",9.40736838,105.72005254
"2780308",5.82350107,101.11488972
"1941340",5.77427055,101.08978369
"4743633",10.14403183,106.17368227
"2879961",8.77072554,105.20904946
"6434185",6.08543539,102.22398777
"3267220",9.38036225,105.19179022
"6135424",5.33822022,103.10291558
"3950354",9.58871466,105.85016298
"8494621",9.68812268,106.48098306
"3566191",6.59507245,101.28608379
"2498403",10.09853353,105.18868812
"2942218",6.54372148,101.26869572
"2227887",10.02125187,105.73909149
"3042539",10.03089836,105.46983471
"5909293",9.4609167,105.39094535
"8556161",5.88122636,100.89307578
"2220512",9.22420951,105.68072111
"6843389",10.05586326,106.00611231
"292135",9.98384315,105.60521895
"2536848",9.39846805,105.07987635
"6112759",10.15524623,105.6966976
"4246054",10.11193185,106.21834496
"5093211",9.8887706,106.48034972
"964421",9.90175699,105.67599501
"6086826",5.9759312,102.24161461
"5212270",5.36785108,103.08665122
"8249968",9.28214229,105.40991275
"6930602",10.05692972,105.38199508
"758545",9.87448323,105.88364735
"5564451",9.98624357,106.24312249
"5456002",10.14605069,103.98739603
"1176538",6.11201206,102.30730811
"7778743",9.32581039,105.77984373
"7220897",8.68946868,104.97333155
"443352",5.35479034,103.09184571
"5528496",10.17134911,106.40316598
"7197777",9.83425007,106.11811705
"8342016",8.93738899,104.95870946
"7733479",9.82936111,105.82665378
"8175421",9.99732888,105.11022561
"8142311",9.33256378,105.61323222
"283652",10.14075851,105.6198203
"2088115",5.31719744,103.06145667
"6475170",6.52034027,101.23191375
"548522",5.96785523,102.38212403
"5936261",6.72114374,101.32314124
"2740631",8.98255188,105.33490261
"1703803",10.07987405,104.00587832
"8063109",6.73733968,101.01462483
"1735812",9.97899903,106.50334317
"8422101",10.02698743,105.75477732
"1554957",9.46658813,106.15295837
"8228442",6.96056244,100.68697242
"4546662",9.48817006,105.84789199
"4607233",9.69481953,105.05709016
"2227243",9.72742307,105.00263829
"694662",9.50762424,105.25987918
"5536047",9.36580656,106.09900053
"7481419",10.02184223,105.84329126
"6899606",6.23856094,101.36908779
"1678057",5.7358506,102.65404163
"7923496",9.42244421,104.83239853
"4611485",10.1110241,106.16600984
"228103",5.9238566,101.21422571
"1540051",9.99652261,105.78589885
"5412794",10.09351972,105.31789814
"7073730",9.78146659,106.03685562
"119383",9.79917016,105.48523291
"4795967",9.94079524,105.13394383
"7016367",6.89239355,100.64772401
"1046975",9.32924755,105.953808
"7810058",5.76897155,103.03110032
"2957085",10.09276539,105.13907706
"3370751",9.06650681,105.15080303
"2844118",9.41123921,105.20180591
"7404180",9.81046213,105.97834568
"6265508",9.7446832,106.41710791
"4229820",6.01206844,102.19818547
"5758546",10.05834011,105.28709743
"6754108",6.16067514,102.21448389
"1432276",5.71085124,100.8124072
"1363586",10.20869305,105.95800219
"1957490",6.43863894,101.79512786
"2149453",5.43675905,100.63586016
"6939342",10.0390683,105.7711301
"3752110",9.91358793,105.74984243
"361390",8.86083865,104.95742203
"3243482",5.68058515,102.55516205
"4232177",9.61814529,106.07760355
"2324107",9.01097488,105.10706036
"1791679",10.08107359,105.90697917
"2707858",9.04399338,105.19525209
"5718800",5.82797783,101.03666253
"1147492",9.94035349,105.68914087
"6189930",5.72563482,100.89917931
"922288",9.26283699,105.75219096
"2577373",10.10833141,105.60937044
"6024939",9.5834456,105.3680486
"3789748",10.04553441,106.14430984
"1489345",6.13192873,102.22222535
"492581",9.91743912,106.33626937
"611170",9.37700289,105.74776959
"3633693",10.15776973,105.46496786
"1695567",8.94345557,105.24485136
"5430819",9.85603554,106.43800826
"5385075",5.85162539,100.74454827
"5098069",5.37235718,103.08761246
"4258681",9.39217336,105.52781195
"5829517",5.27585551,103.09140007
"1937230",9.3018509,105.01289127
"2431192",10.17967299,106.35187432
"1524802",7.1307501,100.62532669
"2437545",10.20700799,105.82904663
"915970",6.75656067,101.29352775
"5866006",10.12226709,105.88620756
"6407994",10.17559824,105.95529832
"4898856",6.04613665,102.37457165
"5606896",10.01443768,105.76724857
"6603813",6.18944936,102.28225815
"3150016",5.81304122,101.10315788
"765104",10.11498059,105.62244001
"7931510",9.60813176,106.44404897
"1167169",10.13628758,106.12446619
"3086210",9.23622782,105.64680322
"4643021",5.15522623,102.87491811
"1489493",5.71239386,101.85238845
"3281261",9.93898155,105.32345925
"6846373",9.67462348,105.34396156
"1351238",10.05387802,105.68373922
"6801484",9.08819655,104.91871203
"936405",9.77870501,106.13508331
"4269817",10.04113846,105.74975157
"2322250",6.06735181,102.20019637
"5225596",10.06425194,105.20681567
"1164203",9.76520831,105.39761547
"6721962",5.31921879,103.15591827
"4176129",9.68756939,105.65070989
"458849",6.03383021,102.13217723
"3310292",9.64251345,105.16398817
"2986604",6.02686279,102.39192706
"1877768",9.96885324,105.71627078
"8268344",10.18667495,106.10095568
"421289",9.96222173,106.50411626
"7294242",10.01046681,105.99933565
"8074304",7.15962708,100.62543999
"3003013",10.03372587,105.75929253
"4157881",9.28921181,105.86415188
"5091198",10.08724323,106.35031755
"7933495",10.05703554,105.12059505
"562073",5.10438843,100.96800855
"8307971",9.94071182,105.13028352
"3895051",10.0836077,105.60990555
"1679400",9.54892259,105.54759706
"5963816",9.94272971,105.92876227
"4940645",6.86302912,100.87979636
"2201235",9.30137157,105.72243848
"7803288",6.50542211,101.50127191
"8376798",10.20828419,106.00904591
"6685837",6.65782074,101.22243745
"8026221",5.71650986,102.5093734
"7200319",10.2072447,105.51284881
"1434553",10.1088998,104.90938807
"3571447",6.02625811,102.14241509
"2923487",9.70322429,105.3507805
"1646368",6.51406206,101.22621787
"6541664",9.77010168,106.33737757
"383565",6.05990436,102.13318381
"580337",5.60859682,100.74641906
"3924088",6.82004974,101.3081057
"2036076",9.82628598,105.33618169
"4907074",9.0911428,104.99306134
"4408816",10.01614078,105.07868977
"6262152",9.86606862,105.21744715
"8430234",9.35539709,105.45591368
"4329558",6.49367157,101.11541801
"1835884",9.09383656,105.31710309
"413842",9.35611001,105.52074952
"2004126",5.92935909,100.68506575
"485093",9.50727284,106.07985743
"1755282",10.10142399,105.74736497
"7056548",9.68181704,106.2125615
"6470668",6.68831595,101.12642416
"7795690",9.4087077,105.75105722
"6516623",5.85832975,102.23031369
"777838",6.80190659,100.93744585
"4945433",9.97555443,105.40172646
"6638561",5.73502638,102.20316791
"8482246",5.20591947,103.07342837
"7565142",9.11705961,105.47404677
"7565580",5.77532472,101.07823939
"1313561",6.04252013,102.24368346
"7591219",9.99417007,105.09767814
"4328907",9.87776744,105.55900725
"8318693",9.87777253,105.35496793
"4330341",6.20565252,101.44338048
"5561239",9.91966095,105.71691352
"6788934",10.22123244,103.95870505
"2963847",9.81507297,105.37419094
"4999871",6.84731959,101.31090214
"636349",9.39952311,106.00801396
"2488523",9.21933559,105.68278805
"2374656",6.13626084,102.26116405
"7571078",5.20948042,100.65302624
"7498315",10.21962827,105.07807769
"1808231",10.004091,105.84278384
"2519860",6.11150336,102.2340094
"1358507",9.5660001,104.86668679
"5315170",10.18320973,106.39515174
"813680",9.43547286,105.61591491
"4015790",9.26261117,105.25292008
"8360293",9.79408446,106.20828483
"3121450",9.02217444,105.14844914
"2802165",9.27635996,105.61299806
"7354370",10.01641294,106.15339508
"1786042",9.76959939,106.49847273
"2408512",9.98519474,106.5287275
"3406268",9.17659565,105.14916365
"8519765",5.77800875,102.17306297
"5529858",9.82565638,106.3553655
"8116694",10.02189212,105.73013631
"6060804",5.89609088,102.32717349
"3235334",9.73662842,106.18574678
"8197398",9.89212918,106.34384889
"613497",9.66592988,105.70565653
"5589283",9.02312004,104.89702302
"2888403",9.77640603,106.42237519
"24391",10.19399127,106.27620899
"7724638",6.12422544,102.25363067
"2463841",9.85444635,105.92134363
"2750715",10.23701089,105.43035133
"2100028",6.05646073,102.30332886
"3611338",10.01560469,105.07652885
"5856085",9.91595401,105.65249505
"3539608",5.70288325,102.54594583
"4570503",9.88960163,105.31953087
"2491789",5.79751526,102.13459522
"4042322",6.46038277,101.33943622
"7769550",5.38826056,101.06814953
"6713479",9.94086255,106.34190422
"497811",10.24185296,105.15252297
"2096607",10.17574431,106.48830543
"3183104",6.47135186,100.82933547
"2530059",9.15474108,105.15399815
"280145",9.47615759,105.29339392
"8219985",9.77811773,105.32012756
"3521454",6.11282409,102.24948739
"2556730",9.78079246,105.46469516
"4872239",5.87951876,102.12404623
"7304627",9.063151,105.35590085
"6113267",5.65813604,102.58231949
"1589044",6.10826998,102.23485792
"50089",7.04498791,100.62078754
"6177645",9.91806639,105.62972426
"1313915",10.1489335,105.82937455
"7683049",9.46482037,105.95278203
"6246510",9.99680512,105.14885132
"9442",9.77690146,106.23610729
"4336902",9.2302632,105.37609962
"3674651",5.63333742,101.03768294
"6980521",10.03041346,105.07677784
"8536645",10.08834046,105.86878785
"929684",10.14512404,106.35672886
"2973123",9.73069142,105.56529925
"3739354",10.10463737,105.18063511
"8291926",10.05072545,106.53459243
"1646313",6.48474712,101.38395149
"3560016",6.54510249,101.26054619
"3721028",9.38503773,105.00394548
"8038305",10.06476932,105.7439641
"5889051",6.80182318,100.73810292
"803944",6.59332986,101.24599732
"3793463",6.5249189,100.81547327
"1819962",10.20066602,106.22545686
"1873352",9.18434289,105.29578329
"1873396",6.10941351,102.21645245
"2370140",10.21321075,105.40245154
"5953110",9.26546304,104.84442577
"681657",10.02775578,105.79738766
"5056622",10.11291508,106.06357064
"5513903",5.96020979,102.23264215
"734046",9.78261508,105.45115635
"8081453",9.89671349,105.83837639
"7327133",10.05419375,105.80527039
"3703995",9.3365473,105.71717038
"264604",9.63073619,106.04254264
"6407302",10.03994775,106.51504895
"4399367",6.72333378,101.2866212
"4448462",9.59882597,105.97678121
"4429936",9.91039741,105.93846824
"1724798",10.00027186,106.13408711
"2232623",10.04069751,105.83801113
"4275002",10.03135408,105.09014685
"2844566",9.28488318,105.57852042
"5650644",9.85157097,106.40495778
"2358154",10.0221268,106.40076384
"1605994",5.27462704,103.09652884
"6848579",9.82200975,105.63948193
"2653989",9.65576557,105.57319465
"1898899",10.13322326,105.00799277
"2819244",9.87632972,106.37030306
"5664714",10.239937,105.14339255
"5718870",10.20526948,104.95103837
"2740797",6.12040955,102.25273405
"1062850",5.06281767,103.00367073
"4348831",5.28826416,103.13986174
"977818",9.8420086,105.33004242
"2409250",9.60638427,105.77719626
"6486786",6.82674486,100.79880432
"2597452",10.03697983,105.76639291
"2398462",6.34129314,101.80988681
"4760812",9.8432913,105.87881886
"7674233",9.99922897,105.19935049
"6048354",5.28051587,103.08003117
"6133509",10.01170988,105.76636572
"7105952",5.73179499,102.66325828
"6416312",5.73177984,102.5541521
"2960632",10.08546392,105.42423041
"2376328",9.70088384,105.43606319
"4724079",9.90571479,106.32176938
"5400423",6.01449497,102.12687074
"6945942",9.99620254,106.28412165
"1170856",9.89394525,105.89387042
"6034157",9.56073217,105.94860044
"8426912",9.87694621,106.05824669
"7473911",9.48626181,105.51257009
"1409503",10.12007669,106.30311967
"1002209",9.71597853,106.04614748
"6350734",9.50204974,105.73864753
"7247175",10.08194182,105.24375644
"4825582",9.92891452,105.49597545
"4250557",9.72940288,105.37538942
"256331",6.82792518,100.96961596
"3206099",5.35524303,103.11762447
"624427",6.621495,100.69460973
"2661696",9.75951476,105.00338668
"1519875",9.29426379,105.73770404
"6132321",8.97073998,105.04997423
"4086268",9.3072347,105.73592352
"5903659",9.94689971,106.05806185
"8421655",6.4043744,101.71938396
"4587183",9.63374415,106.21157434
"2116029",6.19904647,101.82118119
"1691174",9.92991282,105.3369662
"8511947",5.70880945,100.80931448
"4666218",9.74760896,105.56762373
"8009491",9.86481095,105.95295527
"6864504",9.36362161,106.00602676
"3666016",10.21027245,105.90423314
"1267122",9.92965189,106.12613464
"2573439",8.80373132,104.92353792
"502710",6.08574027,102.35450013
"7402447",6.6741994,101.10082793
"4449043",9.39365418,104.89753316
"2375236",10.10396648,106.1814243
"2695086",9.02284506,104.8952109
"7919671",5.78573945,102.56719065
