Unnamed: 0,id,left,top,right,bottom,row_index,col_index,API,Temp,Humidity,Precip,Wind,Vegetation,Traffic,Building,Altitude,Population,Year
23,96,100.327583012908,6.361694625,100.466147077514,6.241694625,3,2,0.03141386600376165,0.7695072634357821,0.6346581401286704,0.6586033216202531,0.46248081069437463,0.0060715112107790495,0.270112100155877,0.27419354838709675,0.011547511735724016,0.06267584882298217,2019
501,943,102.198197885083,4.081694625,102.336761949688,3.961694625,22,20,0.031773540953493065,0.4761585368999723,0.8324376927755589,0.767086883939598,0.08980546932752553,0.9416169874105563,0.027808934881640792,0.008342602892102336,0.08038543410543744,0.001986061966419513,2018
3,4,100.119736916,6.361694625,100.258300980606,6.241694625,3,0,0.033278289617654715,0.7672280138074297,0.5894561008000674,0.6528679891953924,0.4525268664240765,0.011912178440152865,0.21226501041224827,0.13236929922135707,0.0007250056362657732,0.04622574575904701,2019
869,1460,103.341351418078,2.701694625,103.479915482684,2.581694625,33,31,0.03545057277431513,0.7421031449655886,0.9092289383644193,0.7996053331940465,0.9187128639717071,0.4549696779462905,0.1160775890346,0.009454949944382647,0.052297185991213954,0.002387013942514934,2017
11,50,100.223659964454,6.301694625,100.36222402906,6.181694625,3,1,0.035709500680236685,0.777071710081741,0.6132532743981913,0.6414607818979715,0.4664066180077154,0.0,0.2269602159527104,0.17018909899888765,0.0007609764826787791,0.03292866480292894,2019
824,1399,103.237428369624,4.561694625,103.375992434229,4.441694625,18,30,0.03595965223758106,0.695288298211319,0.8002888961690471,0.43922966754288406,0.61597728012372,0.38285182125035555,0.11253306704969403,0.0027808676307007787,0.09864721067762089,0.0014610558252716639,2018
602,1081,102.509967030445,4.021694625,102.648531095051,3.901694625,22,23,0.036199792247759335,0.6904684809294728,0.8787543361531893,0.6992435387249043,0.07898174460621742,0.6722541894111131,0.07125256552406078,0.012791991101223582,0.09250722444938445,0.0030184302076841397,2018
890,1506,103.445274466532,2.761694625,103.583838531138,2.641694625,33,32,0.03888955494594322,0.7446605141001893,0.9157660783117091,0.762245895987058,0.9635498043323294,0.46204154544076825,0.10761207427434454,0.014460511679644048,0.009853309335396085,0.005498859019560728,2017
570,1036,102.406043981991,3.961694625,102.544608046596,3.841694625,23,22,0.03922215869949825,0.6219600247429122,0.8541867130385199,0.7511569089275739,0.008572335499455786,0.7501726422452669,0.06707075788313623,0.035595105672969966,0.05279295094084863,0.008507698850573701,2018
808,1367,103.13350532117,2.821694625,103.272069385775,2.701694625,32,29,0.03943361019731718,0.7552765048604565,0.8574243490375222,0.8048357490124991,0.8071527040842589,0.4341674777533003,0.08365918463910062,0.0005561735261401557,0.14790288477459368,0.000532418445941425,2017
635,1127,102.613890078899,4.081694625,102.752454143505,3.961694625,22,24,0.04022441355292424,0.7339655806083756,0.8835059820069884,0.6499663006687806,0.16119775007538792,0.6580318235033236,0.04804481939036491,0.0005561735261401557,0.14783061633555344,0.000940605032190965,2018
794,1353,103.13350532117,4.501694625,103.272069385775,4.381694625,18,29,0.0405581663431546,0.7124961997746906,0.78563585218615,0.45876772989598796,0.5396399921666548,0.4510038733381119,0.07349716416770079,0.002224694104560623,0.09619237455604313,0.00164191023139702,2018
840,1415,103.237428369624,2.641694625,103.375992434229,2.521694625,34,30,0.04189534313839503,0.7460466775817717,0.877678094819992,0.849631798294573,0.8474256426674317,0.4352133512910335,0.11535503893551217,0.0,0.1401275441651975,0.00028489873363049675,2017
760,1305,103.029582272716,4.801694625,103.168146337321,4.681694625,16,28,0.042512889465444396,0.7395466914231206,0.7067395489456205,0.462595664650645,0.5830578702281166,0.463751661378394,0.058595277783772236,0.006674082313681869,0.05843027819072645,0.0010296658897802637,2018
634,1126,102.613890078899,4.201694625,102.752454143505,4.081694625,21,24,0.043415338207935174,0.7356289744938983,0.8782302958347429,0.6316747783934945,0.188712952230187,0.7194156379353668,0.023901508488853473,0.0,0.2386448354873536,8.003930008216361e-05,2018
