,id,left,top,right,bottom,row_index,col_index,API_19,Temp_19,Humidity_19,Precip_19,Wind_19,Vegetation_19,Traffic_19,Building,Altitude,Population_19
0,1,100.119736916,6.721694625,100.258300980606,6.601694625,0,0,51.6589411608935,27.9199256474125,84.3910665143431,7.38611384621031,15.0838687469262,55926.6554539272,18111.4218929288,44,173.212121212121,53.13230867269
1,2,100.119736916,6.601694625,100.258300980606,6.481694625,1,0,51.3042399047624,27.9241925795377,84.3781636775074,7.40744648238734,15.1812752122513,34253.3212943698,16861.1815680265,209,67.8515625,198.139593153056
2,3,100.119736916,6.481694625,100.258300980606,6.361694625,2,0,51.3814661484671,27.93742564128,84.480928881694,7.21689701226813,15.6577159269645,17423.3971456798,19021.7514353952,556,13.7341040462428,655.094890468636
3,4,100.119736916,6.361694625,100.258300980606,6.241694625,3,0,51.7214208061793,27.9810193115162,84.5155156186817,6.87892616823313,16.2502850729244,8487.09122616069,20625.6751877987,238,3.86842105263158,325.273424237692
4,5,100.119736916,6.241694625,100.258300980606,6.121694625,4,0,,,,,,,,7,,227.9663600875
5,11,100.119736916,5.521694625,100.258300980606,5.401694625,10,0,,,,,,,,28,199.02380952381,166.428184981346
6,12,100.119736916,5.401694625,100.258300980606,5.281694625,11,0,55.6893737875039,28.8370399394096,80.9650799083933,2.64466363394467,17.3373853468405,14112.9164303628,51391.1500983396,311,86.0952380952381,575.00264495
7,13,100.119736916,5.281694625,100.258300980606,5.161694625,12,0,,,,,,,,0,95.0,516.216248817778
8,47,100.223659964454,6.661694625,100.36222402906,6.541694625,0,1,51.5905531551766,27.9206928585478,84.4859761425349,7.37017554171861,15.2458322900343,47996.5854815681,20224.6294766338,131,50.0575539568345,88.5007351488943
9,48,100.223659964454,6.541694625,100.36222402906,6.421694625,1,1,51.383358410963,27.9317427350478,84.5763684709312,7.29109713707839,15.5936773803391,19765.0123934591,21714.0165951565,383,28.0397727272727,344.711135581307
10,49,100.223659964454,6.421694625,100.36222402906,6.301694625,2,1,51.4738367435272,27.9472320917997,84.672096091556,7.14234027053616,15.9637798548222,9089.55289036879,23414.2107435669,347,9.23369565217391,248.930518819676
11,50,100.223659964454,6.301694625,100.36222402906,6.181694625,3,1,51.7518987794849,28.0208140827905,84.6752370633591,6.78918397890437,16.5649213760358,1388.99677688528,22025.6413483486,306,3.91954022988506,231.707149938636
12,51,100.223659964454,6.181694625,100.36222402906,6.061694625,4,1,,,,,,,,492,4.0,971.40956621134
13,52,100.223659964454,6.061694625,100.36222402906,5.941694625,5,1,,,,,,,,14,5.125,361.181149563636
14,53,100.223659964454,5.941694625,100.36222402906,5.821694625,6,1,,,,,,,,2,,161.8275032
15,54,100.223659964454,5.821694625,100.36222402906,5.701694625,7,1,,,,,,,,0,,244.8934174
16,55,100.223659964454,5.701694625,100.36222402906,5.581694625,8,1,,,,,,,,16,14.0,242.523042058333
17,56,100.223659964454,5.581694625,100.36222402906,5.461694625,9,1,,,,,,,,0,,
18,57,100.223659964454,5.461694625,100.36222402906,5.341694625,10,1,55.6176823084603,28.9220385883677,80.6986024802137,2.44112300077009,17.5637594979977,5544.75251206189,55509.9894516436,997,229.04347826087,4446.3037135118
19,58,100.223659964454,5.341694625,100.36222402906,5.221694625,11,1,55.7498048018162,28.8192838678798,80.8286035613954,2.43511404210441,17.0647368992051,9177.97097200825,50981.6067480187,550,48.5409836065574,3254.17317251378
20,60,100.223659964454,5.101694625,100.36222402906,4.981694625,13,1,,,,,,,,0,,
21,94,100.327583012908,6.601694625,100.466147077514,6.481694625,1,2,51.6956075843311,27.9218842551249,84.5871937654106,7.29856908092152,15.468463355031,44250.8546275486,23181.1122021402,65,63.3766233766234,153.39710588443
22,95,100.327583012908,6.481694625,100.466147077514,6.361694625,2,2,51.6105526264543,27.9406949802637,84.6986912889236,7.16011197754592,15.905163844051,20504.8718085235,26776.8082460614,213,55.6972972972973,189.042533188478
23,96,100.327583012908,6.361694625,100.466147077514,6.241694625,3,2,51.6980481529329,27.9902335553439,84.8189018588232,6.92404687787883,16.4759283207672,5006.82035470193,26136.5860698813,493,19.2485875706215,441.026262067841
24,97,100.327583012908,6.241694625,100.466147077514,6.121694625,4,2,51.8612039402065,28.0576412486776,84.766847637092,6.66219542290613,16.8636199263704,2149.56153066605,21746.7932879412,913,7.72881355932203,971.716574667045
25,98,100.327583012908,6.121694625,100.466147077514,6.001694625,5,2,52.5261947820493,28.2157816560139,83.8112540659719,5.81654542619152,17.1621000678423,6702.57193254972,21507.99951197,685,4.08241758241758,846.487270997268
26,99,100.327583012908,6.001694625,100.466147077514,5.881694625,6,2,53.2086300055429,28.4058361805101,82.7919249183023,4.91745659105927,17.3962499980816,9830.09097355616,21085.2996546719,250,4.32692307692308,275.492631807212
27,100,100.327583012908,5.881694625,100.466147077514,5.761694625,7,2,53.6657792593486,28.5443222189729,82.1057994126749,4.3027604551597,17.5169426927775,17609.5226736741,20825.6875671777,214,181.675675675676,225.872539587308
28,101,100.327583012908,5.761694625,100.466147077514,5.641694625,8,2,54.3183927791533,28.7325223713847,81.2628395028455,3.49310286403779,17.6690234473943,36670.5776490276,22220.9116679658,258,64.6462585034014,263.402200720186
29,102,100.327583012908,5.641694625,100.466147077514,5.521694625,9,2,54.9242156348043,28.8591508365978,80.7712997852786,2.88524229760172,17.783058700662,11253.5069443037,27450.5148263002,449,10.2704402515723,523.114033094438
30,103,100.327583012908,5.521694625,100.466147077514,5.401694625,10,2,55.3347379581022,28.8925255520748,80.5904094005307,2.57574977130787,17.7410893160311,4106.97601629702,38062.8945358725,869,5.79508196721311,1949.77244363776
31,104,100.327583012908,5.401694625,100.466147077514,5.281694625,11,2,55.6064704797315,28.8464403033498,80.6496595452718,2.35486406663845,17.2104405694921,5288.87130541752,45091.2489261239,900,8.73493975903614,2477.83270034906
32,105,100.327583012908,5.281694625,100.466147077514,5.161694625,12,2,,,,,,,,111,6.91304347826087,266.894175715072
33,106,100.327583012908,5.161694625,100.466147077514,5.041694625,13,2,55.9627477176155,28.6103582344625,81.0921838397395,2.32212316860846,15.8564543914772,21988.4086743022,36690.0845852741,268,2.83809523809524,363.971978869508
