"id","left","top","right","bottom","row_index","col_index","API_18","API_19","Temp_18","Temp_19","Humidity_18","Humidity_19","Precip_18","Precip_19","Wind_18","Wind_19","Vegetation_18","Vegetation_19","Traffic_18","Traffic_19","Building","Altitude","Population_18","Population_19","API_17","Temp_17","Humidity_17","Precip_17","Wind_17","Vegetation_17","Traffic_17","Population_17"
375,100.951121303633,6.001694625,101.089685368239,5.881694625,6,8,34.6247350692592,54.2689543554201,27.8818942516351,28.0376668216886,81.6062582449712,83.0140824857634,4.72814809156117,5.30658174357175,16.7588256175323,16.8384040131031,191772.305148421,189599.891475561,8940.13467349494,7705.8437857236,1,591.016949152542,4.39871917236441,4.04718662020339,28.829084953765,27.949227043373,82.721980978327,2.88418021544623,15.736084413054,194261.664315083,9237.79790485344,4.33976306349544
376,100.951121303633,5.881694625,101.089685368239,5.761694625,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,696.469696969697,13.2727607665606,13.5965221864545,NA,NA,NA,NA,NA,NA,NA,13.9992450656313
377,100.951121303633,5.761694625,101.089685368239,5.641694625,8,8,35.2985124900471,54.7689085134374,27.9217959831406,28.1251466353092,80.4664994740919,82.2054175164949,4.36392865543914,4.49743850426947,16.5682839058223,16.8739440252361,286113.820802895,283732.835942839,3385.99737115715,4365.10925723826,95,362.944444444444,95.9981489872848,95.8164341053333,29.363977621836,28.0440328326586,81.782112204477,2.52645468551079,15.8656396719019,289178.061745758,3434.84654271058,99.6661999615756
378,100.951121303633,5.641694625,101.089685368239,5.521694625,9,8,35.7661966848048,55.1066696502166,27.9450807398247,28.174647636268,79.8505861966631,81.7755421698196,4.13086778905874,4.00998112344604,16.3037786086786,16.7967293382131,395892.20277204,393331.156682252,4252.22227602886,5812.62161351219,19,362.698863636364,34.3102500188587,33.242730221678,29.7650575679165,28.0819577181233,81.2014152082152,2.30548110464566,15.8587905547995,399278.546984664,4339.28748905884,35.7470779580585
379,100.951121303633,5.521694625,101.089685368239,5.401694625,10,8,36.09716161391,55.345047301293,27.956415771041,28.2047424161809,79.5033477045324,81.5435017860811,3.96986784330579,3.69141473318048,16.0685861121786,16.7067817057679,427769.074730494,425222.307808485,5498.86846178472,7252.68678490434,1,487.951612903226,9.79605399330811,9.88070365432973,30.0911334054809,28.0937790264891,80.8466187836325,2.15535852874609,15.8200545853415,431100.972009286,5616.2691159508,10.1217049418269
380,100.951121303633,5.401694625,101.089685368239,5.281694625,11,8,36.6232686906321,55.7184102333354,27.9621466548788,28.2427175893827,79.1213136248796,81.310418737299,3.73113959310164,3.24674877384462,15.5544677563097,16.4605715844014,395025.263382614,392504.329291927,7782.98048515059,9323.95352017436,20,401.784090909091,22.3425772697898,22.0171608888636,30.6904049814699,28.0926049026151,80.40477923023,1.93702408900963,15.6283485876481,398455.157641253,7886.11758214196,23.4661428969015
381,100.951121303633,5.281694625,101.089685368239,5.161694625,12,8,37.1791120663358,56.1065465563772,27.953153153675,28.274728162046,78.9172071777189,81.2187536163596,3.5021094958834,2.84655285412437,14.8922680662773,16.1026590087342,343829.087395051,341217.216125263,10522.2010473881,11259.5802294483,22,387.102702702703,27.7030566784486,28.9373427905189,31.3810305188049,28.0797961836896,80.1059601589505,1.73111225285026,15.3024543714958,347837.555088723,10353.6240338051,29.6614475881731
382,100.951121303633,5.161694625,101.089685368239,5.041694625,13,8,37.5463806181505,56.3708558407812,27.9440919357139,28.2976504811414,78.8807731259294,81.2335328714388,3.35611451093195,2.60218630064459,14.3946166234215,15.8156260079234,311558.81484369,308794.873456989,12574.7018217283,12717.7955242899,51,248.357954545455,47.2565742602613,45.8253647200739,31.867877252881,28.0704990687024,79.9889194134899,1.59942949995238,15.0234115424594,315835.045769675,12227.6955728709,48.4322248616002
383,100.951121303633,5.041694625,101.089685368239,4.921694625,14,8,37.9613565488791,56.6806366513378,27.937900550397,28.3421898843425,78.8677485307227,81.2909892770776,3.1533595483596,2.26149650600008,13.7668655656943,15.4423404228429,265578.095470366,262739.042111302,16299.3259741351,15890.450538329,8,385.579545454545,18.993125596452,19.6402927776949,32.5198284880922,28.0665154571053,79.8431953382198,1.40643964485856,14.672041093717,269288.664070581,15876.760043372,20.2399017891641
384,100.951121303633,4.921694625,101.089685368239,4.801694625,15,8,38.1987266682193,56.8990001796809,27.9408300014358,28.3943953165127,78.873361868984,81.3636378124298,2.97514922843727,1.95884659125465,13.4131476887549,15.2236566364989,216505.684859666,213976.121941659,23699.0672456268,23064.6285701682,124,112.365591397849,111.619074888432,112.619890408811,33.0075887337529,28.0750723359321,79.72878050903,1.22411359691932,14.5005136971959,219469.723753524,23361.0676159535,116.517150249997
385,100.951121303633,4.801694625,101.089685368239,4.681694625,16,8,38.2088195076818,56.958415859565,27.9488560378503,28.4272056942475,78.8875895638233,81.4170157186411,2.89436166547095,1.81129391892602,13.3308910601654,15.1429096079236,169628.074003267,167768.973068219,35659.5432028898,34355.4851966745,13,381.630681818182,38.4512471342045,39.8743875150568,33.1698539120491,28.0864304847612,79.6806448466629,1.13368666839842,14.4611708319044,171833.446540009,35560.9735936994,40.2900117310611
386,100.951121303633,4.681694625,101.089685368239,4.561694625,17,8,37.8194060106325,56.7197443180685,27.9623537836338,28.4331070190613,79.1298693411449,81.667640280832,2.93900998306266,1.8631476656364,13.3825698585963,14.8981573969401,110934.648544458,109827.795217688,52218.6391142363,43641.8296857543,526,231.124324324324,1030.09871008784,1053.54003401086,32.9438025610843,28.0968762754971,79.91760115528,1.17154840616227,14.438353484498,112414.617903777,52203.7468627565,1065.88889449867
387,100.951121303633,4.561694625,101.089685368239,4.441694625,18,8,36.9311861832446,56.1571418003068,27.9899073534463,28.3967869055716,79.5992094857523,82.1248865731097,3.16585360485086,2.19311219409072,13.4179724019795,14.4288545896123,77876.7556205038,76799.5408437371,51271.4997198253,36355.4526781446,489,84.3409090909091,624.889303089659,632.832980559375,32.2694996987352,28.0982722520778,80.4841589999865,1.39845228337361,14.2564683947373,79348.9888765578,52639.0834319025,657.31372324445
388,100.951121303633,4.441694625,101.089685368239,4.321694625,19,8,36.3152397013422,55.7857730151941,28.0160305398521,28.3711020959333,79.8136410350007,82.3640830484107,3.38004704115312,2.45321274871866,13.5166882235888,14.184711437172,71740.6213845134,70261.2048380853,39954.1475498312,27255.7634922756,192,33.8465909090909,223.044834263164,219.773971621864,31.7513152415758,28.105342819936,80.7144500348192,1.60579930317552,14.1606996763543,73524.1162227,41111.4554938984,228.755707444444
389,100.951121303633,4.321694625,101.089685368239,4.201694625,20,8,35.5490021940721,55.359251436062,28.0626510742017,28.3452712519051,79.864846475876,82.504602707619,3.7583501539759,2.84247310093132,13.8716422012502,14.0939594415038,89932.6259862403,87387.8023504879,30886.1841436535,20592.7745777568,62,14.7311827956989,61.249004769173,63.0495080644919,31.0084963209764,28.1331910667691,80.62690664898,1.96061843448724,14.187616123698,92720.1280321428,30064.9405202951,63.4791176460885
390,100.951121303633,4.201694625,101.089685368239,4.081694625,21,8,34.9792028526708,55.1110365547057,28.1103623606552,28.3301491870445,79.7197148786066,82.4645497216832,4.17620953183822,3.24861954150377,14.4146603373401,14.2894688803605,105431.036681126,102073.83210918,27244.1280066728,18466.9279026944,35,8.32386363636364,51.0130682780398,52.4088434667102,30.2934761098091,28.1740232585629,80.1699494134934,2.3457841748705,14.3918924927826,109211.154041975,26636.2826278207,53.796345976266
391,100.951121303633,4.081694625,101.089685368239,3.961694625,22,8,34.7645550012519,55.0931529998957,28.1360657248305,28.3227090221551,79.5475079494614,82.3555673253037,4.46123255647622,3.53066900604395,14.8560241427555,14.5759899574787,101488.725292916,98597.4367568799,26006.0427097438,19631.3195667624,342,6.45945945945946,509.238224821746,502.883697934919,29.8878768070454,28.2020884840322,79.7202721648667,2.60110490578853,14.6130989762031,104679.691607387,25528.8697942509,530.45209314501
392,100.951121303633,3.961694625,101.089685368239,3.841694625,23,8,34.6942477010562,55.3142732126569,28.156128337514,28.3099782927919,79.2717610867473,82.1536128577525,4.86665316471057,3.95535367845583,15.5400795037737,15.1397967478563,83256.7457938827,81691.7458554937,23350.3325261105,21510.0243817176,25,7.99431818181818,27.3013345413295,28.6526496296761,29.4282754236288,28.234883243104,78.9760160285948,2.96016456538829,14.9939998338326,84808.7784966671,22946.6268262694,29.0251309383999
393,100.951121303633,3.841694625,101.089685368239,3.721694625,24,8,34.8790335697355,55.788148212832,28.1586695406573,28.2958490177935,79.0093993041757,81.9536873947852,5.22006777983171,4.35117257541082,16.1638151998851,15.7421943173861,81479.4617747271,80191.3114153102,21237.7235193887,22239.7696075675,112,5.75,115.336149825768,111.372881513582,29.1441579994427,28.2572147142059,78.2396736210206,3.27233786933972,15.3576777448599,82682.5887182751,20908.8436621902,121.614939490281
394,100.951121303633,3.721694625,101.089685368239,3.601694625,25,8,35.1651971377264,56.2594407359226,28.1483047635839,28.2844082491384,78.8651448897407,81.8424483299718,5.40768106558359,4.58306762304344,16.5055283971317,16.1175478339048,89438.6682930348,87794.2009173318,20625.0129528644,22388.0577760605,221,5.54014598540146,240.041676638542,232.110960498681,29.0672393834458,28.2625570233461,77.8046363626608,3.43847752366295,15.5596048579827,91052.7530575218,20319.0579405458,253.966225557857
395,100.951121303633,3.601694625,101.089685368239,3.481694625,26,8,35.5601872668861,56.8217143957217,28.1289386648058,28.2685686408602,78.7608578958818,81.7599327968951,5.55214797437265,4.78601406455328,16.7807060163697,16.4547711980362,96652.9765238605,94690.7656271672,20506.0019985874,22827.1538833145,25,6,192.803657538571,188.468476970714,29.069333051583,28.2587122214996,77.4475079568417,3.56785639966091,15.7217752829958,98631.0992938576,20205.8036665697,205.704860142299
418,101.055044352087,6.301694625,101.193608416693,6.181694625,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,637.333333333333,8.71712727428205,8.83628678930769,NA,NA,NA,NA,NA,NA,NA,9.10739959814609
419,101.055044352087,6.181694625,101.193608416693,6.061694625,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,578.111111111111,7.90021032766667,7.68064591611111,NA,NA,NA,NA,NA,NA,NA,8.44184157583449
420,101.055044352087,6.061694625,101.193608416693,5.941694625,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,101.055044352087,5.701694625,101.193608416693,5.581694625,8,9,35.4798095106125,55.0138601371552,27.8649921793504,28.0620397656984,80.4050509296589,82.2606287017292,4.3946022654188,4.57554084076498,16.4906944523853,16.7161189589459,399919.336078228,397114.193946422,4020.96420612047,5516.95817227155,11,383,22.96665808625,23.49700314574,29.4855509506353,27.9809507747981,81.4794357097546,2.63024794899892,15.9846066739894,403319.321872992,4053.93098538536,24.6024922561646
424,101.055044352087,5.581694625,101.193608416693,5.461694625,9,9,35.9437475595389,55.3308166307658,27.8830872407353,28.1001379377961,79.8750406199355,81.8756571572851,4.17012151933013,4.11796679851457,16.2067399887131,16.634305154783,511528.343255589,508511.75406518,4837.68193622824,6902.98514939672,41,279.396739130435,43.4958973938859,44.7149800943968,29.9303567270077,28.000402983072,80.9485233323873,2.41032928034525,15.973673551356,515346.231949346,4891.52237498994,45.9878863614538
425,101.055044352087,5.461694625,101.193608416693,5.341694625,10,9,36.44336748245,55.6714629521562,27.8949363890084,28.1404720889451,79.4713887797013,81.5950010109175,3.93935791212905,3.67368028363148,15.7900962628049,16.461906117282,481877.127276958,478832.346575699,6879.65834985624,8895.93605110508,119,219.494318181818,134.533465897362,132.56884608813,30.4588599673964,28.0090635068126,80.5141746786898,2.18836673862829,15.8501095172391,485932.34182551,6863.28394979981,139.069481946654
426,101.055044352087,5.341694625,101.193608416693,5.221694625,11,9,36.8007789839298,55.9149435262871,27.8960136675241,28.1673451268406,79.3163681290291,81.500697725041,3.78803328496302,3.39965848171351,15.4221920478265,16.2814604706433,435141.440562779,432050.410651942,9389.7233990382,10715.2672125856,19,191.75,15.973911896625,16.3065239663807,30.867614297892,28.0092566754327,80.3196913137844,2.04579031136878,15.6856010932236,439601.718687736,9132.17761314985,16.9976683827964
427,101.055044352087,5.221694625,101.193608416693,5.101694625,12,9,37.3446079069855,56.3086350420119,27.8899527533885,28.2085205244573,79.2325031618099,81.4793802574551,3.56713546493931,3.01739467881423,14.7868358126711,15.9435946763404,373549.959481499,370306.284601104,14294.8010701075,14190.7407961508,2,229.777173913043,9.5086666022337,9.72501642313043,31.5407498625042,28.0058363680523,80.1450820478753,1.83987214558631,15.3502292966895,378431.443680949,13721.5993616925,10.0701656082402
428,101.055044352087,5.101694625,101.193608416693,4.981694625,13,9,37.8009802742432,56.6454551044932,27.8866421802047,28.2586224591848,79.2154240378211,81.5134028374888,3.35645485158355,2.65487663903475,14.1852310979185,15.6158665496555,315644.613288884,312393.478606981,20407.3782514334,18875.2072063545,1,545.125,9.07415826198296,8.843039366375,32.1955391585159,28.008359142653,80.0084402689589,1.63651929251789,15.0193494305207,320072.848288961,19658.299608557,9.51191483708945
429,101.055044352087,4.981694625,101.193608416693,4.861694625,14,9,38.0119617450832,56.8102898864264,27.8918698348551,28.3020795171576,79.212351002925,81.5447167526453,3.22419823888132,2.4245483934266,13.904568414194,15.471385089985,275754.332550018,272751.178057088,25998.0543881526,23647.1995618519,55,106.255434782609,52.122043619837,49.9288077776087,32.576895532979,28.0194012633431,79.9153918858528,1.50053577021674,14.8754139005333,279676.076652201,25214.3121870128,53.2274618978086
430,101.055044352087,4.861694625,101.193608416693,4.741694625,15,9,38.1684834511117,56.9809672029604,27.902380216038,28.3694991398571,79.1376699408155,81.5470111210614,3.04029470933736,2.08756986734886,13.635632376013,15.3744859679845,205174.844326489,203019.287229833,40316.4168927634,36380.0332850096,249,151.267045454545,333.303385267571,330.312027500452,33.03216814478,28.0418166823446,79.7016785590522,1.29827710336468,14.7154971573765,208046.246349005,39844.8812190113,348.962277363923
431,101.055044352087,4.741694625,101.193608416693,4.621694625,16,9,38.0665632901735,56.8898032852246,27.8961226907414,28.3937049941044,79.1571023175902,81.6097478465079,2.98521685343866,1.95762837890366,13.6860140606896,15.3121154180652,131396.122773211,130323.020630797,59821.7792064731,50690.8761198018,1012,96.7159090909091,1479.54573575983,1465.63355107733,33.1083912376054,28.0497037001421,79.6030996723421,1.23039696702611,14.7731832637173,133038.897838845,59792.1507300892,1536.19286688891
432,101.055044352087,4.621694625,101.193608416693,4.501694625,17,9,37.540420947453,56.4895022608344,27.8892593577039,28.3544694413995,79.4607424051462,81.8925530744474,3.1209359000677,2.16222989522456,13.7702784047201,15.0506978696656,98593.7465414816,97761.7424437234,72427.5820194437,50595.2535398278,1163,79.2608695652174,1811.60654825261,1828.85329180092,32.7044137168331,28.0328310594145,79.9326117134919,1.36982920002183,14.749716623529,100014.165239475,72165.2994940488,1844.49384372131
433,101.055044352087,4.501694625,101.193608416693,4.381694625,18,9,36.5452963881927,55.8227252748469,27.9032094770498,28.2896804951138,79.8510228984239,82.3051071836072,3.44413238023385,2.57412925736454,13.8797777432975,14.6173347311962,72944.5156282938,71874.9998543739,47862.0560430608,31676.3395348853,258,41.5227272727273,242.308186754886,244.742094901989,31.8992508332696,28.018968680516,80.352583628507,1.68962437251592,14.5818541570593,74154.7327358474,48242.089524362,250.877134702422
434,101.055044352087,4.381694625,101.193608416693,4.261694625,19,9,35.689567727553,55.2897443998609,27.9467246881914,28.2574902997817,79.9349600145277,82.487024450121,3.81625563620602,2.95421756421412,14.1633740071795,14.422690859827,95998.0124011327,93548.2540685824,29568.7928101293,19810.7857472487,353,76.820652173913,402.831781284022,395.327848677555,31.1265062179872,28.0415005615198,80.334036393211,2.04050201801027,14.5421542989273,98077.201309666,28521.0490508354,413.217964058337
435,101.055044352087,4.261694625,101.193608416693,4.141694625,20,9,35.2353205693707,55.0494983787764,27.9959822298704,28.2607241127292,79.831553595446,82.4751109734441,4.0890444295391,3.20130025370702,14.470850277348,14.4689403226777,115463.437107888,112171.631768173,27734.441490294,18390.2807862394,100,24.1534090909091,75.0364265503955,76.0773022638984,30.6274324461162,28.0832903238778,80.0610481116141,2.28970627782746,14.6182493310056,118323.085219072,26860.5308974677,78.8274510001059
436,101.055044352087,4.141694625,101.193608416693,4.021694625,21,9,34.7916589527971,54.9144668075083,28.0881909942362,28.2947070439315,79.5489326476931,82.3258359142893,4.51268138545889,3.586016234608,15.0727219671715,14.7804564236347,110890.509906098,107688.134209964,25965.5420476684,18954.1399832879,195,13.7840909090909,172.855055869841,169.483836835398,29.9851360604033,28.1738439649882,79.4156651725816,2.66264632428439,14.8709464266683,113853.799006702,25540.9994475054,179.969007275321
437,101.055044352087,4.021694625,101.193608416693,3.901694625,22,9,34.5983628644432,55.0277123731206,28.1811193033434,28.3445174852981,79.2010653956614,82.1007269122687,4.92185088198398,3.97505608695353,15.7475735923228,15.274841244437,92077.4577836344,89814.86584873,23832.0109078996,20510.1905087332,22,11.7445652173913,52.6719594992935,55.7516459440761,29.4887321234018,28.2748685656779,78.6367873676207,3.01322567475913,15.2103142506342,94094.3453724822,23633.3064101076,56.0980925197187
438,101.055044352087,3.901694625,101.193608416693,3.781694625,23,9,34.6503802507783,55.2891149933509,28.2266401268197,28.3721823984967,78.9550597828003,81.9327876911474,5.1664717137554,4.22041756135275,16.1886850559649,15.664178413144,81513.3764923033,79797.8307563073,21964.8069092249,21117.9391508082,5,8.85227272727273,17.4133890244943,18.8963342607443,29.2753212186092,28.3320057820525,78.0813159140059,3.22004175285606,15.4505380487907,82955.8530334275,21821.419613582,18.7991098924117
439,101.055044352087,3.781694625,101.193608416693,3.661694625,24,9,35.022315639772,55.9809975649833,28.2438045545096,28.3795587374342,78.6257238740756,81.7079862545031,5.46683089009859,4.54574188163024,16.743656818926,16.2165585440632,81113.8253901843,79428.903440702,20196.2851216482,21409.6606411437,61,11.179347826087,39.0962810178424,39.732366388625,29.1399674658819,28.3723285322242,77.3065509004302,3.47206826442661,15.7604493254823,82586.4589734598,20024.8537916749,41.7263409676759
440,101.055044352087,3.661694625,101.193608416693,3.541694625,25,9,35.6721006147917,56.9412659216764,28.2280500019381,28.3667306603815,78.3811255743944,81.5425818284294,5.68841965884536,4.81964294416073,17.1592295194461,16.676732566614,88949.5521435606,86908.5961982222,19935.6940575234,21983.1258392916,57,15.2443181818182,53.3865663886384,54.8140736987853,29.183044192758,28.3814731560775,76.6706686411495,3.65760388169522,15.9904346964545,90848.0218538768,19693.1330687025,57.8884143613826
441,101.055044352087,3.541694625,101.193608416693,3.421694625,26,9,36.2536260563554,57.6947959121706,28.2028703905405,28.3455216113783,78.2890551677242,81.4814008875931,5.77247634582326,4.96183057858874,17.3247829183317,16.8910148524035,94571.1560919892,92305.0901111401,21018.5704073389,23296.4057434405,167,4.21848739495798,243.184195910866,234.833674097716,29.3149327015456,28.3692825327851,76.382436749981,3.72813725051096,16.0682302314195,96764.4725061426,20732.7086408503,250.320809221643
442,101.055044352087,3.421694625,101.193608416693,3.301694625,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,136.171536373846,136.332090976154,NA,NA,NA,NA,NA,NA,NA,144.953077169565
469,101.158967400541,5.761694625,101.297531465147,5.641694625,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,644.111111111111,0.920182198326087,0.799479811782608,NA,NA,NA,NA,NA,NA,NA,0.904282093048096
470,101.158967400541,5.641694625,101.297531465147,5.521694625,9,10,35.72941151889,55.3182677143292,27.8216488656288,27.9988703556791,80.2925172243351,82.3359113564362,4.41066189148417,4.68388674892208,16.3736564632074,16.4878278047738,497153.936306113,493619.260166746,7021.06847201542,8530.93072999428,0,612.627118644068,4.69200698794886,4.43478322125,29.6405813515243,27.9018722142376,81.0092506020386,2.76488076115344,16.1996818624329,501213.600016301,6826.19616999877,4.63280729407614
471,101.158967400541,5.521694625,101.297531465147,5.401694625,10,10,36.0366790787265,55.5151591839115,27.8273777871112,28.0190332801307,80.0559337479799,82.1421661706626,4.28089504364938,4.41713607360433,16.1422456644064,16.4094249567276,524936.199186084,521176.022123414,8057.65581434218,9679.72110891678,45,333.227027027027,42.4684951040865,42.7484581715459,29.9488034060626,27.9089635834571,80.7569803829086,2.62778817617953,16.1420788641445,529617.058055355,7751.49477398009,44.7726254450308
472,101.158967400541,5.401694625,101.297531465147,5.281694625,11,10,36.5840917268287,55.8469919997291,27.8481437104224,28.0835430629384,79.7040601628569,81.8293486879809,4.00933160127294,3.85890072400839,15.6658772687541,16.2635334219826,487978.014598888,484306.002315852,9936.23503973459,11324.4880566232,1,278.426136363636,5.45030527337853,5.49621089159322,30.5668339776001,27.9423934117004,80.4805907583428,2.31716171139709,15.9026659500706,493096.599704133,9463.3293420834,5.48117182685831
473,101.158967400541,5.281694625,101.297531465147,5.161694625,12,10,37.0752231248965,56.2315727766429,27.8366264937915,28.1033837296912,79.8585077750232,81.968360266207,3.88483827744905,3.66734603634682,15.1643443173288,15.9461327552171,435538.021919636,431304.311987041,16367.623457126,16153.3831793699,2,582.162162162162,4.04159224188649,3.67728749802703,31.0577884706919,27.9276711194658,80.4577051233464,2.22610977324096,15.6940594069376,441374.6738933,15443.9701352964,3.96382032536172
474,101.158967400541,5.161694625,101.297531465147,5.041694625,13,10,37.3839105771319,56.4524084629229,27.8366573566913,28.1370521827953,79.9058363831884,82.0074998134603,3.75751115665085,3.44025797770458,14.7940452243344,15.7439933658253,397100.835658384,392830.142205903,21146.7387049713,19572.7071897424,5,543.745762711864,7.79124578294886,7.82373083707387,31.4474877953578,27.9353747677924,80.4419433523418,2.0987758897779,15.4887614431061,402663.292062151,20080.8684772031,8.32890561087565
475,101.158967400541,5.041694625,101.297531465147,4.921694625,14,10,37.7875924088081,56.7069701411555,27.8531596194057,28.2219343926613,79.7028332125246,81.8792594025933,3.4738017173555,2.90954653440748,14.2779147799764,15.5409732729206,320718.06317482,317164.069796474,28944.4780073708,25360.5248491204,6,289.593220338983,11.8843593082443,12.6101964823409,32.1399687846099,27.9704645447396,80.2244412485863,1.78682426059871,15.1758503211235,325376.544427349,27844.1217588548,12.969279804013
476,101.158967400541,4.921694625,101.297531465147,4.801694625,15,10,37.8344919692449,56.7519247809446,27.799340780112,28.2059280886667,80.0444446458089,82.1636366233352,3.43371463022578,2.8477648989917,14.0822075086836,15.3397983868717,254148.908290632,251168.015267718,43616.3974403966,35918.032587476,9,494.740540540541,12.1057959374541,12.2356999347892,32.3652999187653,27.9307404671325,80.3333669873591,1.75721287183083,15.0957292671907,258146.417782759,42464.8310941666,12.4965512095271
477,101.158967400541,4.801694625,101.297531465147,4.681694625,16,10,37.7622911434638,56.6897876681399,27.745437899525,28.1783464511244,80.0457826793776,82.1988252022773,3.3772261124163,2.71920037632998,13.9715932232601,15.2506649234249,196019.230006623,193896.874735355,54362.1729357447,42871.6072165019,4,684.693181818182,16.1879489030282,17.072874497435,32.4849908737816,27.8863430649032,80.2564211296121,1.6930146074957,14.9904112285881,199336.230113425,53497.9825847934,16.7984945720198
478,101.158967400541,4.681694625,101.297531465147,4.561694625,17,10,37.4655658556554,56.4280744045987,27.7556412752639,28.206291055877,79.8599297478334,82.1386794758407,3.3057434573459,2.51487933740377,13.9398771285618,15.1370486695622,117617.830283958,116660.064057123,73034.4364410511,50370.3957569847,17,544.118918918919,38.7464757064541,40.3913591607676,32.5014641368192,27.902008369574,80.0938604227528,1.59208532815758,14.8987575952095,119707.355390048,72671.304988273,39.6189860343933
479,101.158967400541,4.561694625,101.297531465147,4.441694625,18,10,36.4891268239251,55.6676894080893,27.6059971139077,27.9955821691405,80.3729020215907,82.6100728287356,3.67906877808892,3.02650218614622,14.1833865833378,14.8090776621906,81840.8522561419,80890.8624747333,57554.931514724,36586.1923112811,28,497.519774011299,24.247297219642,26.5163264244943,31.6701001421631,27.742071086025,80.4523527479768,1.98596186771042,14.9061704737513,82768.5019100352,57504.5098424921,25.4138757911595
480,101.158967400541,4.441694625,101.297531465147,4.321694625,19,10,35.9396943452543,55.2806830134915,27.6089530682038,27.9581365328185,80.3795592495931,82.6952972770107,3.90073803877637,3.23025013849031,14.3553454782266,14.6907798180185,103506.631869844,101485.609285535,39930.4981766905,25975.2993907963,30,472.723163841808,55.8816988199602,61.8638275182557,31.208155760173,27.7358469567525,80.3733150129235,2.19374096935048,14.8847959926707,104413.156373877,38624.1974715468,59.9075517004187
481,101.158967400541,4.321694625,101.297531465147,4.201694625,20,10,35.314433601578,54.9514869159029,27.8034767190467,28.0913368936873,80.0363765019301,82.56402679258,4.17042089124689,3.37334755562891,14.6451341330557,14.6623420341146,146979.069436937,143227.640446252,29193.5386344023,19354.5578850299,111,211.816216216216,105.321518246589,106.039136669135,30.6513438698197,27.9129064007819,79.954734152125,2.40600912589354,14.8585195597927,149453.216536721,28105.8925090389,109.090456251196
482,101.158967400541,4.201694625,101.297531465147,4.081694625,21,10,34.6836963721732,54.5782757085516,27.8262741762153,28.0529661232449,79.8491001675795,82.4931596794123,4.70454750190401,3.88977656018111,15.2841820675754,14.937177676426,147955.656366754,144109.108452697,26618.1144193578,19084.2793893658,174,42.9943181818182,162.872020289655,161.277527017684,29.8737388793027,27.9404860955819,79.2585670735062,2.89675910550703,15.1151491252768,150530.341631251,26014.2113109141,167.832609699271
483,101.158967400541,4.081694625,101.297531465147,3.961694625,22,10,34.4546602836084,54.5457615273771,27.9545689847861,28.1480225203257,79.5276244363099,82.2977347938863,4.97254508977912,4.11041125461993,15.7369080492173,15.238254219681,125351.867000891,122127.235574916,24930.4465082755,19548.7641749196,59,32.4432432432432,68.0001492571352,69.7044076103244,29.5347832620432,28.0719486130208,78.6649362287755,3.11450447611773,15.3178093705982,127629.752813325,24659.6439162952,72.263228199933
484,101.158967400541,3.961694625,101.297531465147,3.841694625,23,10,34.4788910458364,54.9255638259907,28.1942944242945,28.3500896296066,78.9726056845062,81.9439108341519,5.23464129998888,4.29242065587133,16.3267575368639,15.7263954160975,94661.8216671904,92356.6319435898,22243.3236622926,20187.7563065425,9,28.1468926553672,22.8058116380114,24.3966525682955,29.2790595276622,28.315383276488,77.8482300409821,3.2971032128803,15.5956333035673,96455.8593277765,22184.2784067637,24.7894278873097
485,101.158967400541,3.841694625,101.297531465147,3.721694625,24,10,34.6355987132528,55.3709429835421,28.3266009953329,28.4625496814572,78.4318219712852,81.6021593055482,5.63142552725991,4.67507475777902,17.099915555553,16.3579829521843,86230.7797503191,84248.004154419,19498.0422269207,20127.8030120585,13,18.1694915254237,18.6265960175057,19.9583756704205,29.0679190123628,28.4781188180709,76.6805701425848,3.62290360410342,16.0222396041461,87799.2887492873,19349.9696650951,19.9788940223781
486,101.158967400541,3.721694625,101.297531465147,3.601694625,25,10,35.1004828527442,56.0762509748794,28.3776147178434,28.5111812269999,78.1613875208579,81.4363693395947,5.78069247723062,4.82105989593158,17.406048942968,16.6414325256073,82914.9276819487,80960.869859767,19326.2089140047,20616.1454008237,3,16.2648648648649,10.3044524114973,10.9286198319622,29.130117364734,28.544567389631,76.1480683982209,3.73473219930954,16.1830738285204,84527.0095360992,18897.3402137881,11.3957938684
487,101.158967400541,3.601694625,101.297531465147,3.481694625,26,10,36.0797376699466,57.4479979073032,28.3180556883965,28.4571455974136,78.0069674935654,81.3352264727127,5.86708219484485,4.94732996809852,17.5507593229247,16.8872849422686,84188.411115718,82027.0930580336,20088.9919725618,21727.7407299574,8,18.5113636363636,17.208709722209,17.8148512954576,29.3667164166988,28.5001931257635,75.815110688919,3.79074801144371,16.2304011315497,86048.8168214672,19691.3106909756,17.4230731772838
