"id","left","top","right","bottom","row_index","col_index","API_18","API_19","Temp_18","Temp_19","Humidity_18","Humidity_19","Precip_18","Precip_19","Wind_18","Wind_19","Vegetation_18","Vegetation_19","Traffic_18","Traffic_19","Building","Altitude","Population_18","Population_19","API_17","Temp_17","Humidity_17","Precip_17","Wind_17","Vegetation_17","Traffic_17","Population_17"
53,100.223659964454,5.941694625,100.36222402906,5.821694625,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,166.236793525,161.8275032,NA,NA,NA,NA,NA,NA,NA,178.480258941651
54,100.223659964454,5.821694625,100.36222402906,5.701694625,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,267.7013245,244.8934174,NA,NA,NA,NA,NA,NA,NA,268.477111816406
55,100.223659964454,5.701694625,100.36222402906,5.581694625,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,14,227.273396815833,242.523042058333,NA,NA,NA,NA,NA,NA,NA,238.195488611857
56,100.223659964454,5.581694625,100.36222402906,5.461694625,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,100.223659964454,5.461694625,100.36222402906,5.341694625,10,1,35.5190043594875,55.6176823084603,28.6419017018831,28.9220385883677,78.1771395035582,80.6986024802137,3.27508479172089,2.44112300077009,16.1818098631512,17.5637594979977,5675.25596470652,5544.75251206189,62632.6014131765,55509.9894516436,997,229.04347826087,4422.0350362879,4446.3037135118,28.5696132064757,28.643300046998,80.5728025194514,1.55375528433068,16.0734883745103,5659.75783493096,60410.2807567775,4533.08583655453
58,100.223659964454,5.341694625,100.36222402906,5.221694625,11,1,35.7150686354849,55.7498048018162,28.5428387209049,28.8192838678798,78.2766149135423,80.8286035613954,3.27264886025314,2.43511404210441,15.5273485029042,17.0647368992051,9585.27778510381,9177.97097200825,56958.0846265136,50981.6067480187,550,48.5409836065574,3265.68562248366,3254.17317251378,28.7797937389592,28.5533468787305,80.564841860357,1.58800311309298,15.5826663565003,9595.35371424352,55063.1052134948,3330.52390484694
60,100.223659964454,5.101694625,100.36222402906,4.981694625,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,100.327583012908,6.601694625,100.466147077514,6.481694625,1,2,32.9814166171964,51.6956075843311,28.1458935891909,27.9218842551249,84.1336416114212,84.5871937654106,5.44909760292686,7.29856908092152,14.1418598354787,15.468463355031,45566.8323515891,44250.8546275486,26754.326157764,23181.1122021402,65,63.3766233766234,153.630230525291,153.39710588443,27.6267336803898,27.9093141959059,84.5399726155381,3.39280763289053,12.7825245268112,56131.3399944466,26853.3001757089,161.421204410022
95,100.327583012908,6.481694625,100.466147077514,6.361694625,2,2,32.9003754384188,51.6105526264543,28.2144964307895,27.9406949802637,84.4443409168485,84.6986912889236,5.37934474222407,7.16011197754592,14.8192736425844,15.905163844051,21308.4527515496,20504.8718085235,33476.9464243246,26776.8082460614,213,55.6972972972973,189.865487562391,189.042533188478,27.6672753050968,27.893341301861,84.8669915192204,3.23178062575103,13.2737673291552,34598.221683214,32512.113835298,197.151417576748
96,100.327583012908,6.361694625,100.466147077514,6.241694625,3,2,32.9000045291366,51.6980481529329,28.2880038556735,27.9902335553439,84.7829620013478,84.8189018588232,5.27446369563321,6.92404687787883,15.6764338304686,16.4759283207672,5429.93993061574,5006.82035470193,32430.2067452385,26136.5860698813,493,19.2485875706215,438.814994333182,441.026262067841,27.7578508947232,27.8876893293726,85.1828037947192,3.04538484325911,13.9404627231627,13495.8992773958,31514.9662156694,454.699240337719
97,100.327583012908,6.241694625,100.466147077514,6.121694625,4,2,32.9801277701079,51.8612039402065,28.3440729824035,28.0576412486776,84.7920596861565,84.766847637092,5.16342842758846,6.66219542290613,16.2228943438416,16.8636199263704,2354.75084450794,2149.56153066605,24765.1601560421,21746.7932879412,913,7.72881355932203,969.21766774375,971.716574667045,27.8720467952004,27.9170247723343,85.2446157433313,2.89877943663547,14.4122570706507,4342.39334677412,25009.5231863855,1005.87034641613
98,100.327583012908,6.121694625,100.466147077514,6.001694625,5,2,33.4214737795681,52.5261947820493,28.3545178869772,28.2157816560139,83.330442534452,83.8112540659719,4.81911060957341,5.81654542619152,16.5084848019147,17.1621000678423,6989.53266684796,6702.57193254972,24035.7522798153,21507.99951197,685,4.08241758241758,845.680957693442,846.487270997268,28.2015338989958,28.0700756908815,84.3963974767271,2.61601872411136,14.9329037940777,7418.80149823903,25610.3436927143,877.417946528867
99,100.327583012908,6.001694625,100.466147077514,5.881694625,6,2,33.9055143893171,53.2086300055429,28.3928276615547,28.4058361805101,81.7665583232725,82.7919249183023,4.44970624316385,4.91745659105927,16.7010901778055,17.3962499980816,10036.4906052947,9830.09097355616,23130.1023585864,21085.2996546719,250,4.32692307692308,275.249255002,275.492631807212,28.5718888246291,28.2551366347017,83.4734301663786,2.31138149353333,15.3857833708653,10287.1967662703,23698.4222472763,288.310211274118
100,100.327583012908,5.881694625,100.466147077514,5.761694625,7,2,34.2600398184189,53.6657792593486,28.437238713954,28.5443222189729,80.7189057801001,82.1057994126749,4.19226710643104,4.3027604551597,16.7875248511992,17.5169426927775,17886.5300120636,17609.5226736741,22364.000772858,20825.6875671777,214,181.675675675676,226.736491043526,225.872539587308,28.8434210020511,28.3891047496042,82.830155879451,2.09390878690862,15.6422028607874,18192.6703070321,22428.2227416397,236.48048274945
101,100.327583012908,5.761694625,100.466147077514,5.641694625,8,2,34.806601880273,54.3183927791533,28.5146832752771,28.7325223713847,79.4140929557125,81.2628395028455,3.8412058194833,3.49310286403779,16.918358097317,17.6690234473943,37316.4927682324,36670.5776490276,22022.4743351206,22220.9116679658,258,64.6462585034014,260.798158487702,263.402200720186,29.0847943276385,28.5613130131582,81.9624860440696,1.80617575092147,15.9586626970466,37944.5071674935,21751.2360717308,266.874068088413
