"id","left","top","right","bottom","row_index","col_index","Precip_17"
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,3.38376717915952
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,3.45636801906147
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,3.52035614578126
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,3.57621672563661
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,3.62208961126671
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,3.65623149564012
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,3.67785033537422
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,3.68669398490867
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,3.68279612504387
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,3.67446517286888
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,3.66747852584007
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,3.66283729065295
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,3.66067489647742
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,3.66098051949495
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,3.66169249151539
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,3.66170044538726
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,3.66170044538726
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,3.66170044538726
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,3.66170044538726
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,3.66170044538726
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,3.66170044538726
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,3.66170044538726
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,3.66170044538726
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,3.66170044538726
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,3.66170044538726
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,3.66170044538726
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,3.56547139349943
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,3.49482601287581
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,3.40687989718708
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,3.30926760379166
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,3.2006862326358
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,3.07689788925975
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,2.9355404324969
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,2.77710175171478
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,2.60885424132875
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,2.43990033159612
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,2.27646579254346
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,2.12246278258207
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,1.98420582488183
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,1.85780160091793
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,1.74819790274413
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,1.71533568507168
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,1.7571121427083
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,1.80720963312155
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,1.85889921726632
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,1.91035457154821
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,1.96199712905489
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,2.01524511776687
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,2.07157240696502
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,2.13232347790438
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,2.19760806615357
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,2.26906385761865
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,2.34968101981116
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,2.44066374462666
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,2.54104023379721
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,2.65349832930017
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,2.77305919034035
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,2.89215894797298
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,3.01206736576629
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,3.13374044746158
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,3.25138826524125
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,3.35860405593192
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,3.45005753744495
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,3.52685739317054
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,3.58987829137989
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,3.6400583508431
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,3.67653466058004
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,3.69885080335653
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,3.70704008220727
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,3.70146503096429
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,3.68678287836561
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,3.67340654756055
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,3.66309112605651
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,3.65640826901819
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,3.65416609879864
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,3.65601197827377
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,3.65943729136094
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,3.66150705231792
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,3.66170044538726
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,3.66170044538726
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,3.66170044538726
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,3.66170044538726
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,3.66170044538726
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,3.66170044538726
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,3.66170044538726
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,3.66170044538726
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,3.66170044538726
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,3.5580733081052
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,3.48541409803943
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,3.39664377682535
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,3.29549162919286
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,3.18279873087822
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,3.05666880090938
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,2.9106569558722
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,2.7372455446655
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,2.55218051639634
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,2.3635171830593
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,2.17368978058036
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,1.99465257800266
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,1.83836716054778
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,1.69996788644704
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,1.58776451025602
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,1.55375528433068
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,1.58800311309298
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,1.63425260878236
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,1.68027397014304
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,1.72442977182639
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,1.76799328736429
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,1.81309332592238
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,1.86172092252519
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,1.91566868445087
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,1.97537892633727
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,2.044384249895
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,2.12696742007909
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,2.22575864663597
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,2.34072211544968
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,2.47321315824539
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,2.61732363601282
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,2.76522202186192
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,2.9165241226486
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,3.06952603991049
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,3.21557284774636
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,3.34776057249534
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,3.45880647160366
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,3.54643003364537
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,3.61426355009211
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,3.66642024872761
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,3.70347174236666
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,3.72531990864853
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,3.73212400475111
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,3.72422699754941
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,3.70423532447989
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,3.68404434643452
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,3.66678748869759
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,3.65375476373955
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,3.64605950573324
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,3.64418460333816
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,3.64833002441341
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,3.65461040958758
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,3.65969709443617
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,3.66166014090904
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,3.66170044538726
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,3.66170044538726
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,3.66170044538726
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,3.66170044538726
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,3.66170044538726
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,3.66170044538726
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,3.66170044538726
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,3.55510795826119
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,3.4820349603961
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,3.39280763289053
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,3.28966336910258
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,3.17389788239948
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,3.04538484325911
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,2.89877943663547
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,2.71382781497675
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,2.51820963324597
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,2.31138149353333
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,2.09390878690862
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,1.88712529349514
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,1.7252262083478
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,1.59296900901758
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,1.47744356658393
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,1.45174827387693
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,1.4722317999147
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,1.50312382806739
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,1.53457413485923
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,1.56462842372172
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,1.59484086521669
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,1.62762964627403
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,1.66513329734813
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,1.7088321782963
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,1.75982640400305
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,1.8226439468912
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,1.90217748868917
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,2.00508561220212
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,2.13479232748372
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,2.29144383705465
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,2.46885339278946
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,2.65354826590446
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,2.83975913337536
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,3.02351180040419
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,3.19584602472269
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,3.34748138444735
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,3.47399653754756
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,3.57236198176325
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,3.64531682588326
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,3.69666832902132
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,3.73116403924567
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,3.74929185579313
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,3.75168777647174
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,3.73947698007104
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,3.71423635630418
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,3.68767343696439
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,3.66522354129663
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,3.64791866666335
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,3.63632424933178
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,3.6307913965003
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,3.63197142254328
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,3.6396715705184
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,3.64931186476056
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,3.65729355269796
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,3.66123240159212
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,3.66170044538726
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,3.66170044538726
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,3.66170044538726
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,3.66170044538726
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,3.66170044538726
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,3.66170044538726
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,3.55619525889864
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,3.48382740183608
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,3.39486755990296
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,3.29087862595187
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,3.17263238735783
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,3.0386991289244
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,2.88445577624599
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,2.70681570970326
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,2.51091180090957
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,2.2951798715216
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,2.06004867543162
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,1.81149131637261
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,1.66957714773261
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,1.55665443712992
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,1.45430306069864
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,1.41126258763585
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,1.40920487414296
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,1.4168641265359
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,1.42612770791566
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,1.43564418215934
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,1.44742835349318
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,1.46417254706111
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,1.48759654225669
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,1.51880701216295
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,1.55970887966347
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,1.61218587049672
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,1.68175879846679
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,1.7821077999611
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,1.92835144886136
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,2.1222000718848
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,2.34210958902925
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,2.5655843385853
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,2.78555985391037
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,2.99613870977422
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,3.18781007520869
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,3.35577253809891
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,3.49443205018337
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,3.60024023235283
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,3.67417054862144
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,3.72174908426051
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,3.74946699922831
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,3.75992721642072
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,3.75486418263196
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,3.73606175748011
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,3.70512300956307
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,3.6724860010138
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,3.6454605040877
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,3.62534067032782
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,3.61249495878751
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,3.6072452122872
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,3.60928438656437
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,3.61743173438347
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,3.63031876815547
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,3.6446831361512
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,3.65556705368222
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,3.66086359015728
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,3.66170044538726
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,3.66170044538726
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,3.66170044538726
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,3.66170044538726
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,3.66170044538726
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,3.56102848925024
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,3.49064476480611
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,3.40330736174116
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,3.30023784207674
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,3.18190672090613
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,3.04717297168193
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,2.89474306154675
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,2.72484685914038
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,2.5353741342857
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,2.32468309618173
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,2.10023686610009
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,1.88524300874824
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,1.72403984714678
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,1.59841076744031
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,1.48736275093435
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,1.42724404393755
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,1.39675109474303
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,1.37487876867257
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,1.35618932573325
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,1.33985876127102
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,1.3288227565639
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,1.32648587307035
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,1.33438489759222
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,1.35513236509779
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,1.38790270823569
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,1.43073129378538
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,1.48438408829425
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,1.56764566070059
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,1.74108778738304
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,1.98797021199071
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,2.25223310035815
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,2.50960481854326
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,2.75566004389002
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,2.98555898243544
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,3.1928822423548
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,3.3703735082665
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,3.51513514460091
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,3.62458030993293
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,3.69619150650106
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,3.73596371873176
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,3.75218919249774
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,3.75132855777914
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,3.73588143077078
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,3.70820418506529
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,3.67026971447412
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,3.63172435401882
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,3.60106422378214
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,3.5795671187268
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,3.56780003020417
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,3.56532786448296
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,3.5712000417017
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,3.58417902597775
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,3.60306153541041
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,3.62235171576301
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,3.64136772272278
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,3.65496750727462
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,3.66090958566449
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,3.66170044538726
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,3.66170044538726
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,3.66170044538726
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,3.66170044538726
