"id","left","top","right","bottom","row_index","col_index","Traffic_17"
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,29567.9950172791
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,28468.7815819508
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,27261.7476199065
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,25689.2591371495
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,23686.0350916397
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,21201.0809038961
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,19674.3090677055
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,19526.4216645679
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,20991.6591140872
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,21444.8793008274
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,21544.3394317727
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,21694.4587687045
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,22160.3993333169
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,23402.111475205
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,23951.7162088975
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,23618.8347655276
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,22971.9023892664
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,22174.6964919236
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,21235.2852790049
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,20142.2895349399
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,19140.0842286104
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,18408.2088119015
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,18210.5052109312
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,18748.6176846344
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,19268.1688809681
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,19576.4880147687
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,20618.130470081
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,21687.9408707342
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,22216.1835537758
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,22250.4558734171
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,22250.4558734171
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,22250.4558734171
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,22250.4558734171
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,22250.4558734171
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,22250.4558734171
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,22250.4558734171
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,22250.4558734171
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,25419.823071926
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,25386.889205566
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,26853.3001757089
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,30211.1788333901
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,34813.0488372059
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,31514.9662156694
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,25009.5231863855
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,26170.719255083
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,25049.9681303456
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,23698.4222472763
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,22428.2227416397
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,21508.7273406774
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,21993.7448027843
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,26456.61509826
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,39512.8264165141
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,49351.339429206
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,48005.187700329
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,43375.8698680578
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,38502.09473012
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,34616.0095016635
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,32236.2480221239
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,30884.878648299
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,30044.8117885556
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,29791.3732777362
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,29615.4260873116
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,29100.4113935175
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,27831.0090516331
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,26093.0227035841
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,23966.9916652767
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,21206.3114537803
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,20494.3015822958
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,21920.1402267752
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,22655.6085500879
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,23163.7577850025
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,23219.9098914485
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,22088.2843584639
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,20847.1530651815
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,20873.2009634626
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,21659.5007895562
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,21716.7388731424
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,21226.4793766055
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,20791.3596707051
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,20505.7217140096
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,20510.6051634575
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,19997.67459676
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,18167.2391749002
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,16489.1439716623
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,15614.5818405635
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,15877.4437811007
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,17070.133564816
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,18098.399554646
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,19470.5711169565
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,21031.5501471404
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,22074.8657253216
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,22250.4558734171
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,22250.4558734171
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,22250.4558734171
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,22250.4558734171
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,22250.4558734171
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,22250.4558734171
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,22250.4558734171
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,27814.5660526231
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,28187.161868029
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,29912.0417998824
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,33022.9203930795
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,36408.2769374785
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,34212.8196882429
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,29486.898154086
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,27169.7921942951
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,25150.7051383247
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,23011.2921844177
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,20991.6219218391
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,19530.0965526179
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,20169.5901910928
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,24046.3671525499
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,31130.8271957178
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,37130.8878463734
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,38061.1632680008
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,35642.8717762044
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,32122.4812140528
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,29118.8464723156
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,27599.2348892792
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,27357.9300234023
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,27880.2181084947
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,29024.9223651593
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,30024.6401341233
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,29990.3895984383
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,28534.2443076937
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,26580.9284793279
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,24606.0972333255
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,23048.2851232112
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,23566.6236607767
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,24092.8252068723
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,23830.1395600004
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,21833.912533825
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,20602.4475073603
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,19726.6235915248
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,18887.7828813128
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,18720.1748667145
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,19544.6223095226
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,20083.043003595
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,19538.5454203799
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,18679.8857792981
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,17891.7696324872
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,17394.3281215205
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,17002.0186094745
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,16766.1892603674
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,16685.3063088031
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,14678.8478814474
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,13237.7815232449
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,13248.4550700519
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,14839.3537594006
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,16685.3356533603
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,18597.4965957567
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,20527.9162632013
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,21956.4346911961
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,22250.4558734171
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,22250.4558734171
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,22250.4558734171
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,22250.4558734171
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,22250.4558734171
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,22250.4558734171
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,29483.8681757451
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,29724.7041234362
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,30914.756072003
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,32677.524034152
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,33818.2775216823
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,32720.0526474133
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,30013.7014471019
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,27171.6881821804
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,24301.4428275904
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,21391.6832303384
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,18530.6244518354
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,16764.2915548493
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,17488.2070982276
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,20343.4225843209
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,24435.3994660264
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,27830.7545952985
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,28793.5621392429
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,27438.5669548016
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,24888.7664808269
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,22610.2593512046
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,21956.2528344029
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,23146.1546755934
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,25571.1365728035
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,28608.2212817178
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,31112.1575628714
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,31875.5604681155
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,30161.9714469909
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,27379.4220531004
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,27606.9378445038
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,27197.4408291047
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,26214.1226997594
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,23519.758387965
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,21518.798391573
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,20845.370132152
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,20442.4715118619
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,19681.9282593052
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,18562.3218380661
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,17878.4212349959
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,18097.9856117208
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,18925.4503223169
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,18774.9324302609
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,17794.7426794819
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,16784.4821919807
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,15976.8904751256
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,15222.5157736031
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,14490.4357063168
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,13980.5726664496
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,13804.838663399
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,13490.0927580404
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,11517.3362180814
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,11288.8139300977
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,13132.372190539
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,15721.0323308339
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,18135.6502411092
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,20383.9750356204
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,21980.7514684819
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,22250.4558734171
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,22250.4558734171
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,22250.4558734171
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,22250.4558734171
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,22250.4558734171
