"id","left","top","right","bottom","row_index","col_index","Vegetation_17"
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,28689.7636147418
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,17876.6358316895
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,8462.58834306705
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,1971.94883070555
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,1298.40940151571
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,2536.66770933766
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,4114.28115261507
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,11588.3877489108
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,24547.5484063671
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,28705.9006390534
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,15388.5779061124
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,6594.10484156781
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,5659.75783493096
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,9595.35371424352
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,16387.5985396968
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,24765.1326283873
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,35629.9850437663
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,45567.4276711725
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,54874.0116698907
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,64144.4129190082
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,73605.166663991
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,82371.4035038614
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,94794.7152384321
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,108655.21304929
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,120561.941442369
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,128510.504128002
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,133755.335552782
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,136650.198315707
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,137331.773618031
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,136934.220925521
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,136426.353991063
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,137098.708203928
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,138712.908306296
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,141605.945810394
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,145957.81538354
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,151305.12046524
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,156301.997117562
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,160928.772360488
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,165042.155182468
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,168347.264629303
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,170452.118016288
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,171177.913226249
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,170779.627040027
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,170444.266775106
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,170342.036794254
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,170330.486089804
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,170328.834097028
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,170328.834097028
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,170328.834097028
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,170328.834097028
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,170328.834097028
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,170328.834097028
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,170328.834097028
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,170328.834097028
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,170328.834097028
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,170328.834097028
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,170328.834097028
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,170328.834097028
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,92857.3810368378
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,75422.9693971454
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,56131.3399944466
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,40681.3813973829
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,28515.061969045
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,13495.8992773958
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,4342.39334677412
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,5976.80806747948
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,8860.79492899858
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,10287.1967662703
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,18192.6703070321
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,34618.7720334711
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,41270.2423015159
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,11605.5164847648
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,4185.13108484221
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,4161.46521700404
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,6945.4163313801
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,12218.6128077751
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,23516.5114250906
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,36326.4071076544
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,46205.7845538384
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,53834.6717997466
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,61072.483117997
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,68342.7539289071
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,75223.5002133899
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,83563.760406556
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,97785.2218845611
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,111474.2382541
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,121227.629792852
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,128206.64664562
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,132672.586168754
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,134847.032170979
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,135882.145247789
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,136268.035296756
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,135810.850387285
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,136169.749254814
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,137673.967002336
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,140677.280565671
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,145403.476604064
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,151551.961873197
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,157218.214570831
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,162357.793868792
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,166731.551880722
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,169964.657304865
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,171729.186082309
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,171805.740392243
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,171105.806236383
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,170607.486036393
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,170403.882614374
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,170352.243369796
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,170331.009190613
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,170328.834097028
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,170328.834097028
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,170328.834097028
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,170328.834097028
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,170328.834097028
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,170328.834097028
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,170328.834097028
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,170328.834097028
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,170328.834097028
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,170328.834097028
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,102539.470423762
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,85790.194069304
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,69690.1402526472
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,57837.2114032266
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,45242.9490734278
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,22541.3880316315
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,13816.2939647077
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,21718.992178198
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,27603.9948304252
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,32419.3713640911
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,38935.9029586655
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,44988.6080131669
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,38367.1619118001
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,23503.2813458605
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,20751.9847554264
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,18474.3311539255
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,12514.8247931903
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,18546.9028364905
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,33952.0510891461
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,46146.2644416207
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,53309.7759469731
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,57994.432289857
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,62350.8784369814
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,66649.0308620046
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,71030.550457089
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,75704.0647178559
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,86956.2689105683
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,102223.169465256
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,113654.039962656
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,122231.593956691
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,128284.360731991
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,131938.800614908
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,134256.479005405
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,136019.041361354
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,136876.452842817
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,136517.516245932
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,136397.927332733
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,137559.931582079
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,140215.700581599
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,145133.319739438
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,151531.890564003
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,157742.515689616
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,163358.850080021
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,168000.022657246
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,171116.954899202
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,172404.59261517
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,172073.770513657
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,171374.83739224
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,170757.909230243
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,170488.880473631
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,170384.236219603
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,170341.187858827
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,170328.834097028
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,170328.834097028
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,170328.834097028
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,170328.834097028
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,170328.834097028
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,170328.834097028
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,170328.834097028
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,170328.834097028
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,170328.834097028
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,112262.694602745
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,96651.267811005
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,85505.7129339865
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,79031.8347694364
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,73849.6730149904
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,53991.0251959272
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,42283.3134508806
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,48450.8103397117
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,56188.9210009926
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,63230.0715007601
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,67627.6794341013
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,69133.1819060957
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,67408.7398582706
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,65314.8982185232
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,63468.5019903314
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,58190.8552439412
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,51359.8011689458
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,52178.0582046612
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,59709.2227177091
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,65456.4751615956
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,66958.8766510265
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,67510.3774469311
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,68253.2081509589
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,68691.6200134513
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,69419.7822691341
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,70760.5532588585
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,78629.905094979
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,93535.3406957193
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,106999.062356867
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,117483.712637258
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,124790.737097875
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,129320.356803911
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,132640.926049601
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,135333.549624407
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,137086.698150833
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,137609.680335601
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,135996.250534886
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,134799.639079128
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,135177.026084132
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,137457.175882358
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,143182.302190343
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,149811.271637888
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,156293.335796861
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,162369.640944299
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,167285.293790187
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,170470.21363411
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,171515.83788047
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,171541.106834142
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,171286.84082815
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,170786.302741508
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,170536.202702834
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,170410.68888552
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,170349.68475358
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,170328.834097028
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,170328.834097028
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,170328.834097028
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,170328.834097028
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,170328.834097028
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,170328.834097028
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,170328.834097028
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,170328.834097028
367,100.656556916,6.721694625,100.746026916,6.632080625,0,6,121305.544892185
368,100.656556916,6.632080625,100.746026916,6.542466625,1,6,108278.325507902
369,100.656556916,6.542466625,100.746026916,6.452852625,2,6,101155.360577079
370,100.656556916,6.452852625,100.746026916,6.363238625,3,6,98989.8062980621
371,100.656556916,6.363238625,100.746026916,6.273624625,4,6,99475.2508938273
372,100.656556916,6.273624625,100.746026916,6.184010625,5,6,90402.9929818125
373,100.656556916,6.184010625,100.746026916,6.094396625,6,6,80558.964469464
