"id","left","top","right","bottom","row_index","col_index","Wind_18"
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,14.1738397465874
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,14.1736052087672
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,13.3019779469237
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,13.399430463109
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,13.5003675047399
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,13.9336062551881
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,14.5615170994889
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,15.1520162614714
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,15.656034467989
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,16.0185377921722
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,16.2679906135158
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,16.4452285222355
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,16.5692426631308
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,16.6450307386393
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,16.6607399155179
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,16.5756158557105
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,16.3188077858031
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,15.9172329200477
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,15.4122879123236
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,14.8070309724961
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,14.1810803804326
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,13.5702558709266
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,12.9946657235019
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,12.4665435987551
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,11.9921282848111
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,11.5740036829664
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,11.2305403638764
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,10.989243397063
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,10.8789643169721
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,10.8903621625214
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,10.9944207094151
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,11.1733303900924
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,11.4048604860396
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,11.6768843243435
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,11.9717265398925
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,12.2740666085016
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,12.5738539624169
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,12.8709230754521
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,13.1628044242207
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,13.4320947824231
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,13.6488401372276
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,13.8091120191327
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,13.9127211095518
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,13.962015446716
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,13.9634276135179
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,13.944144071074
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,13.9160957397149
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,13.8756271443898
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,13.826731070843
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,13.7736715871924
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,13.7203588444653
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,13.6703106330445
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,13.6467828884966
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,13.6539498760663
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,13.6833140079439
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,13.736033729444
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,13.8131318626348
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,13.9057417764399
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,13.9990754166393
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,14.0795607597026
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,14.1376200787376
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,14.1691692375666
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,14.1738273663988
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,13.4416655777349
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,13.5901887921784
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,13.816854028975
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,14.2340640873315
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,14.8120935884252
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,15.4286544767804
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,15.958984610794
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,16.2539895976501
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,16.4464673851575
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,16.5909729421214
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,16.7009484270184
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,16.7876126914342
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,16.852039697286
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,16.853166468273
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,16.671022748986
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,16.1818098631512
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,15.5273485029042
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,14.830351301469
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,14.1409733678482
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,13.4855551011788
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,12.8811342359118
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,12.3371597742892
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,11.8555517971333
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,11.4461543119581
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,11.1366918634956
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,10.9409375164468
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,10.8682550448125
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,10.8960393921854
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,11.0289808310233
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,11.2556325186259
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,11.5477576977913
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,11.877381693712
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,12.2199173216039
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,12.5558103220861
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,12.8759701016848
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,13.1811345199489
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,13.469888983415
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,13.730013669899
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,13.9302846478996
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,14.0737833692138
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,14.1622466057426
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,14.1919240635283
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,14.1679363150366
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,14.1133205482256
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,14.0495333492178
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,13.975804722527
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,13.8933837473486
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,13.8069767768432
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,13.7207860154689
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,13.6384982809722
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,13.5765453759879
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,13.5625964454928
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,13.5785632130203
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,13.6189189199643
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,13.6847726156509
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,13.7767044815818
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,13.8854944139647
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,13.9920033052599
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,14.0802645485955
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,14.1406008727205
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,14.1711790979365
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,13.6295318571228
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,13.8436550490766
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,14.1418598354787
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,14.5554985887682
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,15.0830486964006
189,100.388146916,6.273624625,100.477616916,6.184010625,5,3,15.6764338304686
190,100.388146916,6.184010625,100.477616916,6.094396625,6,3,16.2228943438416
191,100.388146916,6.094396625,100.477616916,6.004782625,7,3,16.4324772723702
192,100.388146916,6.004782625,100.477616916,5.915168625,8,3,16.5844923314592
193,100.388146916,5.915168625,100.477616916,5.825554625,9,3,16.7010901778055
194,100.388146916,5.825554625,100.477616916,5.735940625,10,3,16.7875248511992
195,100.388146916,5.735940625,100.477616916,5.646326625,11,3,16.8644654840752
196,100.388146916,5.646326625,100.477616916,5.556712625,12,3,16.9722507105587
197,100.388146916,5.556712625,100.477616916,5.467098625,13,3,17.0783703769234
198,100.388146916,5.467098625,100.477616916,5.377484625,14,3,17.1187819151572
199,100.388146916,5.377484625,100.477616916,5.287870625,15,3,16.4323120847843
200,100.388146916,5.287870625,100.477616916,5.198256625,16,3,15.6379580485535
201,100.388146916,5.198256625,100.477616916,5.108642625,17,3,14.8527749779589
202,100.388146916,5.108642625,100.477616916,5.019028625,18,3,14.1012510311521
203,100.388146916,5.019028625,100.477616916,4.929414625,19,3,13.4041386868542
204,100.388146916,4.929414625,100.477616916,4.839800625,20,3,12.7787048461885
205,100.388146916,4.839800625,100.477616916,4.750186625,21,3,12.2315561715012
206,100.388146916,4.750186625,100.477616916,4.660572625,22,3,11.762902623376
207,100.388146916,4.660572625,100.477616916,4.570958625,23,3,11.3970246426841
208,100.388146916,4.570958625,100.477616916,4.481344625,24,3,11.1388281366576
209,100.388146916,4.481344625,100.477616916,4.391730625,25,3,10.9826204859704
210,100.388146916,4.391730625,100.477616916,4.302116625,26,3,10.9102459316816
211,100.388146916,4.302116625,100.477616916,4.212502625,27,3,10.9475528238961
212,100.388146916,4.212502625,100.477616916,4.122888625,28,3,11.121364906993
213,100.388146916,4.122888625,100.477616916,4.033274625,29,3,11.4185926744486
214,100.388146916,4.033274625,100.477616916,3.943660625,30,3,11.7875014620179
215,100.388146916,3.943660625,100.477616916,3.854046625,31,3,12.185619638224
216,100.388146916,3.854046625,100.477616916,3.764432625,32,3,12.5803872050119
217,100.388146916,3.764432625,100.477616916,3.674818625,33,3,12.953220169342
218,100.388146916,3.674818625,100.477616916,3.585204625,34,3,13.2942421083851
219,100.388146916,3.585204625,100.477616916,3.495590625,35,3,13.6056285057086
220,100.388146916,3.495590625,100.477616916,3.405976625,36,3,13.8881812601466
221,100.388146916,3.405976625,100.477616916,3.316362625,37,3,14.1331708010377
222,100.388146916,3.316362625,100.477616916,3.226748625,38,3,14.3097685928181
223,100.388146916,3.226748625,100.477616916,3.137134625,39,3,14.4214624439287
224,100.388146916,3.137134625,100.477616916,3.047520625,40,3,14.4751852173072
225,100.388146916,3.047520625,100.477616916,2.957906625,41,3,14.4770848735656
226,100.388146916,2.957906625,100.477616916,2.868292625,42,3,14.4241438233471
227,100.388146916,2.868292625,100.477616916,2.778678625,43,3,14.3325163227931
228,100.388146916,2.778678625,100.477616916,2.689064625,44,3,14.2267210124426
229,100.388146916,2.689064625,100.477616916,2.599450625,45,3,14.115426915117
230,100.388146916,2.599450625,100.477616916,2.509836625,46,3,13.9960858853296
231,100.388146916,2.509836625,100.477616916,2.420222625,47,3,13.8736497691391
232,100.388146916,2.420222625,100.477616916,2.330608625,48,3,13.7525471944309
233,100.388146916,2.330608625,100.477616916,2.240994625,49,3,13.6365376961238
234,100.388146916,2.240994625,100.477616916,2.151380625,50,3,13.537412742861
235,100.388146916,2.151380625,100.477616916,2.061766625,51,3,13.487602365773
236,100.388146916,2.061766625,100.477616916,1.972152625,52,3,13.4875596912174
237,100.388146916,1.972152625,100.477616916,1.882538625,53,3,13.5151132103786
238,100.388146916,1.882538625,100.477616916,1.792924625,54,3,13.5686363298674
239,100.388146916,1.792924625,100.477616916,1.703310625,55,3,13.6490597764417
240,100.388146916,1.703310625,100.477616916,1.613696625,56,3,13.757292487899
241,100.388146916,1.613696625,100.477616916,1.524082625,57,3,13.8823716622527
242,100.388146916,1.524082625,100.477616916,1.434468625,58,3,13.9990867852785
243,100.388146916,1.434468625,100.477616916,1.344854625,59,3,14.0894317387255
244,100.388146916,1.344854625,100.477616916,1.255240625,60,3,14.1479883896538
245,100.477616916,6.721694625,100.567086916,6.632080625,0,4,13.8459769617661
246,100.477616916,6.632080625,100.567086916,6.542466625,1,4,14.1043677187837
247,100.477616916,6.542466625,100.567086916,6.452852625,2,4,14.4289908569806
248,100.477616916,6.452852625,100.567086916,6.363238625,3,4,14.8287162073873
249,100.477616916,6.363238625,100.567086916,6.273624625,4,4,15.3008065165407
250,100.477616916,6.273624625,100.567086916,6.184010625,5,4,15.8022957810967
251,100.477616916,6.184010625,100.567086916,6.094396625,6,4,16.2337212500611
252,100.477616916,6.094396625,100.567086916,6.004782625,7,4,16.5019568872857
253,100.477616916,6.004782625,100.567086916,5.915168625,8,4,16.6661502741633
254,100.477616916,5.915168625,100.567086916,5.825554625,9,4,16.7724636244253
255,100.477616916,5.825554625,100.567086916,5.735940625,10,4,16.8340448093133
256,100.477616916,5.735940625,100.567086916,5.646326625,11,4,16.8557131761841
257,100.477616916,5.646326625,100.567086916,5.556712625,12,4,16.9840209051111
258,100.477616916,5.556712625,100.567086916,5.467098625,13,4,17.0994203074967
259,100.477616916,5.467098625,100.567086916,5.377484625,14,4,17.0254401944324
260,100.477616916,5.377484625,100.567086916,5.287870625,15,4,16.4628500138188
261,100.477616916,5.287870625,100.567086916,5.198256625,16,4,15.655493096377
262,100.477616916,5.198256625,100.567086916,5.108642625,17,4,14.8334164928727
263,100.477616916,5.108642625,100.567086916,5.019028625,18,4,14.0466080722583
264,100.477616916,5.019028625,100.567086916,4.929414625,19,4,13.3219007189709
265,100.477616916,4.929414625,100.567086916,4.839800625,20,4,12.685580870962
266,100.477616916,4.839800625,100.567086916,4.750186625,21,4,12.1519141030276
267,100.477616916,4.750186625,100.567086916,4.660572625,22,4,11.7416813287803
268,100.477616916,4.660572625,100.567086916,4.570958625,23,4,11.4482755569573
269,100.477616916,4.570958625,100.567086916,4.481344625,24,4,11.2484982834176
270,100.477616916,4.481344625,100.567086916,4.391730625,25,4,11.0858886597016
271,100.477616916,4.391730625,100.567086916,4.302116625,26,4,10.9829653454483
272,100.477616916,4.302116625,100.567086916,4.212502625,27,4,11.0073684867052
273,100.477616916,4.212502625,100.567086916,4.122888625,28,4,11.2306049658503
274,100.477616916,4.122888625,100.567086916,4.033274625,29,4,11.6213913279426
275,100.477616916,4.033274625,100.567086916,3.943660625,30,4,12.0854694194164
276,100.477616916,3.943660625,100.567086916,3.854046625,31,4,12.5575140830915
277,100.477616916,3.854046625,100.567086916,3.764432625,32,4,13.005713287068
278,100.477616916,3.764432625,100.567086916,3.674818625,33,4,13.415750107117
279,100.477616916,3.674818625,100.567086916,3.585204625,34,4,13.7814210302458
280,100.477616916,3.585204625,100.567086916,3.495590625,35,4,14.1060257641394
281,100.477616916,3.495590625,100.567086916,3.405976625,36,4,14.3897359785894
282,100.477616916,3.405976625,100.567086916,3.316362625,37,4,14.62378894455
283,100.477616916,3.316362625,100.567086916,3.226748625,38,4,14.7772981431611
284,100.477616916,3.226748625,100.567086916,3.137134625,39,4,14.8566608804027
285,100.477616916,3.137134625,100.567086916,3.047520625,40,4,14.8700575853159
286,100.477616916,3.047520625,100.567086916,2.957906625,41,4,14.8242383559605
287,100.477616916,2.957906625,100.567086916,2.868292625,42,4,14.7283851614661
288,100.477616916,2.868292625,100.567086916,2.778678625,43,4,14.5952266076909
289,100.477616916,2.778678625,100.567086916,2.689064625,44,4,14.4431865106848
290,100.477616916,2.689064625,100.567086916,2.599450625,45,4,14.288808533957
291,100.477616916,2.599450625,100.567086916,2.509836625,46,4,14.1293559682243
292,100.477616916,2.509836625,100.567086916,2.420222625,47,4,13.9684860594764
293,100.477616916,2.420222625,100.567086916,2.330608625,48,4,13.8107455028931
294,100.477616916,2.330608625,100.567086916,2.240994625,49,4,13.6598392458608
295,100.477616916,2.240994625,100.567086916,2.151380625,50,4,13.5246881871914
296,100.477616916,2.151380625,100.567086916,2.061766625,51,4,13.4385671218663
297,100.477616916,2.061766625,100.567086916,1.972152625,52,4,13.4096500114256
298,100.477616916,1.972152625,100.567086916,1.882538625,53,4,13.4251174126762
299,100.477616916,1.882538625,100.567086916,1.792924625,54,4,13.4670581898877
300,100.477616916,1.792924625,100.567086916,1.703310625,55,4,13.536232643435
301,100.477616916,1.703310625,100.567086916,1.613696625,56,4,13.6334578588037
302,100.477616916,1.613696625,100.567086916,1.524082625,57,4,13.7591701499233
303,100.477616916,1.524082625,100.567086916,1.434468625,58,4,13.8971125903623
304,100.477616916,1.434468625,100.567086916,1.344854625,59,4,14.0190647228682
305,100.477616916,1.344854625,100.567086916,1.255240625,60,4,14.1054657922135
306,100.567086916,6.721694625,100.656556916,6.632080625,0,5,14.0686608789167
307,100.567086916,6.632080625,100.656556916,6.542466625,1,5,14.3515153084534
308,100.567086916,6.542466625,100.656556916,6.452852625,2,5,14.6795724436337
309,100.567086916,6.452852625,100.656556916,6.363238625,3,5,15.057369896301
310,100.567086916,6.363238625,100.656556916,6.273624625,4,5,15.4761798348702
311,100.567086916,6.273624625,100.656556916,6.184010625,5,5,15.9024981542546
312,100.567086916,6.184010625,100.656556916,6.094396625,6,5,16.2749423535586
313,100.567086916,6.094396625,100.656556916,6.004782625,7,5,16.5413745262228
314,100.567086916,6.004782625,100.656556916,5.915168625,8,5,16.7144348420875
315,100.567086916,5.915168625,100.656556916,5.825554625,9,5,16.8184747852919
316,100.567086916,5.825554625,100.656556916,5.735940625,10,5,16.87091221732
317,100.567086916,5.735940625,100.656556916,5.646326625,11,5,16.8966359155287
318,100.567086916,5.646326625,100.656556916,5.556712625,12,5,16.9504697304593
319,100.567086916,5.556712625,100.656556916,5.467098625,13,5,16.9909918936446
320,100.567086916,5.467098625,100.656556916,5.377484625,14,5,16.9189733988424
321,100.567086916,5.377484625,100.656556916,5.287870625,15,5,16.3605032192847
322,100.567086916,5.287870625,100.656556916,5.198256625,16,5,15.5766814681474
323,100.567086916,5.198256625,100.656556916,5.108642625,17,5,14.7676378350241
324,100.567086916,5.108642625,100.656556916,5.019028625,18,5,13.9761635254238
325,100.567086916,5.019028625,100.656556916,4.929414625,19,5,13.2382459507188
326,100.567086916,4.929414625,100.656556916,4.839800625,20,5,12.6036566447776
327,100.567086916,4.839800625,100.656556916,4.750186625,21,5,12.1248869625845
328,100.567086916,4.750186625,100.656556916,4.660572625,22,5,11.7980109216156
329,100.567086916,4.660572625,100.656556916,4.570958625,23,5,11.5848609040027
330,100.567086916,4.570958625,100.656556916,4.481344625,24,5,11.415228390254
331,100.567086916,4.481344625,100.656556916,4.391730625,25,5,11.2372676456807
332,100.567086916,4.391730625,100.656556916,4.302116625,26,5,11.0866904335505
333,100.567086916,4.302116625,100.656556916,4.212502625,27,5,11.0560203529247
334,100.567086916,4.212502625,100.656556916,4.122888625,28,5,11.3453543654551
335,100.567086916,4.122888625,100.656556916,4.033274625,29,5,11.867720403114
336,100.567086916,4.033274625,100.656556916,3.943660625,30,5,12.4219516801137
337,100.567086916,3.943660625,100.656556916,3.854046625,31,5,12.9507554916545
338,100.567086916,3.854046625,100.656556916,3.764432625,32,5,13.4364754108639
339,100.567086916,3.764432625,100.656556916,3.674818625,33,5,13.8711719994024
340,100.567086916,3.674818625,100.656556916,3.585204625,34,5,14.252082196556
341,100.567086916,3.585204625,100.656556916,3.495590625,35,5,14.5844615393902
342,100.567086916,3.495590625,100.656556916,3.405976625,36,5,14.8716181502131
343,100.567086916,3.405976625,100.656556916,3.316362625,37,5,15.1046194558916
344,100.567086916,3.316362625,100.656556916,3.226748625,38,5,15.2521068202067
345,100.567086916,3.226748625,100.656556916,3.137134625,39,5,15.313897866597
346,100.567086916,3.137134625,100.656556916,3.047520625,40,5,15.2939958042782
347,100.567086916,3.047520625,100.656556916,2.957906625,41,5,15.2047119089616
348,100.567086916,2.957906625,100.656556916,2.868292625,42,5,15.0635598195556
349,100.567086916,2.868292625,100.656556916,2.778678625,43,5,14.8878902022691
350,100.567086916,2.778678625,100.656556916,2.689064625,44,5,14.6929215010246
351,100.567086916,2.689064625,100.656556916,2.599450625,45,5,14.4903018530842
352,100.567086916,2.599450625,100.656556916,2.509836625,46,5,14.2876222586942
353,100.567086916,2.509836625,100.656556916,2.420222625,47,5,14.0861710245464
354,100.567086916,2.420222625,100.656556916,2.330608625,48,5,13.8904178535852
355,100.567086916,2.330608625,100.656556916,2.240994625,49,5,13.7038164143914
356,100.567086916,2.240994625,100.656556916,2.151380625,50,5,13.5335566186683
357,100.567086916,2.151380625,100.656556916,2.061766625,51,5,13.4127038461195
358,100.567086916,2.061766625,100.656556916,1.972152625,52,5,13.350521667385
359,100.567086916,1.972152625,100.656556916,1.882538625,53,5,13.3477740386334
360,100.567086916,1.882538625,100.656556916,1.792924625,54,5,13.3789964525634
361,100.567086916,1.792924625,100.656556916,1.703310625,55,5,13.4377345732404
362,100.567086916,1.703310625,100.656556916,1.613696625,56,5,13.5246986033173
363,100.567086916,1.613696625,100.656556916,1.524082625,57,5,13.6406664188252
364,100.567086916,1.524082625,100.656556916,1.434468625,58,5,13.7840875370078
365,100.567086916,1.434468625,100.656556916,1.344854625,59,5,13.92990011525
366,100.567086916,1.344854625,100.656556916,1.255240625,60,5,14.0459050773049
367,100.656556916,6.721694625,100.746026916,6.632080625,0,6,14.287750615061
368,100.656556916,6.632080625,100.746026916,6.542466625,1,6,14.5814611518745
