"id","left","top","right","bottom","row_index","col_index","API_18"
1,100.119736916,6.721694625,100.209206916,6.632080625,0,0,33.2035868908747
2,100.119736916,6.632080625,100.209206916,6.542466625,1,0,33.0437786110069
3,100.119736916,6.542466625,100.209206916,6.452852625,2,0,32.9089998519315
4,100.119736916,6.452852625,100.209206916,6.363238625,3,0,32.8687100316711
5,100.119736916,6.363238625,100.209206916,6.273624625,4,0,32.9141741594696
6,100.119736916,6.273624625,100.209206916,6.184010625,5,0,32.9984481431723
7,100.119736916,6.184010625,100.209206916,6.094396625,6,0,33.1279225734263
8,100.119736916,6.094396625,100.209206916,6.004782625,7,0,33.3070190655238
9,100.119736916,6.004782625,100.209206916,5.915168625,8,0,33.5223644628834
10,100.119736916,5.915168625,100.209206916,5.825554625,9,0,33.7549771021325
11,100.119736916,5.825554625,100.209206916,5.735940625,10,0,33.9876861146831
12,100.119736916,5.735940625,100.209206916,5.646326625,11,0,34.2090855903969
13,100.119736916,5.646326625,100.209206916,5.556712625,12,0,34.4179780650489
14,100.119736916,5.556712625,100.209206916,5.467098625,13,0,34.6004091901716
15,100.119736916,5.467098625,100.209206916,5.377484625,14,0,34.7583313313545
16,100.119736916,5.377484625,100.209206916,5.287870625,15,0,34.9426801335982
17,100.119736916,5.287870625,100.209206916,5.198256625,16,0,35.1569041773982
18,100.119736916,5.198256625,100.209206916,5.108642625,17,0,35.3472668149846
19,100.119736916,5.108642625,100.209206916,5.019028625,18,0,35.4963770933578
20,100.119736916,5.019028625,100.209206916,4.929414625,19,0,35.600299981679
21,100.119736916,4.929414625,100.209206916,4.839800625,20,0,35.6621499628918
22,100.119736916,4.839800625,100.209206916,4.750186625,21,0,35.6866091641767
23,100.119736916,4.750186625,100.209206916,4.660572625,22,0,35.6724321909622
24,100.119736916,4.660572625,100.209206916,4.570958625,23,0,35.623383637892
25,100.119736916,4.570958625,100.209206916,4.481344625,24,0,35.5524671446621
26,100.119736916,4.481344625,100.209206916,4.391730625,25,0,35.4647502406816
27,100.119736916,4.391730625,100.209206916,4.302116625,26,0,35.3654468993599
28,100.119736916,4.302116625,100.209206916,4.212502625,27,0,35.2562094158872
29,100.119736916,4.212502625,100.209206916,4.122888625,28,0,35.1369074484092
30,100.119736916,4.122888625,100.209206916,4.033274625,29,0,35.0061987026952
31,100.119736916,4.033274625,100.209206916,3.943660625,30,0,34.8728640217571
32,100.119736916,3.943660625,100.209206916,3.854046625,31,0,34.7494087618127
33,100.119736916,3.854046625,100.209206916,3.764432625,32,0,34.6363015988601
34,100.119736916,3.764432625,100.209206916,3.674818625,33,0,34.550001622075
35,100.119736916,3.674818625,100.209206916,3.585204625,34,0,34.502571083523
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,34.4970903884441
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,34.5266078505929
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,34.5715944341189
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,34.6164130287079
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,34.6537217711957
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,34.6809632906424
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,34.7000425304904
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,34.7103992475828
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,34.7123638167691
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,34.7084298322885
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,34.7016448787668
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,34.6946367015945
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,34.6884523335455
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,34.684726205446
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,34.6840275487233
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,34.6840052663634
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,34.6840052663634
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,34.6840052663634
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,34.6840052663634
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,34.6840052663634
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,34.6840052663634
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,34.6840052663634
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,34.6840052663634
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,34.6840052663634
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,34.6840052663634
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,34.6840052663634
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,33.1617351932036
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,32.9849717318229
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,32.8078468323668
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,32.7676098067896
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,32.8232199685402
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,32.9020008735815
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,33.0387738473701
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,33.2476601985729
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,33.5023603731224
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,33.7735703661791
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,34.0449383173318
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,34.3155969695349
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,34.5733499856886
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,34.7909751134022
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,34.929451042701
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,35.1243840937649
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,35.3954788317972
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,35.6039685445502
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,35.7647303178215
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,35.8791816485625
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,35.9486350934852
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,35.9760872634288
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,35.9592979352664
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,35.9008247182113
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,35.8148084322976
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,35.7079154322029
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,35.5737464961685
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,35.4142807202299
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,35.2417602962625
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,35.0618320381586
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,34.8831760785937
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,34.7178276720368
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,34.5814497416115
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,34.4896919079978
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,34.4467074933098
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,34.4524798401176
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,34.5040790892662
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,34.5830657223761
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,34.6666712789771
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,34.7395414516479
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,34.7943927965474
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,34.8247847902927
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,34.8310632518168
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,34.8228002975564
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,34.8033804173777
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,34.7784480437342
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,34.7523044068179
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,34.7267145994422
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,34.7052766473177
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,34.6894725855527
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,34.6846592857005
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,34.6839201537418
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,34.6840052663634
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,34.6840052663634
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,34.6840052663634
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,34.6840052663634
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,34.6840052663634
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,34.6840052663634
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,34.6840052663634
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,34.6840052663634
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,34.6840052663634
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,33.1758946006025
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,33.0119604013603
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,32.8732314255066
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,32.8100949834669
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,32.8147478261152
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,32.8548971070461
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,32.9708673045165
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,33.2208537932123
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,33.5170683371991
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,33.8238943801786
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,34.139793785016
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,34.4638944592981
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,34.7813371493992
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,35.083474941019
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,35.3329268658843
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,35.5190043594875
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,35.7150686354849
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,35.898860818923
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,36.0597907795416
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,36.1827574639731
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,36.2605574283954
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,36.2911468291475
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,36.2706629219699
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,36.2013283691982
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,36.0942717210217
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,35.9394527556467
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,35.7450483877065
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,35.5262020268755
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,35.2973555120945
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,35.0658496184247
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,34.8445181178169
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,34.6602257568528
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,34.5239438053327
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,34.4420184655554
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,34.4155742956066
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,34.4426102403486
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,34.5183196940227
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,34.6274612398392
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,34.7505153916911
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,34.8624258788566
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,34.9513962859238
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,35.0101374449267
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,35.0330087208207
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,35.0168260476083
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,34.9768943299675
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,34.9266527995512
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,34.8708942741405
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,34.8155663767793
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,34.7669914648448
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,34.7262923864801
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,34.6970214006106
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,34.6854007739025
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,34.6837376734984
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,34.6839776935807
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,34.6840052663634
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,34.6840052663634
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,34.6840052663634
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,34.6840052663634
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,34.6840052663634
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,34.6840052663634
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,34.6840052663634
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,33.2371690637591
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,33.0955780224876
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,32.9814166171964
187,100.388146916,6.452852625,100.477616916,6.363238625,3,3,32.9127368839965
188,100.388146916,6.363238625,100.477616916,6.273624625,4,3,32.8880139928412
