"id","left","top","right","bottom","row_index","col_index","Temp_19"
1,100.119736916,6.721694625,100.209206916,6.632080625,0,0,27.922494382154
2,100.119736916,6.632080625,100.209206916,6.542466625,1,0,27.9207860349678
3,100.119736916,6.542466625,100.209206916,6.452852625,2,0,27.9221360962401
4,100.119736916,6.452852625,100.209206916,6.363238625,3,0,27.9272015184586
5,100.119736916,6.363238625,100.209206916,6.273624625,4,0,27.9383174896682
6,100.119736916,6.273624625,100.209206916,6.184010625,5,0,27.9699727665442
7,100.119736916,6.184010625,100.209206916,6.094396625,6,0,28.026012420301
8,100.119736916,6.094396625,100.209206916,6.004782625,7,0,28.1032037854337
9,100.119736916,6.004782625,100.209206916,5.915168625,8,0,28.1967696546585
10,100.119736916,5.915168625,100.209206916,5.825554625,9,0,28.3009950432335
11,100.119736916,5.825554625,100.209206916,5.735940625,10,0,28.4096746866778
12,100.119736916,5.735940625,100.209206916,5.646326625,11,0,28.5164571340345
13,100.119736916,5.646326625,100.209206916,5.556712625,12,0,28.6161163197798
14,100.119736916,5.556712625,100.209206916,5.467098625,13,0,28.704064385985
15,100.119736916,5.467098625,100.209206916,5.377484625,14,0,28.762602558721
16,100.119736916,5.377484625,100.209206916,5.287870625,15,0,28.7522694645569
17,100.119736916,5.287870625,100.209206916,5.198256625,16,0,28.6734230755518
18,100.119736916,5.198256625,100.209206916,5.108642625,17,0,28.5676225835653
19,100.119736916,5.108642625,100.209206916,5.019028625,18,0,28.4557969832196
20,100.119736916,5.019028625,100.209206916,4.929414625,19,0,28.3491691474494
21,100.119736916,4.929414625,100.209206916,4.839800625,20,0,28.2550118643888
22,100.119736916,4.839800625,100.209206916,4.750186625,21,0,28.1764019578355
23,100.119736916,4.750186625,100.209206916,4.660572625,22,0,28.115570949493
24,100.119736916,4.660572625,100.209206916,4.570958625,23,0,28.0694267681813
25,100.119736916,4.570958625,100.209206916,4.481344625,24,0,28.0386360896873
26,100.119736916,4.481344625,100.209206916,4.391730625,25,0,28.0234091910277
27,100.119736916,4.391730625,100.209206916,4.302116625,26,0,28.0208371446125
28,100.119736916,4.302116625,100.209206916,4.212502625,27,0,28.0181158021888
29,100.119736916,4.212502625,100.209206916,4.122888625,28,0,28.0126016006029
30,100.119736916,4.122888625,100.209206916,4.033274625,29,0,28.0052242097388
31,100.119736916,4.033274625,100.209206916,3.943660625,30,0,27.9945087926598
32,100.119736916,3.943660625,100.209206916,3.854046625,31,0,27.9807225970325
33,100.119736916,3.854046625,100.209206916,3.764432625,32,0,27.9654653834647
34,100.119736916,3.764432625,100.209206916,3.674818625,33,0,27.9503428747587
35,100.119736916,3.674818625,100.209206916,3.585204625,34,0,27.9368590254008
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,27.9263841205468
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,27.9201617253
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,27.9189401599728
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,27.9189401599728
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,27.9189401599728
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,27.9189401599728
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,27.9189401599728
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,27.9189401599728
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,27.9189401599728
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,27.9189401599728
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,27.9189401599728
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,27.9189401599728
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,27.9189401599728
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,27.9189401599728
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,27.9189401599728
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,27.9189401599728
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,27.9189401599728
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,27.9189401599728
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,27.9189401599728
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,27.9189401599728
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,27.9189401599728
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,27.9189401599728
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,27.9189401599728
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,27.9189401599728
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,27.9189401599728
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,27.9189401599728
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,27.9212294836763
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,27.9199256474125
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,27.9241925795377
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,27.9309475690521
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,27.9439037135078
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,27.9810193115162
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,28.0443998548636
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,28.1312980161935
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,28.2362102067002
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,28.3526616033743
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,28.4737174190146
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,28.5922561149949
