"id","left","top","right","bottom","row_index","col_index","API_17"
1,100.119736916,6.721694625,100.209206916,6.632080625,0,0,27.5197498263013
2,100.119736916,6.632080625,100.209206916,6.542466625,1,0,27.4825190438187
3,100.119736916,6.542466625,100.209206916,6.452852625,2,0,27.4471698983226
4,100.119736916,6.452852625,100.209206916,6.363238625,3,0,27.4676100339485
5,100.119736916,6.363238625,100.209206916,6.273624625,4,0,27.5340303723326
6,100.119736916,6.273624625,100.209206916,6.184010625,5,0,27.604272798047
7,100.119736916,6.184010625,100.209206916,6.094396625,6,0,27.6872700065429
8,100.119736916,6.094396625,100.209206916,6.004782625,7,0,27.7871370840745
9,100.119736916,6.004782625,100.209206916,5.915168625,8,0,27.8902101642552
10,100.119736916,5.915168625,100.209206916,5.825554625,9,0,27.9778048523917
11,100.119736916,5.825554625,100.209206916,5.735940625,10,0,28.0296208422283
12,100.119736916,5.735940625,100.209206916,5.646326625,11,0,28.0348467724667
13,100.119736916,5.646326625,100.209206916,5.556712625,12,0,27.9933059182219
14,100.119736916,5.556712625,100.209206916,5.467098625,13,0,27.9093393321465
15,100.119736916,5.467098625,100.209206916,5.377484625,14,0,27.8288129213171
16,100.119736916,5.377484625,100.209206916,5.287870625,15,0,27.8845518146081
17,100.119736916,5.287870625,100.209206916,5.198256625,16,0,28.0933424518152
18,100.119736916,5.198256625,100.209206916,5.108642625,17,0,28.3399772420517
19,100.119736916,5.108642625,100.209206916,5.019028625,18,0,28.57594807317
20,100.119736916,5.019028625,100.209206916,4.929414625,19,0,28.7830881260217
21,100.119736916,4.929414625,100.209206916,4.839800625,20,0,28.954314998864
22,100.119736916,4.839800625,100.209206916,4.750186625,21,0,29.087076748839
23,100.119736916,4.750186625,100.209206916,4.660572625,22,0,29.1770591130313
24,100.119736916,4.660572625,100.209206916,4.570958625,23,0,29.2252077997962
25,100.119736916,4.570958625,100.209206916,4.481344625,24,0,29.2388131348806
26,100.119736916,4.481344625,100.209206916,4.391730625,25,0,29.2233555887266
27,100.119736916,4.391730625,100.209206916,4.302116625,26,0,29.1853128062645
28,100.119736916,4.302116625,100.209206916,4.212502625,27,0,29.131914635461
29,100.119736916,4.212502625,100.209206916,4.122888625,28,0,29.0627274225524
30,100.119736916,4.122888625,100.209206916,4.033274625,29,0,28.9542102149463
31,100.119736916,4.033274625,100.209206916,3.943660625,30,0,28.8093889429404
32,100.119736916,3.943660625,100.209206916,3.854046625,31,0,28.6457206127061
33,100.119736916,3.854046625,100.209206916,3.764432625,32,0,28.4843181771809
34,100.119736916,3.764432625,100.209206916,3.674818625,33,0,28.3540266817466
35,100.119736916,3.674818625,100.209206916,3.585204625,34,0,28.2627054930211
36,100.119736916,3.585204625,100.209206916,3.495590625,35,0,28.2165957037017
37,100.119736916,3.495590625,100.209206916,3.405976625,36,0,28.2037538176495
38,100.119736916,3.405976625,100.209206916,3.316362625,37,0,28.1996524930783
39,100.119736916,3.316362625,100.209206916,3.226748625,38,0,28.1958373574492
40,100.119736916,3.226748625,100.209206916,3.137134625,39,0,28.1914799787811
41,100.119736916,3.137134625,100.209206916,3.047520625,40,0,28.1869955601488
42,100.119736916,3.047520625,100.209206916,2.957906625,41,0,28.1836832898161
43,100.119736916,2.957906625,100.209206916,2.868292625,42,0,28.1816857443019
44,100.119736916,2.868292625,100.209206916,2.778678625,43,0,28.1811216219502
45,100.119736916,2.778678625,100.209206916,2.689064625,44,0,28.1811216219502
46,100.119736916,2.689064625,100.209206916,2.599450625,45,0,28.1811216219502
47,100.119736916,2.599450625,100.209206916,2.509836625,46,0,28.1811216219502
48,100.119736916,2.509836625,100.209206916,2.420222625,47,0,28.1811216219502
49,100.119736916,2.420222625,100.209206916,2.330608625,48,0,28.1811216219502
50,100.119736916,2.330608625,100.209206916,2.240994625,49,0,28.1811216219502
51,100.119736916,2.240994625,100.209206916,2.151380625,50,0,28.1811216219502
52,100.119736916,2.151380625,100.209206916,2.061766625,51,0,28.1811216219502
53,100.119736916,2.061766625,100.209206916,1.972152625,52,0,28.1811216219502
54,100.119736916,1.972152625,100.209206916,1.882538625,53,0,28.1811216219502
55,100.119736916,1.882538625,100.209206916,1.792924625,54,0,28.1811216219502
56,100.119736916,1.792924625,100.209206916,1.703310625,55,0,28.1811216219502
57,100.119736916,1.703310625,100.209206916,1.613696625,56,0,28.1811216219502
58,100.119736916,1.613696625,100.209206916,1.524082625,57,0,28.1811216219502
59,100.119736916,1.524082625,100.209206916,1.434468625,58,0,28.1811216219502
60,100.119736916,1.434468625,100.209206916,1.344854625,59,0,28.1811216219502
61,100.119736916,1.344854625,100.209206916,1.255240625,60,0,28.1811216219502
62,100.209206916,6.721694625,100.298676916,6.632080625,0,1,27.5307365724013
63,100.209206916,6.632080625,100.298676916,6.542466625,1,1,27.4852737581585
64,100.209206916,6.542466625,100.298676916,6.452852625,2,1,27.4230676645262
65,100.209206916,6.452852625,100.298676916,6.363238625,3,1,27.4527548097444
66,100.209206916,6.363238625,100.298676916,6.273624625,4,1,27.5393589342597
67,100.209206916,6.273624625,100.298676916,6.184010625,5,1,27.6219920836133
68,100.209206916,6.184010625,100.298676916,6.094396625,6,1,27.7303038880005
69,100.209206916,6.094396625,100.298676916,6.004782625,7,1,27.8679212267173
70,100.209206916,6.004782625,100.298676916,5.915168625,8,1,28.0161340362091
71,100.209206916,5.915168625,100.298676916,5.825554625,9,1,28.1503864918454
72,100.209206916,5.825554625,100.298676916,5.735940625,10,1,28.2507333126914
73,100.209206916,5.735940625,100.298676916,5.646326625,11,1,28.3020985572706
74,100.209206916,5.646326625,100.298676916,5.556712625,12,1,28.2836731644212
75,100.209206916,5.556712625,100.298676916,5.467098625,13,1,28.185013979807
76,100.209206916,5.467098625,100.298676916,5.377484625,14,1,27.9948930694607
77,100.209206916,5.377484625,100.298676916,5.287870625,15,1,28.0391427366041
78,100.209206916,5.287870625,100.298676916,5.198256625,16,1,28.3620728197985
79,100.209206916,5.198256625,100.298676916,5.108642625,17,1,28.6585022995886
80,100.209206916,5.108642625,100.298676916,5.019028625,18,1,28.9304828915246
81,100.209206916,5.019028625,100.298676916,4.929414625,19,1,29.1676816993362
82,100.209206916,4.929414625,100.298676916,4.839800625,20,1,29.3606094903942
83,100.209206916,4.839800625,100.298676916,4.750186625,21,1,29.5045818480674
84,100.209206916,4.750186625,100.298676916,4.660572625,22,1,29.594747791904
85,100.209206916,4.660572625,100.298676916,4.570958625,23,1,29.632610333342
86,100.209206916,4.570958625,100.298676916,4.481344625,24,1,29.6275108366017
87,100.209206916,4.481344625,100.298676916,4.391730625,25,1,29.5871336061739
88,100.209206916,4.391730625,100.298676916,4.302116625,26,1,29.5172901952259
89,100.209206916,4.302116625,100.298676916,4.212502625,27,1,29.4254883781901
90,100.209206916,4.212502625,100.298676916,4.122888625,28,1,29.3188049928784
91,100.209206916,4.122888625,100.298676916,4.033274625,29,1,29.1763391146084
92,100.209206916,4.033274625,100.298676916,3.943660625,30,1,28.9974928618879
93,100.209206916,3.943660625,100.298676916,3.854046625,31,1,28.7940746055027
94,100.209206916,3.854046625,100.298676916,3.764432625,32,1,28.5927969543398
95,100.209206916,3.764432625,100.298676916,3.674818625,33,1,28.4243579222512
96,100.209206916,3.674818625,100.298676916,3.585204625,34,1,28.2971085841562
97,100.209206916,3.585204625,100.298676916,3.495590625,35,1,28.2179984284731
98,100.209206916,3.495590625,100.298676916,3.405976625,36,1,28.189532204852
99,100.209206916,3.405976625,100.298676916,3.316362625,37,1,28.1835882962672
100,100.209206916,3.316362625,100.298676916,3.226748625,38,1,28.1843886174472
101,100.209206916,3.226748625,100.298676916,3.137134625,39,1,28.1855730280041
102,100.209206916,3.137134625,100.298676916,3.047520625,40,1,28.1861292529878
103,100.209206916,3.047520625,100.298676916,2.957906625,41,1,28.1849348733359
104,100.209206916,2.957906625,100.298676916,2.868292625,42,1,28.1823880987922
105,100.209206916,2.868292625,100.298676916,2.778678625,43,1,28.1811876436394
106,100.209206916,2.778678625,100.298676916,2.689064625,44,1,28.1811216219502
107,100.209206916,2.689064625,100.298676916,2.599450625,45,1,28.1811216219502
108,100.209206916,2.599450625,100.298676916,2.509836625,46,1,28.1811216219502
109,100.209206916,2.509836625,100.298676916,2.420222625,47,1,28.1811216219502
110,100.209206916,2.420222625,100.298676916,2.330608625,48,1,28.1811216219502
111,100.209206916,2.330608625,100.298676916,2.240994625,49,1,28.1811216219502
112,100.209206916,2.240994625,100.298676916,2.151380625,50,1,28.1811216219502
113,100.209206916,2.151380625,100.298676916,2.061766625,51,1,28.1811216219502
114,100.209206916,2.061766625,100.298676916,1.972152625,52,1,28.1811216219502
115,100.209206916,1.972152625,100.298676916,1.882538625,53,1,28.1811216219502
116,100.209206916,1.882538625,100.298676916,1.792924625,54,1,28.1811216219502
117,100.209206916,1.792924625,100.298676916,1.703310625,55,1,28.1811216219502
118,100.209206916,1.703310625,100.298676916,1.613696625,56,1,28.1811216219502
119,100.209206916,1.613696625,100.298676916,1.524082625,57,1,28.1811216219502
120,100.209206916,1.524082625,100.298676916,1.434468625,58,1,28.1811216219502
121,100.209206916,1.434468625,100.298676916,1.344854625,59,1,28.1811216219502
122,100.209206916,1.344854625,100.298676916,1.255240625,60,1,28.1811216219502
123,100.298676916,6.721694625,100.388146916,6.632080625,0,2,27.5736617498102
124,100.298676916,6.632080625,100.388146916,6.542466625,1,2,27.5428197544902
125,100.298676916,6.542466625,100.388146916,6.452852625,2,2,27.5171102836329
126,100.298676916,6.452852625,100.388146916,6.363238625,3,2,27.5367450664467
127,100.298676916,6.363238625,100.388146916,6.273624625,4,2,27.5949721405789
128,100.298676916,6.273624625,100.388146916,6.184010625,5,2,27.6704819157046
129,100.298676916,6.184010625,100.388146916,6.094396625,6,2,27.7877060041277
130,100.298676916,6.094396625,100.388146916,6.004782625,7,2,27.9667241509074
131,100.298676916,6.004782625,100.388146916,5.915168625,8,2,28.164097927789
132,100.298676916,5.915168625,100.388146916,5.825554625,9,2,28.3570162351461
133,100.298676916,5.825554625,100.388146916,5.735940625,10,2,28.5334596976014
134,100.298676916,5.735940625,100.388146916,5.646326625,11,2,28.654987299147
135,100.298676916,5.646326625,100.388146916,5.556712625,12,2,28.6812341547465
136,100.298676916,5.556712625,100.388146916,5.467098625,13,2,28.6405435856279
137,100.298676916,5.467098625,100.388146916,5.377484625,14,2,28.5644313016605
138,100.298676916,5.377484625,100.388146916,5.287870625,15,2,28.5696132064757
139,100.298676916,5.287870625,100.388146916,5.198256625,16,2,28.7797937389592
140,100.298676916,5.198256625,100.388146916,5.108642625,17,2,29.0574833980666
141,100.298676916,5.108642625,100.388146916,5.019028625,18,2,29.3470549790639
142,100.298676916,5.019028625,100.388146916,4.929414625,19,2,29.6099572311483
143,100.298676916,4.929414625,100.388146916,4.839800625,20,2,29.8232613888663
144,100.298676916,4.839800625,100.388146916,4.750186625,21,2,29.9757043992842
145,100.298676916,4.750186625,100.388146916,4.660572625,22,2,30.0613743916853
146,100.298676916,4.660572625,100.388146916,4.570958625,23,2,30.0835377232926
147,100.298676916,4.570958625,100.388146916,4.481344625,24,2,30.0532213096164
148,100.298676916,4.481344625,100.388146916,4.391730625,25,2,29.976843741654
149,100.298676916,4.391730625,100.388146916,4.302116625,26,2,29.8652872612003
150,100.298676916,4.302116625,100.388146916,4.212502625,27,2,29.7297297635519
151,100.298676916,4.212502625,100.388146916,4.122888625,28,2,29.5801879628517
152,100.298676916,4.122888625,100.388146916,4.033274625,29,2,29.3991363927905
153,100.298676916,4.033274625,100.388146916,3.943660625,30,2,29.1823806799708
154,100.298676916,3.943660625,100.388146916,3.854046625,31,2,28.9390891207925
155,100.298676916,3.854046625,100.388146916,3.764432625,32,2,28.6978723367372
156,100.298676916,3.764432625,100.388146916,3.674818625,33,2,28.4926647856464
157,100.298676916,3.674818625,100.388146916,3.585204625,34,2,28.3318350404646
158,100.298676916,3.585204625,100.388146916,3.495590625,35,2,28.2223480877921
159,100.298676916,3.495590625,100.388146916,3.405976625,36,2,28.1709080781781
160,100.298676916,3.405976625,100.388146916,3.316362625,37,2,28.1613172182545
161,100.298676916,3.316362625,100.388146916,3.226748625,38,2,28.1679920454533
162,100.298676916,3.226748625,100.388146916,3.137134625,39,2,28.1774460453925
163,100.298676916,3.137134625,100.388146916,3.047520625,40,2,28.1856344807347
164,100.298676916,3.047520625,100.388146916,2.957906625,41,2,28.1910686021008
165,100.298676916,2.957906625,100.388146916,2.868292625,42,2,28.1925593729099
166,100.298676916,2.868292625,100.388146916,2.778678625,43,2,28.1894438413319
167,100.298676916,2.778678625,100.388146916,2.689064625,44,2,28.1860291149722
168,100.298676916,2.689064625,100.388146916,2.599450625,45,2,28.1839807198281
169,100.298676916,2.599450625,100.388146916,2.509836625,46,2,28.1823679215099
170,100.298676916,2.509836625,100.388146916,2.420222625,47,2,28.1812932770572
171,100.298676916,2.420222625,100.388146916,2.330608625,48,2,28.1811216219502
172,100.298676916,2.330608625,100.388146916,2.240994625,49,2,28.1811216219502
173,100.298676916,2.240994625,100.388146916,2.151380625,50,2,28.1811216219502
174,100.298676916,2.151380625,100.388146916,2.061766625,51,2,28.1811216219502
175,100.298676916,2.061766625,100.388146916,1.972152625,52,2,28.1811216219502
176,100.298676916,1.972152625,100.388146916,1.882538625,53,2,28.1811216219502
177,100.298676916,1.882538625,100.388146916,1.792924625,54,2,28.1811216219502
178,100.298676916,1.792924625,100.388146916,1.703310625,55,2,28.1811216219502
179,100.298676916,1.703310625,100.388146916,1.613696625,56,2,28.1811216219502
180,100.298676916,1.613696625,100.388146916,1.524082625,57,2,28.1811216219502
181,100.298676916,1.524082625,100.388146916,1.434468625,58,2,28.1811216219502
182,100.298676916,1.434468625,100.388146916,1.344854625,59,2,28.1811216219502
183,100.298676916,1.344854625,100.388146916,1.255240625,60,2,28.1811216219502
184,100.388146916,6.721694625,100.477616916,6.632080625,0,3,27.6397284033143
185,100.388146916,6.632080625,100.477616916,6.542466625,1,3,27.6294182038508
186,100.388146916,6.542466625,100.477616916,6.452852625,2,3,27.6267336803898
