"id","left","top","right","bottom","row_index","col_index","Temp_17"
1,100.119736916,6.721694625,100.209206916,6.632080625,0,0,27.9456109198683
2,100.119736916,6.632080625,100.209206916,6.542466625,1,0,27.9560896071785
3,100.119736916,6.542466625,100.209206916,6.452852625,2,0,27.9635511364636
4,100.119736916,6.452852625,100.209206916,6.363238625,3,0,27.9514278616095
5,100.119736916,6.363238625,100.209206916,6.273624625,4,0,27.9273047835972
6,100.119736916,6.273624625,100.209206916,6.184010625,5,0,27.9210079520916
7,100.119736916,6.184010625,100.209206916,6.094396625,6,0,27.9420476251113
8,100.119736916,6.094396625,100.209206916,6.004782625,7,0,27.9896961946785
9,100.119736916,6.004782625,100.209206916,5.915168625,8,0,28.0581749525969
10,100.119736916,5.915168625,100.209206916,5.825554625,9,0,28.139358407138
11,100.119736916,5.825554625,100.209206916,5.735940625,10,0,28.2250084095806
12,100.119736916,5.735940625,100.209206916,5.646326625,11,0,28.3074434121594
13,100.119736916,5.646326625,100.209206916,5.556712625,12,0,28.3806141361527
14,100.119736916,5.556712625,100.209206916,5.467098625,13,0,28.4402295065262
15,100.119736916,5.467098625,100.209206916,5.377484625,14,0,28.4751526583428
16,100.119736916,5.377484625,100.209206916,5.287870625,15,0,28.4607691509381
17,100.119736916,5.287870625,100.209206916,5.198256625,16,0,28.3985978252953
18,100.119736916,5.198256625,100.209206916,5.108642625,17,0,28.3134511760578
19,100.119736916,5.108642625,100.209206916,5.019028625,18,0,28.2228348521689
20,100.119736916,5.019028625,100.209206916,4.929414625,19,0,28.137085118419
21,100.119736916,4.929414625,100.209206916,4.839800625,20,0,28.0627756298042
22,100.119736916,4.839800625,100.209206916,4.750186625,21,0,28.003100184061
23,100.119736916,4.750186625,100.209206916,4.660572625,22,0,27.9600676386023
24,100.119736916,4.660572625,100.209206916,4.570958625,23,0,27.928995034111
25,100.119736916,4.570958625,100.209206916,4.481344625,24,0,27.9098426673707
26,100.119736916,4.481344625,100.209206916,4.391730625,25,0,27.9026429645605
27,100.119736916,4.391730625,100.209206916,4.302116625,26,0,27.902451302304
28,100.119736916,4.302116625,100.209206916,4.212502625,27,0,27.9012096560552
