id,left,top,right,bottom,row_index,col_index,id_2,left_2,top_2,right_2,bottom_2,row_index_2,col_index_2,Meteo_18
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"371",100.656556916,6.363238625,100.746026916,6.273624625,"4","6",28.0629875635327
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"432",100.746026916,6.363238625,100.835496916,6.273624625,"4","7",27.9972295973812
234,100.639352158270654,6.301694625000000,100.777916222876172,6.181694625000000,3,5,"433",100.746026916,6.273624625,100.835496916,6.184010625,"5","7",28.0163462887929
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"374",100.656556916,6.094396625,100.746026916,6.004782625,"7","6",28.1433394958722
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"435",100.746026916,6.094396625,100.835496916,6.004782625,"7","7",28.0592046074514
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"375",100.656556916,6.004782625,100.746026916,5.915168625,"8","6",28.1747178912087
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"436",100.746026916,6.004782625,100.835496916,5.915168625,"8","7",28.0867370939639
237,100.639352158270654,5.941694625000000,100.777916222876172,5.821694625000000,6,5,"437",100.746026916,5.915168625,100.835496916,5.825554625,"9","7",28.1171755493926
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"378",100.656556916,5.735940625,100.746026916,5.646326625,"11","6",28.2917756890094
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"439",100.746026916,5.735940625,100.835496916,5.646326625,"11","7",28.1877934631821
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"379",100.656556916,5.646326625,100.746026916,5.556712625,"12","6",28.3311418552628
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"440",100.746026916,5.646326625,100.835496916,5.556712625,"12","7",28.222631312169
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"441",100.746026916,5.556712625,100.835496916,5.467098625,"13","7",28.2486463942201
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"442",100.746026916,5.467098625,100.835496916,5.377484625,"14","7",28.2596362810837
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"382",100.656556916,5.377484625,100.746026916,5.287870625,"15","6",28.3619832258816
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"443",100.746026916,5.377484625,100.835496916,5.287870625,"15","7",28.2512897830595
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"383",100.656556916,5.287870625,100.746026916,5.198256625,"16","6",28.3209527761414
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"444",100.746026916,5.287870625,100.835496916,5.198256625,"16","7",28.2273349863214
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"445",100.746026916,5.198256625,100.835496916,5.108642625,"17","7",28.1966072973761
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"446",100.746026916,5.108642625,100.835496916,5.019028625,"18","7",28.1677465999966
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"386",100.656556916,5.019028625,100.746026916,4.929414625,"19","6",28.1938842466968
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"447",100.746026916,5.019028625,100.835496916,4.929414625,"19","7",28.1456009422644
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"387",100.656556916,4.929414625,100.746026916,4.839800625,"20","6",28.1585100856455
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"448",100.746026916,4.929414625,100.835496916,4.839800625,"20","7",28.1328185542958
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"449",100.746026916,4.839800625,100.835496916,4.750186625,"21","7",28.0920571109915
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"450",100.746026916,4.750186625,100.835496916,4.660572625,"22","7",28.0651760875981
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"390",100.656556916,4.660572625,100.746026916,4.570958625,"23","6",28.0693969225052
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"451",100.746026916,4.660572625,100.835496916,4.570958625,"23","7",28.0562820135103
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"391",100.656556916,4.570958625,100.746026916,4.481344625,"24","6",28.0731389789447
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"452",100.746026916,4.570958625,100.835496916,4.481344625,"24","7",28.0660337427742
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"453",100.746026916,4.481344625,100.835496916,4.391730625,"25","7",28.0888581545288
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"454",100.746026916,4.391730625,100.835496916,4.302116625,"26","7",28.1158956036053
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"394",100.656556916,4.302116625,100.746026916,4.212502625,"27","6",28.1670830682763
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"455",100.746026916,4.302116625,100.835496916,4.212502625,"27","7",28.1372037122556
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"395",100.656556916,4.212502625,100.746026916,4.122888625,"28","6",28.1383203831638
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"456",100.746026916,4.212502625,100.835496916,4.122888625,"28","7",28.126708413701
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"457",100.746026916,4.122888625,100.835496916,4.033274625,"29","7",28.0930700215934
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"458",100.746026916,4.033274625,100.835496916,3.943660625,"30","7",28.0581748349971
253,100.639352158270654,4.021694625000001,100.777916222876172,3.901694625000000,22,5,"459",100.746026916,3.943660625,100.835496916,3.854046625,"31","7",28.0262650728451
254,100.639352158270654,3.901694625000000,100.777916222876172,3.781694625000000,23,5,,,,,,,,
279,100.743275206724789,6.481694625000000,100.881839271330307,6.361694625000000,2,6,"493",100.835496916,6.363238625,100.924966916,6.273624625,"4","8",27.9349180691231
280,100.743275206724789,6.361694625000000,100.881839271330307,6.241694625000000,3,6,"494",100.835496916,6.273624625,100.924966916,6.184010625,"5","8",27.9517160273713
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"434",100.746026916,6.184010625,100.835496916,6.094396625,"6","7",28.0353097525864
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"495",100.835496916,6.184010625,100.924966916,6.094396625,"6","8",27.9641597492032
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"496",100.835496916,6.094396625,100.924966916,6.004782625,"7","8",27.9805513656984
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"497",100.835496916,6.004782625,100.924966916,5.915168625,"8","8",28.0019123590369
283,100.743275206724789,6.001694625000000,100.881839271330307,5.881694625000000,6,6,"498",100.835496916,5.915168625,100.924966916,5.825554625,"9","8",28.0266083666159
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"438",100.746026916,5.825554625,100.835496916,5.735940625,"10","7",28.1512993810847
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"499",100.835496916,5.825554625,100.924966916,5.735940625,"10","8",28.0548519231065
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"500",100.835496916,5.735940625,100.924966916,5.646326625,"11","8",28.0860115225481
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"501",100.835496916,5.646326625,100.924966916,5.556712625,"12","8",28.1146983583065
286,100.743275206724789,5.641694625000000,100.881839271330307,5.521694625000000,9,6,"502",100.835496916,5.556712625,100.924966916,5.467098625,"13","8",28.1358065615291
287,100.743275206724789,5.521694625000000,100.881839271330307,5.401694625000000,10,6,"503",100.835496916,5.467098625,100.924966916,5.377484625,"14","8",28.1460901883253
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"504",100.835496916,5.377484625,100.924966916,5.287870625,"15","8",28.1442165071809
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"505",100.835496916,5.287870625,100.924966916,5.198256625,"16","8",28.1321967796627
289,100.743275206724789,5.281694625000000,100.881839271330307,5.161694625000000,12,6,"506",100.835496916,5.198256625,100.924966916,5.108642625,"17","8",28.1118230807302
290,100.743275206724789,5.161694625000000,100.881839271330307,5.041694625000000,13,6,"507",100.835496916,5.108642625,100.924966916,5.019028625,"18","8",28.0925437679169
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"508",100.835496916,5.019028625,100.924966916,4.929414625,"19","8",28.0773393744769
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"509",100.835496916,4.929414625,100.924966916,4.839800625,"20","8",28.0631571686149
292,100.743275206724789,4.921694625000000,100.881839271330307,4.801694625000000,15,6,"510",100.835496916,4.839800625,100.924966916,4.750186625,"21","8",28.0440655330045
293,100.743275206724789,4.801694625000000,100.881839271330307,4.681694625000000,16,6,"511",100.835496916,4.750186625,100.924966916,4.660572625,"22","8",28.0308101924437
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"512",100.835496916,4.660572625,100.924966916,4.570958625,"23","8",28.0306191761519
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"513",100.835496916,4.570958625,100.924966916,4.481344625,"24","8",28.0435195556423
295,100.743275206724789,4.561694625000000,100.881839271330307,4.441694625000000,18,6,"514",100.835496916,4.481344625,100.924966916,4.391730625,"25","8",28.0610198931376
296,100.743275206724789,4.441694625000000,100.881839271330307,4.321694624999999,19,6,"515",100.835496916,4.391730625,100.924966916,4.302116625,"26","8",28.0833991220499
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"516",100.835496916,4.302116625,100.924966916,4.212502625,"27","8",28.1019819773903
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"517",100.835496916,4.212502625,100.924966916,4.122888625,"28","8",28.10634765624
298,100.743275206724789,4.201694625000000,100.881839271330307,4.081694625000000,21,6,"518",100.835496916,4.122888625,100.924966916,4.033274625,"29","8",28.0967134801759
299,100.743275206724789,4.081694625000000,100.881839271330307,3.961694625000000,22,6,"519",100.835496916,4.033274625,100.924966916,3.943660625,"30","8",28.0806420958902
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"520",100.835496916,3.943660625,100.924966916,3.854046625,"31","8",28.0625581292031
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"521",100.835496916,3.854046625,100.924966916,3.764432625,"32","8",28.0425297396283
301,100.743275206724789,3.841694625000000,100.881839271330307,3.721694625000000,24,6,,,,,,,,
325,100.847198255178924,6.421694625000000,100.985762319784442,6.301694625000000,2,7,,,,,,,,
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"555",100.924966916,6.273624625,101.014436916,6.184010625,"5","9",27.893098794293
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"556",100.924966916,6.184010625,101.014436916,6.094396625,"6","9",27.9045171519363
327,100.847198255178924,6.181694625000000,100.985762319784442,6.061694625000000,4,7,"557",100.924966916,6.094396625,101.014436916,6.004782625,"7","9",27.9136175080699
328,100.847198255178924,6.061694625000000,100.985762319784442,5.941694625000000,5,7,"558",100.924966916,6.004782625,101.014436916,5.915168625,"8","9",27.9275832600773
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"559",100.924966916,5.915168625,101.014436916,5.825554625,"9","9",27.9459375204418
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"560",100.924966916,5.825554625,101.014436916,5.735940625,"10","9",27.9682246025993
330,100.847198255178924,5.821694625000000,100.985762319784442,5.701694625000000,7,7,"561",100.924966916,5.735940625,101.014436916,5.646326625,"11","9",27.9927786265167
331,100.847198255178924,5.701694625000000,100.985762319784442,5.581694625000000,8,7,"562",100.924966916,5.646326625,101.014436916,5.556712625,"12","9",28.0152041639524
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"563",100.924966916,5.556712625,101.014436916,5.467098625,"13","9",28.0327767844609
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"564",100.924966916,5.467098625,101.014436916,5.377484625,"14","9",28.0434455125711
333,100.847198255178924,5.461694625000000,100.985762319784442,5.341694625000000,10,7,"565",100.924966916,5.377484625,101.014436916,5.287870625,"15","9",28.046771313028
334,100.847198255178924,5.341694625000000,100.985762319784442,5.221694625000000,11,7,"566",100.924966916,5.287870625,101.014436916,5.198256625,"16","9",28.0417471370783
335,100.847198255178924,5.221694625000000,100.985762319784442,5.101694625000000,12,7,"567",100.924966916,5.198256625,101.014436916,5.108642625,"17","9",28.0281954765321
