id,left,top,right,bottom,row_index,col_index,id_2,left_2,top_2,right_2,bottom_2,row_index_2,col_index_2,Precip_17
"101",100.327583012908,5.761694625,100.466147077514,5.641694625,"8","2","195",100.388146916,5.735940625,100.477616916,5.646326625,"11","3",1.88712529349514
"101",100.327583012908,5.761694625,100.466147077514,5.641694625,"8","2","196",100.388146916,5.646326625,100.477616916,5.556712625,"12","3",1.7252262083478
"102",100.327583012908,5.641694625,100.466147077514,5.521694625,"9","2","197",100.388146916,5.556712625,100.477616916,5.467098625,"13","3",1.59296900901758
"103",100.327583012908,5.521694625,100.466147077514,5.401694625,"10","2","198",100.388146916,5.467098625,100.477616916,5.377484625,"14","3",1.47744356658393
"104",100.327583012908,5.401694625,100.466147077514,5.281694625,"11","2","199",100.388146916,5.377484625,100.477616916,5.287870625,"15","3",1.45174827387693
"104",100.327583012908,5.401694625,100.466147077514,5.281694625,"11","2","200",100.388146916,5.287870625,100.477616916,5.198256625,"16","3",1.4722317999147
"105",100.327583012908,5.281694625,100.466147077514,5.161694625,"12","2",,,,,,,,
"106",100.327583012908,5.161694625,100.466147077514,5.041694625,"13","2","202",100.388146916,5.108642625,100.477616916,5.019028625,"18","3",1.53457413485923
"107",100.327583012908,5.041694625,100.466147077514,4.921694625,"14","2","203",100.388146916,5.019028625,100.477616916,4.929414625,"19","3",1.56462842372172
"140",100.431506061362,6.541694625,100.570070125968,6.421694625,"1","3","248",100.477616916,6.452852625,100.567086916,6.363238625,"3","4",3.29087862595187
"141",100.431506061362,6.421694625,100.570070125968,6.301694625,"2","3","249",100.477616916,6.363238625,100.567086916,6.273624625,"4","4",3.17263238735783
"141",100.431506061362,6.421694625,100.570070125968,6.301694625,"2","3","310",100.567086916,6.363238625,100.656556916,6.273624625,"4","5",3.18190672090613
"142",100.431506061362,6.301694625,100.570070125968,6.181694625,"3","3","250",100.477616916,6.273624625,100.567086916,6.184010625,"5","4",3.0386991289244
"142",100.431506061362,6.301694625,100.570070125968,6.181694625,"3","3","251",100.477616916,6.184010625,100.567086916,6.094396625,"6","4",2.88445577624599
"143",100.431506061362,6.181694625,100.570070125968,6.061694625,"4","3","252",100.477616916,6.094396625,100.567086916,6.004782625,"7","4",2.70681570970326
"144",100.431506061362,6.061694625,100.570070125968,5.941694625,"5","3","253",100.477616916,6.004782625,100.567086916,5.915168625,"8","4",2.51091180090957
"144",100.431506061362,6.061694625,100.570070125968,5.941694625,"5","3","314",100.567086916,6.004782625,100.656556916,5.915168625,"8","5",2.5353741342857
"145",100.431506061362,5.941694625,100.570070125968,5.821694625,"6","3","254",100.477616916,5.915168625,100.567086916,5.825554625,"9","4",2.2951798715216
"145",100.431506061362,5.941694625,100.570070125968,5.821694625,"6","3","255",100.477616916,5.825554625,100.567086916,5.735940625,"10","4",2.06004867543162
"146",100.431506061362,5.821694625,100.570070125968,5.701694625,"7","3","256",100.477616916,5.735940625,100.567086916,5.646326625,"11","4",1.81149131637261
"147",100.431506061362,5.701694625,100.570070125968,5.581694625,"8","3","257",100.477616916,5.646326625,100.567086916,5.556712625,"12","4",1.66957714773261
"147",100.431506061362,5.701694625,100.570070125968,5.581694625,"8","3","318",100.567086916,5.646326625,100.656556916,5.556712625,"12","5",1.72403984714678
"148",100.431506061362,5.581694625,100.570070125968,5.461694625,"9","3","258",100.477616916,5.556712625,100.567086916,5.467098625,"13","4",1.55665443712992
"148",100.431506061362,5.581694625,100.570070125968,5.461694625,"9","3","259",100.477616916,5.467098625,100.567086916,5.377484625,"14","4",1.45430306069864
"149",100.431506061362,5.461694625,100.570070125968,5.341694625,"10","3","260",100.477616916,5.377484625,100.567086916,5.287870625,"15","4",1.41126258763585
"150",100.431506061362,5.341694625,100.570070125968,5.221694625,"11","3","261",100.477616916,5.287870625,100.567086916,5.198256625,"16","4",1.40920487414296
"151",100.431506061362,5.221694625,100.570070125968,5.101694625,"12","3","262",100.477616916,5.198256625,100.567086916,5.108642625,"17","4",1.4168641265359
"151",100.431506061362,5.221694625,100.570070125968,5.101694625,"12","3","263",100.477616916,5.108642625,100.567086916,5.019028625,"18","4",1.42612770791566
"152",100.431506061362,5.101694625,100.570070125968,4.981694625,"13","3","264",100.477616916,5.019028625,100.567086916,4.929414625,"19","4",1.43564418215934
"153",100.431506061362,4.981694625,100.570070125968,4.861694625,"14","3","265",100.477616916,4.929414625,100.567086916,4.839800625,"20","4",1.44742835349318
"154",100.431506061362,4.861694625,100.570070125968,4.741694625,"15","3",,,,,,,,
"186",100.535429109817,6.601694625,100.673993174422,6.481694625,"1","4",,,,,,,,
"187",100.535429109817,6.481694625,100.673993174422,6.361694625,"2","4","309",100.567086916,6.452852625,100.656556916,6.363238625,"3","5",3.30023784207674
"188",100.535429109817,6.361694625,100.673993174422,6.241694625,"3","4","311",100.567086916,6.273624625,100.656556916,6.184010625,"5","5",3.04717297168193
"188",100.535429109817,6.361694625,100.673993174422,6.241694625,"3","4","372",100.656556916,6.273624625,100.746026916,6.184010625,"5","6",3.07317269347396
"189",100.535429109817,6.241694625,100.673993174422,6.121694625,"4","4","312",100.567086916,6.184010625,100.656556916,6.094396625,"6","5",2.89474306154675
"189",100.535429109817,6.241694625,100.673993174422,6.121694625,"4","4","373",100.656556916,6.184010625,100.746026916,6.094396625,"6","6",2.9279159596705
"190",100.535429109817,6.121694625,100.673993174422,6.001694625,"5","4","313",100.567086916,6.094396625,100.656556916,6.004782625,"7","5",2.72484685914038
"191",100.535429109817,6.001694625,100.673993174422,5.881694625,"6","4","315",100.567086916,5.915168625,100.656556916,5.825554625,"9","5",2.32468309618173
"191",100.535429109817,6.001694625,100.673993174422,5.881694625,"6","4","376",100.656556916,5.915168625,100.746026916,5.825554625,"9","6",2.39373900732018
"192",100.535429109817,5.881694625,100.673993174422,5.761694625,"7","4","316",100.567086916,5.825554625,100.656556916,5.735940625,"10","5",2.10023686610009
"192",100.535429109817,5.881694625,100.673993174422,5.761694625,"7","4","377",100.656556916,5.825554625,100.746026916,5.735940625,"10","6",2.19161126729527
"193",100.535429109817,5.761694625,100.673993174422,5.641694625,"8","4","317",100.567086916,5.735940625,100.656556916,5.646326625,"11","5",1.88524300874824
"194",100.535429109817,5.641694625,100.673993174422,5.521694625,"9","4","319",100.567086916,5.556712625,100.656556916,5.467098625,"13","5",1.59841076744031
"194",100.535429109817,5.641694625,100.673993174422,5.521694625,"9","4","380",100.656556916,5.556712625,100.746026916,5.467098625,"13","6",1.69817697348181
"195",100.535429109817,5.521694625,100.673993174422,5.401694625,"10","4","320",100.567086916,5.467098625,100.656556916,5.377484625,"14","5",1.48736275093435
"195",100.535429109817,5.521694625,100.673993174422,5.401694625,"10","4","381",100.656556916,5.467098625,100.746026916,5.377484625,"14","6",1.5810845128613
"196",100.535429109817,5.401694625,100.673993174422,5.281694625,"11","4","321",100.567086916,5.377484625,100.656556916,5.287870625,"15","5",1.42724404393755
"196",100.535429109817,5.401694625,100.673993174422,5.281694625,"11","4","322",100.567086916,5.287870625,100.656556916,5.198256625,"16","5",1.39675109474303
"197",100.535429109817,5.281694625,100.673993174422,5.161694625,"12","4","323",100.567086916,5.198256625,100.656556916,5.108642625,"17","5",1.37487876867257
"197",100.535429109817,5.281694625,100.673993174422,5.161694625,"12","4","384",100.656556916,5.198256625,100.746026916,5.108642625,"17","6",1.37397281128694
"198",100.535429109817,5.161694625,100.673993174422,5.041694625,"13","4","324",100.567086916,5.108642625,100.656556916,5.019028625,"18","5",1.35618932573325
"198",100.535429109817,5.161694625,100.673993174422,5.041694625,"13","4","385",100.656556916,5.108642625,100.746026916,5.019028625,"18","6",1.32429067784326
"199",100.535429109817,5.041694625,100.673993174422,4.921694625,"14","4","325",100.567086916,5.019028625,100.656556916,4.929414625,"19","5",1.33985876127102
"199",100.535429109817,5.041694625,100.673993174422,4.921694625,"14","4","326",100.567086916,4.929414625,100.656556916,4.839800625,"20","5",1.3288227565639
"200",100.535429109817,4.921694625,100.673993174422,4.801694625,"15","4","327",100.567086916,4.839800625,100.656556916,4.750186625,"21","5",1.32648587307035
"200",100.535429109817,4.921694625,100.673993174422,4.801694625,"15","4","388",100.656556916,4.839800625,100.746026916,4.750186625,"21","6",1.22062916741953
"201",100.535429109817,4.801694625,100.673993174422,4.681694625,"16","4","389",100.656556916,4.750186625,100.746026916,4.660572625,"22","6",1.21676310696801
"202",100.535429109817,4.681694625,100.673993174422,4.561694625,"17","4",,,,,,,,
"203",100.535429109817,4.561694625,100.673993174422,4.441694625,"18","4","392",100.656556916,4.481344625,100.746026916,4.391730625,"25","6",1.3035177549231
"204",100.535429109817,4.441694625,100.673993174422,4.321694625,"19","4","393",100.656556916,4.391730625,100.746026916,4.302116625,"26","6",1.34955805292159
"205",100.535429109817,4.321694625,100.673993174422,4.201694625,"20","4",,,,,,,,
"206",100.535429109817,4.201694625,100.673993174422,4.081694625,"21","4",,,,,,,,
"208",100.535429109817,3.961694625,100.673993174422,3.841694625,"23","4",,,,,,,,
"232",100.639352158271,6.541694625,100.777916222876,6.421694625,"1","5","370",100.656556916,6.452852625,100.746026916,6.363238625,"3","6",3.31862604014998
"232",100.639352158271,6.541694625,100.777916222876,6.421694625,"1","5","431",100.746026916,6.452852625,100.835496916,6.363238625,"3","7",3.34574082393352
"233",100.639352158271,6.421694625,100.777916222876,6.301694625,"2","5","371",100.656556916,6.363238625,100.746026916,6.273624625,"4","6",3.20361994675341
"233",100.639352158271,6.421694625,100.777916222876,6.301694625,"2","5","432",100.746026916,6.363238625,100.835496916,6.273624625,"4","7",3.23726389952382
"234",100.639352158271,6.301694625,100.777916222876,6.181694625,"3","5","433",100.746026916,6.273624625,100.835496916,6.184010625,"5","7",3.1152735838249
"235",100.639352158271,6.181694625,100.777916222876,6.061694625,"4","5","374",100.656556916,6.094396625,100.746026916,6.004782625,"7","6",2.76815358560578
"235",100.639352158271,6.181694625,100.777916222876,6.061694625,"4","5","435",100.746026916,6.094396625,100.835496916,6.004782625,"7","7",2.83433253638101
"236",100.639352158271,6.061694625,100.777916222876,5.941694625,"5","5","375",100.656556916,6.004782625,100.746026916,5.915168625,"8","6",2.58983659137222
"236",100.639352158271,6.061694625,100.777916222876,5.941694625,"5","5","436",100.746026916,6.004782625,100.835496916,5.915168625,"8","7",2.66997616773978
"237",100.639352158271,5.941694625,100.777916222876,5.821694625,"6","5","437",100.746026916,5.915168625,100.835496916,5.825554625,"9","7",2.49094379782382
"238",100.639352158271,5.821694625,100.777916222876,5.701694625,"7","5","378",100.656556916,5.735940625,100.746026916,5.646326625,"11","6",2.00268351236361
"238",100.639352158271,5.821694625,100.777916222876,5.701694625,"7","5","439",100.746026916,5.735940625,100.835496916,5.646326625,"11","7",2.13546069528443
"239",100.639352158271,5.701694625,100.777916222876,5.581694625,"8","5","379",100.656556916,5.646326625,100.746026916,5.556712625,"12","6",1.83798486883554
"239",100.639352158271,5.701694625,100.777916222876,5.581694625,"8","5","440",100.746026916,5.646326625,100.835496916,5.556712625,"12","7",1.97419451294795
"240",100.639352158271,5.581694625,100.777916222876,5.461694625,"9","5","441",100.746026916,5.556712625,100.835496916,5.467098625,"13","7",1.82785350493724
"240",100.639352158271,5.581694625,100.777916222876,5.461694625,"9","5","442",100.746026916,5.467098625,100.835496916,5.377484625,"14","7",1.69907423929292
"241",100.639352158271,5.461694625,100.777916222876,5.341694625,"10","5","382",100.656556916,5.377484625,100.746026916,5.287870625,"15","6",1.49333195734144
"241",100.639352158271,5.461694625,100.777916222876,5.341694625,"10","5","443",100.746026916,5.377484625,100.835496916,5.287870625,"15","7",1.58910825228706
"242",100.639352158271,5.341694625,100.777916222876,5.221694625,"11","5","383",100.656556916,5.287870625,100.746026916,5.198256625,"16","6",1.4283978686681
"242",100.639352158271,5.341694625,100.777916222876,5.221694625,"11","5","444",100.746026916,5.287870625,100.835496916,5.198256625,"16","7",1.49477119037266
"243",100.639352158271,5.221694625,100.777916222876,5.101694625,"12","5","445",100.746026916,5.198256625,100.835496916,5.108642625,"17","7",1.40972786261884
"243",100.639352158271,5.221694625,100.777916222876,5.101694625,"12","5","446",100.746026916,5.108642625,100.835496916,5.019028625,"18","7",1.3299790503024
"244",100.639352158271,5.101694625,100.777916222876,4.981694625,"13","5","386",100.656556916,5.019028625,100.746026916,4.929414625,"19","6",1.27839972500616
"244",100.639352158271,5.101694625,100.777916222876,4.981694625,"13","5","447",100.746026916,5.019028625,100.835496916,4.929414625,"19","7",1.2570149422697
"245",100.639352158271,4.981694625,100.777916222876,4.861694625,"14","5","387",100.656556916,4.929414625,100.746026916,4.839800625,"20","6",1.24114566364504
"245",100.639352158271,4.981694625,100.777916222876,4.861694625,"14","5","448",100.746026916,4.929414625,100.835496916,4.839800625,"20","7",1.19258221328447
"246",100.639352158271,4.861694625,100.777916222876,4.741694625,"15","5","449",100.746026916,4.839800625,100.835496916,4.750186625,"21","7",1.15582757494674
"246",100.639352158271,4.861694625,100.777916222876,4.741694625,"15","5","450",100.746026916,4.750186625,100.835496916,4.660572625,"22","7",1.13989537153599
"247",100.639352158271,4.741694625,100.777916222876,4.621694625,"16","5","390",100.656556916,4.660572625,100.746026916,4.570958625,"23","6",1.23125074543033
"247",100.639352158271,4.741694625,100.777916222876,4.621694625,"16","5","451",100.746026916,4.660572625,100.835496916,4.570958625,"23","7",1.1502369924294
"248",100.639352158271,4.621694625,100.777916222876,4.501694625,"17","5","391",100.656556916,4.570958625,100.746026916,4.481344625,"24","6",1.26172717320379
"248",100.639352158271,4.621694625,100.777916222876,4.501694625,"17","5","452",100.746026916,4.570958625,100.835496916,4.481344625,"24","7",1.18637746400199
"249",100.639352158271,4.501694625,100.777916222876,4.381694625,"18","5","453",100.746026916,4.481344625,100.835496916,4.391730625,"25","7",1.24335500506016
"249",100.639352158271,4.501694625,100.777916222876,4.381694625,"18","5","454",100.746026916,4.391730625,100.835496916,4.302116625,"26","7",1.31834792367777
"250",100.639352158271,4.381694625,100.777916222876,4.261694625,"19","5","394",100.656556916,4.302116625,100.746026916,4.212502625,"27","6",1.39838531160791
"250",100.639352158271,4.381694625,100.777916222876,4.261694625,"19","5","455",100.746026916,4.302116625,100.835496916,4.212502625,"27","7",1.4352652496012
"251",100.639352158271,4.261694625,100.777916222876,4.141694625,"20","5","395",100.656556916,4.212502625,100.746026916,4.122888625,"28","6",1.61814769518323
"251",100.639352158271,4.261694625,100.777916222876,4.141694625,"20","5","456",100.746026916,4.212502625,100.835496916,4.122888625,"28","7",1.6539442409064
"252",100.639352158271,4.141694625,100.777916222876,4.021694625,"21","5","457",100.746026916,4.122888625,100.835496916,4.033274625,"29","7",1.94746357552721
"252",100.639352158271,4.141694625,100.777916222876,4.021694625,"21","5","458",100.746026916,4.033274625,100.835496916,3.943660625,"30","7",2.24715291126704
"253",100.639352158271,4.021694625,100.777916222876,3.901694625,"22","5","459",100.746026916,3.943660625,100.835496916,3.854046625,"31","7",2.53134594128571
"254",100.639352158271,3.901694625,100.777916222876,3.781694625,"23","5",,,,,,,,
"279",100.743275206725,6.481694625,100.88183927133,6.361694625,"2","6","493",100.835496916,6.363238625,100.924966916,6.273624625,"4","8",3.28486442698293
"280",100.743275206725,6.361694625,100.88183927133,6.241694625,"3","6","494",100.835496916,6.273624625,100.924966916,6.184010625,"5","8",3.17483222632093
"281",100.743275206725,6.241694625,100.88183927133,6.121694625,"4","6","434",100.746026916,6.184010625,100.835496916,6.094396625,"6","7",2.98132883773855
"281",100.743275206725,6.241694625,100.88183927133,6.121694625,"4","6","495",100.835496916,6.184010625,100.924966916,6.094396625,"6","8",3.05464380237941
"282",100.743275206725,6.121694625,100.88183927133,6.001694625,"5","6","496",100.835496916,6.094396625,100.924966916,6.004782625,"7","8",2.92153992878841
"282",100.743275206725,6.121694625,100.88183927133,6.001694625,"5","6","497",100.835496916,6.004782625,100.924966916,5.915168625,"8","8",2.7714929213105
"283",100.743275206725,6.001694625,100.88183927133,5.881694625,"6","6","498",100.835496916,5.915168625,100.924966916,5.825554625,"9","8",2.60828587068705
"284",100.743275206725,5.881694625,100.88183927133,5.761694625,"7","6","438",100.746026916,5.825554625,100.835496916,5.735940625,"10","7",2.30838135294842
"284",100.743275206725,5.881694625,100.88183927133,5.761694625,"7","6","499",100.835496916,5.825554625,100.924966916,5.735940625,"10","8",2.44125106194573
"285",100.743275206725,5.761694625,100.88183927133,5.641694625,"8","6","500",100.835496916,5.735940625,100.924966916,5.646326625,"11","8",2.28018731826783
"285",100.743275206725,5.761694625,100.88183927133,5.641694625,"8","6","501",100.835496916,5.646326625,100.924966916,5.556712625,"12","8",2.12419808534043
"286",100.743275206725,5.641694625,100.88183927133,5.521694625,"9","6","502",100.835496916,5.556712625,100.924966916,5.467098625,"13","8",1.97506955197363
"287",100.743275206725,5.521694625,100.88183927133,5.401694625,"10","6","503",100.835496916,5.467098625,100.924966916,5.377484625,"14","8",1.83607047828016
"288",100.743275206725,5.401694625,100.88183927133,5.281694625,"11","6","504",100.835496916,5.377484625,100.924966916,5.287870625,"15","8",1.70816929268382
"288",100.743275206725,5.401694625,100.88183927133,5.281694625,"11","6","505",100.835496916,5.287870625,100.924966916,5.198256625,"16","8",1.58988875457464
"289",100.743275206725,5.281694625,100.88183927133,5.161694625,"12","6","506",100.835496916,5.198256625,100.924966916,5.108642625,"17","8",1.47948472618249
"290",100.743275206725,5.161694625,100.88183927133,5.041694625,"13","6","507",100.835496916,5.108642625,100.924966916,5.019028625,"18","8",1.37751030732988
"291",100.743275206725,5.041694625,100.88183927133,4.921694625,"14","6","508",100.835496916,5.019028625,100.924966916,4.929414625,"19","8",1.28283067651435
"291",100.743275206725,5.041694625,100.88183927133,4.921694625,"14","6","509",100.835496916,4.929414625,100.924966916,4.839800625,"20","8",1.19884270100295
"292",100.743275206725,4.921694625,100.88183927133,4.801694625,"15","6","510",100.835496916,4.839800625,100.924966916,4.750186625,"21","8",1.13515639414383
"293",100.743275206725,4.801694625,100.88183927133,4.681694625,"16","6","511",100.835496916,4.750186625,100.924966916,4.660572625,"22","8",1.10220134636894
"294",100.743275206725,4.681694625,100.88183927133,4.561694625,"17","6","512",100.835496916,4.660572625,100.924966916,4.570958625,"23","8",1.1088177006506
"294",100.743275206725,4.681694625,100.88183927133,4.561694625,"17","6","513",100.835496916,4.570958625,100.924966916,4.481344625,"24","8",1.15810779423647
"295",100.743275206725,4.561694625,100.88183927133,4.441694625,"18","6","514",100.835496916,4.481344625,100.924966916,4.391730625,"25","8",1.24327831835405
"296",100.743275206725,4.441694625,100.88183927133,4.321694625,"19","6","515",100.835496916,4.391730625,100.924966916,4.302116625,"26","8",1.36619903881296
"297",100.743275206725,4.321694625,100.88183927133,4.201694625,"20","6","516",100.835496916,4.302116625,100.924966916,4.212502625,"27","8",1.53682705106771
"297",100.743275206725,4.321694625,100.88183927133,4.201694625,"20","6","517",100.835496916,4.212502625,100.924966916,4.122888625,"28","8",1.76643707647218
"298",100.743275206725,4.201694625,100.88183927133,4.081694625,"21","6","518",100.835496916,4.122888625,100.924966916,4.033274625,"29","8",2.04181598720701
"299",100.743275206725,4.081694625,100.88183927133,3.961694625,"22","6","519",100.835496916,4.033274625,100.924966916,3.943660625,"30","8",2.32910795515458
"300",100.743275206725,3.961694625,100.88183927133,3.841694625,"23","6","520",100.835496916,3.943660625,100.924966916,3.854046625,"31","8",2.60517220357492
"300",100.743275206725,3.961694625,100.88183927133,3.841694625,"23","6","521",100.835496916,3.854046625,100.924966916,3.764432625,"32","8",2.86231830275926
"301",100.743275206725,3.841694625,100.88183927133,3.721694625,"24","6",,,,,,,,
"325",100.847198255179,6.421694625,100.985762319784,6.301694625,"2","7",,,,,,,,
"326",100.847198255179,6.301694625,100.985762319784,6.181694625,"3","7","555",100.924966916,6.273624625,101.014436916,6.184010625,"5","9",3.24945158419722
"326",100.847198255179,6.301694625,100.985762319784,6.181694625,"3","7","556",100.924966916,6.184010625,101.014436916,6.094396625,"6","9",3.1438468772601
"327",100.847198255179,6.181694625,100.985762319784,6.061694625,"4","7","557",100.924966916,6.094396625,101.014436916,6.004782625,"7","9",3.02521538303195
"328",100.847198255179,6.061694625,100.985762319784,5.941694625,"5","7","558",100.924966916,6.004782625,101.014436916,5.915168625,"8","9",2.88962625946022
"329",100.847198255179,5.941694625,100.985762319784,5.821694625,"6","7","559",100.924966916,5.915168625,101.014436916,5.825554625,"9","9",2.74100803598209
"329",100.847198255179,5.941694625,100.985762319784,5.821694625,"6","7","560",100.924966916,5.825554625,101.014436916,5.735940625,"10","9",2.58699372774222
"330",100.847198255179,5.821694625,100.985762319784,5.701694625,"7","7","561",100.924966916,5.735940625,101.014436916,5.646326625,"11","9",2.43534649097869
"331",100.847198255179,5.701694625,100.985762319784,5.581694625,"8","7","562",100.924966916,5.646326625,101.014436916,5.556712625,"12","9",2.28473209159137
"332",100.847198255179,5.581694625,100.985762319784,5.461694625,"9","7","563",100.924966916,5.556712625,101.014436916,5.467098625,"13","9",2.13458946738246
"332",100.847198255179,5.581694625,100.985762319784,5.461694625,"9","7","564",100.924966916,5.467098625,101.014436916,5.377484625,"14","9",1.98861837333938
"333",100.847198255179,5.461694625,100.985762319784,5.341694625,"10","7","565",100.924966916,5.377484625,101.014436916,5.287870625,"15","9",1.84799874627593
"334",100.847198255179,5.341694625,100.985762319784,5.221694625,"11","7","566",100.924966916,5.287870625,101.014436916,5.198256625,"16","9",1.71356799163476
"335",100.847198255179,5.221694625,100.985762319784,5.101694625,"12","7","567",100.924966916,5.198256625,101.014436916,5.108642625,"17","9",1.58721305542725
"335",100.847198255179,5.221694625,100.985762319784,5.101694625,"12","7","568",100.924966916,5.108642625,101.014436916,5.019028625,"18","9",1.46732887551195
"336",100.847198255179,5.101694625,100.985762319784,4.981694625,"13","7","569",100.924966916,5.019028625,101.014436916,4.929414625,"19","9",1.35305002438395
"337",100.847198255179,4.981694625,100.985762319784,4.861694625,"14","7","570",100.924966916,4.929414625,101.014436916,4.839800625,"20","9",1.24668121326892
"338",100.847198255179,4.861694625,100.985762319784,4.741694625,"15","7","571",100.924966916,4.839800625,101.014436916,4.750186625,"21","9",1.15589871366266
"338",100.847198255179,4.861694625,100.985762319784,4.741694625,"15","7","572",100.924966916,4.750186625,101.014436916,4.660572625,"22","9",1.09959770098166
"339",100.847198255179,4.741694625,100.985762319784,4.621694625,"16","7","573",100.924966916,4.660572625,101.014436916,4.570958625,"23","9",1.10016696529001
"340",100.847198255179,4.621694625,100.985762319784,4.501694625,"17","7","574",100.924966916,4.570958625,101.014436916,4.481344625,"24","9",1.16954473980629
"341",100.847198255179,4.501694625,100.985762319784,4.381694625,"18","7","575",100.924966916,4.481344625,101.014436916,4.391730625,"25","9",1.2937638776106
"341",100.847198255179,4.501694625,100.985762319784,4.381694625,"18","7","576",100.924966916,4.391730625,101.014436916,4.302116625,"26","9",1.46239827957391
"342",100.847198255179,4.381694625,100.985762319784,4.261694625,"19","7","577",100.924966916,4.302116625,101.014436916,4.212502625,"27","9",1.66886372937847
"343",100.847198255179,4.261694625,100.985762319784,4.141694625,"20","7","578",100.924966916,4.212502625,101.014436916,4.122888625,"28","9",1.91063614841556
"344",100.847198255179,4.141694625,100.985762319784,4.021694625,"21","7","579",100.924966916,4.122888625,101.014436916,4.033274625,"29","9",2.17834899493953
