id,left,top,right,bottom,row_index,col_index,id_2,left_2,top_2,right_2,bottom_2,row_index_2,col_index_2,Wind_18
57,100.223659964454129,5.461694625000000,100.362224029059647,5.341694625000000,10,1,"138",100.298676916,5.377484625,100.388146916,5.287870625,"15","2",16.1818098631512
58,100.223659964454129,5.341694625000000,100.362224029059647,5.221694625000000,11,1,"139",100.298676916,5.287870625,100.388146916,5.198256625,"16","2",15.5273485029042
60,100.223659964454129,5.101694625000000,100.362224029059647,4.981694625000000,13,1,,,,,,,,
94,100.327583012908249,6.601694625000000,100.466147077513781,6.481694625000000,1,2,"186",100.388146916,6.542466625,100.477616916,6.452852625,"2","3",14.1418598354787
95,100.327583012908249,6.481694625000000,100.466147077513781,6.361694625000000,2,2,"187",100.388146916,6.452852625,100.477616916,6.363238625,"3","3",14.5554985887682
95,100.327583012908249,6.481694625000000,100.466147077513781,6.361694625000000,2,2,"188",100.388146916,6.363238625,100.477616916,6.273624625,"4","3",15.0830486964006
96,100.327583012908249,6.361694625000000,100.466147077513781,6.241694625000000,3,2,"189",100.388146916,6.273624625,100.477616916,6.184010625,"5","3",15.6764338304686
97,100.327583012908249,6.241694625000000,100.466147077513781,6.121694625000000,4,2,"190",100.388146916,6.184010625,100.477616916,6.094396625,"6","3",16.2228943438416
98,100.327583012908249,6.121694625000000,100.466147077513781,6.001694625000000,5,2,"191",100.388146916,6.094396625,100.477616916,6.004782625,"7","3",16.4324772723702
98,100.327583012908249,6.121694625000000,100.466147077513781,6.001694625000000,5,2,"192",100.388146916,6.004782625,100.477616916,5.915168625,"8","3",16.5844923314592
99,100.327583012908249,6.001694625000000,100.466147077513781,5.881694625000000,6,2,"193",100.388146916,5.915168625,100.477616916,5.825554625,"9","3",16.7010901778055
100,100.327583012908249,5.881694625000000,100.466147077513781,5.761694625000000,7,2,"194",100.388146916,5.825554625,100.477616916,5.735940625,"10","3",16.7875248511992
101,100.327583012908249,5.761694625000000,100.466147077513781,5.641694625000000,8,2,"195",100.388146916,5.735940625,100.477616916,5.646326625,"11","3",16.8644654840752
101,100.327583012908249,5.761694625000000,100.466147077513781,5.641694625000000,8,2,"196",100.388146916,5.646326625,100.477616916,5.556712625,"12","3",16.9722507105587
102,100.327583012908249,5.641694625000000,100.466147077513781,5.521694625000000,9,2,"197",100.388146916,5.556712625,100.477616916,5.467098625,"13","3",17.0783703769234
103,100.327583012908249,5.521694625000000,100.466147077513781,5.401694625000000,10,2,"198",100.388146916,5.467098625,100.477616916,5.377484625,"14","3",17.1187819151572
104,100.327583012908249,5.401694625000000,100.466147077513781,5.281694625000000,11,2,"199",100.388146916,5.377484625,100.477616916,5.287870625,"15","3",16.4323120847843
104,100.327583012908249,5.401694625000000,100.466147077513781,5.281694625000000,11,2,"200",100.388146916,5.287870625,100.477616916,5.198256625,"16","3",15.6379580485535
105,100.327583012908249,5.281694625000000,100.466147077513781,5.161694625000000,12,2,,,,,,,,
106,100.327583012908249,5.161694625000000,100.466147077513781,5.041694625000000,13,2,"202",100.388146916,5.108642625,100.477616916,5.019028625,"18","3",14.1012510311521
107,100.327583012908249,5.041694625000000,100.466147077513781,4.921694625000000,14,2,"203",100.388146916,5.019028625,100.477616916,4.929414625,"19","3",13.4041386868542
140,100.431506061362398,6.541694625000000,100.570070125967916,6.421694625000000,1,3,"248",100.477616916,6.452852625,100.567086916,6.363238625,"3","4",14.8287162073873
141,100.431506061362398,6.421694625000000,100.570070125967916,6.301694625000000,2,3,"249",100.477616916,6.363238625,100.567086916,6.273624625,"4","4",15.3008065165407
141,100.431506061362398,6.421694625000000,100.570070125967916,6.301694625000000,2,3,"310",100.567086916,6.363238625,100.656556916,6.273624625,"4","5",15.4761798348702
142,100.431506061362398,6.301694625000000,100.570070125967916,6.181694625000000,3,3,"250",100.477616916,6.273624625,100.567086916,6.184010625,"5","4",15.8022957810967
142,100.431506061362398,6.301694625000000,100.570070125967916,6.181694625000000,3,3,"251",100.477616916,6.184010625,100.567086916,6.094396625,"6","4",16.2337212500611
143,100.431506061362398,6.181694625000000,100.570070125967916,6.061694625000000,4,3,"252",100.477616916,6.094396625,100.567086916,6.004782625,"7","4",16.5019568872857
144,100.431506061362398,6.061694625000000,100.570070125967916,5.941694625000000,5,3,"253",100.477616916,6.004782625,100.567086916,5.915168625,"8","4",16.6661502741633
144,100.431506061362398,6.061694625000000,100.570070125967916,5.941694625000000,5,3,"314",100.567086916,6.004782625,100.656556916,5.915168625,"8","5",16.7144348420875
145,100.431506061362398,5.941694625000000,100.570070125967916,5.821694625000000,6,3,"254",100.477616916,5.915168625,100.567086916,5.825554625,"9","4",16.7724636244253
145,100.431506061362398,5.941694625000000,100.570070125967916,5.821694625000000,6,3,"255",100.477616916,5.825554625,100.567086916,5.735940625,"10","4",16.8340448093133
146,100.431506061362398,5.821694625000000,100.570070125967916,5.701694625000000,7,3,"256",100.477616916,5.735940625,100.567086916,5.646326625,"11","4",16.8557131761841
147,100.431506061362398,5.701694625000000,100.570070125967916,5.581694625000000,8,3,"257",100.477616916,5.646326625,100.567086916,5.556712625,"12","4",16.9840209051111
147,100.431506061362398,5.701694625000000,100.570070125967916,5.581694625000000,8,3,"318",100.567086916,5.646326625,100.656556916,5.556712625,"12","5",16.9504697304593
148,100.431506061362398,5.581694625000000,100.570070125967916,5.461694625000000,9,3,"258",100.477616916,5.556712625,100.567086916,5.467098625,"13","4",17.0994203074967
148,100.431506061362398,5.581694625000000,100.570070125967916,5.461694625000000,9,3,"259",100.477616916,5.467098625,100.567086916,5.377484625,"14","4",17.0254401944324
149,100.431506061362398,5.461694625000000,100.570070125967916,5.341694625000000,10,3,"260",100.477616916,5.377484625,100.567086916,5.287870625,"15","4",16.4628500138188
150,100.431506061362398,5.341694625000000,100.570070125967916,5.221694625000000,11,3,"261",100.477616916,5.287870625,100.567086916,5.198256625,"16","4",15.655493096377
151,100.431506061362398,5.221694625000000,100.570070125967916,5.101694625000000,12,3,"262",100.477616916,5.198256625,100.567086916,5.108642625,"17","4",14.8334164928727
151,100.431506061362398,5.221694625000000,100.570070125967916,5.101694625000000,12,3,"263",100.477616916,5.108642625,100.567086916,5.019028625,"18","4",14.0466080722583
152,100.431506061362398,5.101694625000000,100.570070125967916,4.981694625000000,13,3,"264",100.477616916,5.019028625,100.567086916,4.929414625,"19","4",13.3219007189709
153,100.431506061362398,4.981694625000000,100.570070125967916,4.861694625000000,14,3,"265",100.477616916,4.929414625,100.567086916,4.839800625,"20","4",12.685580870962
154,100.431506061362398,4.861694625000000,100.570070125967916,4.741694625000000,15,3,,,,,,,,
186,100.535429109816505,6.601694625000000,100.673993174422037,6.481694625000000,1,4,,,,,,,,
187,100.535429109816505,6.481694625000000,100.673993174422037,6.361694625000000,2,4,"309",100.567086916,6.452852625,100.656556916,6.363238625,"3","5",15.057369896301
188,100.535429109816505,6.361694625000000,100.673993174422037,6.241694625000000,3,4,"311",100.567086916,6.273624625,100.656556916,6.184010625,"5","5",15.9024981542546
188,100.535429109816505,6.361694625000000,100.673993174422037,6.241694625000000,3,4,"372",100.656556916,6.273624625,100.746026916,6.184010625,"5","6",16.0043304643957
189,100.535429109816505,6.241694625000000,100.673993174422037,6.121694625000000,4,4,"312",100.567086916,6.184010625,100.656556916,6.094396625,"6","5",16.2749423535586
189,100.535429109816505,6.241694625000000,100.673993174422037,6.121694625000000,4,4,"373",100.656556916,6.184010625,100.746026916,6.094396625,"6","6",16.332625587288
190,100.535429109816505,6.121694625000000,100.673993174422037,6.001694625000000,5,4,"313",100.567086916,6.094396625,100.656556916,6.004782625,"7","5",16.5413745262228
191,100.535429109816505,6.001694625000000,100.673993174422037,5.881694625000000,6,4,"315",100.567086916,5.915168625,100.656556916,5.825554625,"9","5",16.8184747852919
191,100.535429109816505,6.001694625000000,100.673993174422037,5.881694625000000,6,4,"376",100.656556916,5.915168625,100.746026916,5.825554625,"9","6",16.8380523252015
192,100.535429109816505,5.881694625000000,100.673993174422037,5.761694625000000,7,4,"316",100.567086916,5.825554625,100.656556916,5.735940625,"10","5",16.87091221732
192,100.535429109816505,5.881694625000000,100.673993174422037,5.761694625000000,7,4,"377",100.656556916,5.825554625,100.746026916,5.735940625,"10","6",16.8777890305208
193,100.535429109816505,5.761694625000000,100.673993174422037,5.641694625000000,8,4,"317",100.567086916,5.735940625,100.656556916,5.646326625,"11","5",16.8966359155287
194,100.535429109816505,5.641694625000000,100.673993174422037,5.521694625000000,9,4,"319",100.567086916,5.556712625,100.656556916,5.467098625,"13","5",16.9909918936446
194,100.535429109816505,5.641694625000000,100.673993174422037,5.521694625000000,9,4,"380",100.656556916,5.556712625,100.746026916,5.467098625,"13","6",16.7915060388485
195,100.535429109816505,5.521694625000000,100.673993174422037,5.401694625000000,10,4,"320",100.567086916,5.467098625,100.656556916,5.377484625,"14","5",16.9189733988424
195,100.535429109816505,5.521694625000000,100.673993174422037,5.401694625000000,10,4,"381",100.656556916,5.467098625,100.746026916,5.377484625,"14","6",16.5773028643484
196,100.535429109816505,5.401694625000000,100.673993174422037,5.281694625000000,11,4,"321",100.567086916,5.377484625,100.656556916,5.287870625,"15","5",16.3605032192847
196,100.535429109816505,5.401694625000000,100.673993174422037,5.281694625000000,11,4,"322",100.567086916,5.287870625,100.656556916,5.198256625,"16","5",15.5766814681474
197,100.535429109816505,5.281694625000000,100.673993174422037,5.161694625000000,12,4,"323",100.567086916,5.198256625,100.656556916,5.108642625,"17","5",14.7676378350241
197,100.535429109816505,5.281694625000000,100.673993174422037,5.161694625000000,12,4,"384",100.656556916,5.198256625,100.746026916,5.108642625,"17","6",14.6982543753818
198,100.535429109816505,5.161694625000000,100.673993174422037,5.041694625000000,13,4,"324",100.567086916,5.108642625,100.656556916,5.019028625,"18","5",13.9761635254238
198,100.535429109816505,5.161694625000000,100.673993174422037,5.041694625000000,13,4,"385",100.656556916,5.108642625,100.746026916,5.019028625,"18","6",13.9295998529276
199,100.535429109816505,5.041694625000000,100.673993174422037,4.921694625000000,14,4,"325",100.567086916,5.019028625,100.656556916,4.929414625,"19","5",13.2382459507188
199,100.535429109816505,5.041694625000000,100.673993174422037,4.921694625000000,14,4,"326",100.567086916,4.929414625,100.656556916,4.839800625,"20","5",12.6036566447776
200,100.535429109816505,4.921694625000000,100.673993174422037,4.801694625000000,15,4,"327",100.567086916,4.839800625,100.656556916,4.750186625,"21","5",12.1248869625845
200,100.535429109816505,4.921694625000000,100.673993174422037,4.801694625000000,15,4,"388",100.656556916,4.839800625,100.746026916,4.750186625,"21","6",12.1317617436151
201,100.535429109816505,4.801694625000000,100.673993174422037,4.681694625000000,16,4,"389",100.656556916,4.750186625,100.746026916,4.660572625,"22","6",11.928771836987
202,100.535429109816505,4.681694625000000,100.673993174422037,4.561694625000000,17,4,,,,,,,,
203,100.535429109816505,4.561694625000000,100.673993174422037,4.441694625000000,18,4,"392",100.656556916,4.481344625,100.746026916,4.391730625,"25","6",11.5048560026207
204,100.535429109816505,4.441694625000000,100.673993174422037,4.321694624999999,19,4,"393",100.656556916,4.391730625,100.746026916,4.302116625,"26","6",11.3351895772342
205,100.535429109816505,4.321694624999999,100.673993174422037,4.201694625000000,20,4,,,,,,,,
206,100.535429109816505,4.201694625000000,100.673993174422037,4.081694625000000,21,4,,,,,,,,
208,100.535429109816505,3.961694625000000,100.673993174422037,3.841694625000000,23,4,,,,,,,,
232,100.639352158270654,6.541694625000000,100.777916222876172,6.421694625000000,1,5,"370",100.656556916,6.452852625,100.746026916,6.363238625,"3","6",15.2574874359853
232,100.639352158270654,6.541694625000000,100.777916222876172,6.421694625000000,1,5,"431",100.746026916,6.452852625,100.835496916,6.363238625,"3","7",15.4315857161671
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"371",100.656556916,6.363238625,100.746026916,6.273624625,"4","6",15.6321462614941
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"432",100.746026916,6.363238625,100.835496916,6.273624625,"4","7",15.7671427845203
234,100.639352158270654,6.301694625000000,100.777916222876172,6.181694625000000,3,5,"433",100.746026916,6.273624625,100.835496916,6.184010625,"5","7",16.0961168165031
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"374",100.656556916,6.094396625,100.746026916,6.004782625,"7","6",16.5781772490024
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"435",100.746026916,6.094396625,100.835496916,6.004782625,"7","7",16.6068742227355
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"375",100.656556916,6.004782625,100.746026916,5.915168625,"8","6",16.7427629367694
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"436",100.746026916,6.004782625,100.835496916,5.915168625,"8","7",16.7525592962968
237,100.639352158270654,5.941694625000000,100.777916222876172,5.821694625000000,6,5,"437",100.746026916,5.915168625,100.835496916,5.825554625,"9","7",16.8289445237929
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"378",100.656556916,5.735940625,100.746026916,5.646326625,"11","6",16.8803619735768
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"439",100.746026916,5.735940625,100.835496916,5.646326625,"11","7",16.8172403058824
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"379",100.656556916,5.646326625,100.746026916,5.556712625,"12","6",16.8652169150736
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"440",100.746026916,5.646326625,100.835496916,5.556712625,"12","7",16.7417577555316
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"441",100.746026916,5.556712625,100.835496916,5.467098625,"13","7",16.5853348939876
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"442",100.746026916,5.467098625,100.835496916,5.377484625,"14","7",16.3184969437898
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"382",100.656556916,5.377484625,100.746026916,5.287870625,"15","6",16.1103946366103
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"443",100.746026916,5.377484625,100.835496916,5.287870625,"15","7",15.8971649409252
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"383",100.656556916,5.287870625,100.746026916,5.198256625,"16","6",15.4444634852113
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"444",100.746026916,5.287870625,100.835496916,5.198256625,"16","7",15.3334404479383
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"445",100.746026916,5.198256625,100.835496916,5.108642625,"17","7",14.6781143378254
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"446",100.746026916,5.108642625,100.835496916,5.019028625,"18","7",13.9622178686665
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"386",100.656556916,5.019028625,100.746026916,4.929414625,"19","6",13.1756575612544
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"447",100.746026916,5.019028625,100.835496916,4.929414625,"19","7",13.2003018044594
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"387",100.656556916,4.929414625,100.746026916,4.839800625,"20","6",12.5161337225106
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"448",100.746026916,4.929414625,100.835496916,4.839800625,"20","7",12.4492296334203
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"449",100.746026916,4.839800625,100.835496916,4.750186625,"21","7",12.2584610764121
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"450",100.746026916,4.750186625,100.835496916,4.660572625,"22","7",12.1788688516243
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"390",100.656556916,4.660572625,100.746026916,4.570958625,"23","6",11.8030865533135
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"451",100.746026916,4.660572625,100.835496916,4.570958625,"23","7",12.1194778026661
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"391",100.656556916,4.570958625,100.746026916,4.481344625,"24","6",11.6639235344422
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"452",100.746026916,4.570958625,100.835496916,4.481344625,"24","7",12.0259496790619
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"453",100.746026916,4.481344625,100.835496916,4.391730625,"25","7",11.9129911195292
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"454",100.746026916,4.391730625,100.835496916,4.302116625,"26","7",11.8127117931374
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"394",100.656556916,4.302116625,100.746026916,4.212502625,"27","6",11.150278418606
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"455",100.746026916,4.302116625,100.835496916,4.212502625,"27","7",11.8085623947051
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"395",100.656556916,4.212502625,100.746026916,4.122888625,"28","6",11.5436357026522
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"456",100.746026916,4.212502625,100.835496916,4.122888625,"28","7",12.1376708295478
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"457",100.746026916,4.122888625,100.835496916,4.033274625,"29","7",12.6996670945159
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"458",100.746026916,4.033274625,100.835496916,3.943660625,"30","7",13.2841042056301
253,100.639352158270654,4.021694625000001,100.777916222876172,3.901694625000000,22,5,"459",100.746026916,3.943660625,100.835496916,3.854046625,"31","7",13.836506867217
254,100.639352158270654,3.901694625000000,100.777916222876172,3.781694625000000,23,5,,,,,,,,
279,100.743275206724789,6.481694625000000,100.881839271330307,6.361694625000000,2,6,"493",100.835496916,6.363238625,100.924966916,6.273624625,"4","8",15.8835605227912
280,100.743275206724789,6.361694625000000,100.881839271330307,6.241694625000000,3,6,"494",100.835496916,6.273624625,100.924966916,6.184010625,"5","8",16.1769105845023
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"434",100.746026916,6.184010625,100.835496916,6.094396625,"6","7",16.3874616502668
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"495",100.835496916,6.184010625,100.924966916,6.094396625,"6","8",16.4365688214796
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"496",100.835496916,6.094396625,100.924966916,6.004782625,"7","8",16.6290203085691
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"497",100.835496916,6.004782625,100.924966916,5.915168625,"8","8",16.7505763505018
283,100.743275206724789,6.001694625000000,100.881839271330307,5.881694625000000,6,6,"498",100.835496916,5.915168625,100.924966916,5.825554625,"9","8",16.8014863351719
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"438",100.746026916,5.825554625,100.835496916,5.735940625,"10","7",16.8439243043774
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"499",100.835496916,5.825554625,100.924966916,5.735940625,"10","8",16.7972423362387
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"500",100.835496916,5.735940625,100.924966916,5.646326625,"11","8",16.7428697808233
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"501",100.835496916,5.646326625,100.924966916,5.556712625,"12","8",16.6242502919894
286,100.743275206724789,5.641694625000000,100.881839271330307,5.521694625000000,9,6,"502",100.835496916,5.556712625,100.924966916,5.467098625,"13","8",16.4303322427249
287,100.743275206724789,5.521694625000000,100.881839271330307,5.401694625000000,10,6,"503",100.835496916,5.467098625,100.924966916,5.377484625,"14","8",16.1548626399759
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"504",100.835496916,5.377484625,100.924966916,5.287870625,"15","8",15.7750978728577
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"505",100.835496916,5.287870625,100.924966916,5.198256625,"16","8",15.2936741977462
289,100.743275206724789,5.281694625000000,100.881839271330307,5.161694625000000,12,6,"506",100.835496916,5.198256625,100.924966916,5.108642625,"17","8",14.7151168424521
290,100.743275206724789,5.161694625000000,100.881839271330307,5.041694625000000,13,6,"507",100.835496916,5.108642625,100.924966916,5.019028625,"18","8",14.0674146662661
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"508",100.835496916,5.019028625,100.924966916,4.929414625,"19","8",13.4008331588404
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"509",100.835496916,4.929414625,100.924966916,4.839800625,"20","8",12.860738404239
292,100.743275206724789,4.921694625000000,100.881839271330307,4.801694625000000,15,6,"510",100.835496916,4.839800625,100.924966916,4.750186625,"21","8",12.6103704637695
293,100.743275206724789,4.801694625000000,100.881839271330307,4.681694625000000,16,6,"511",100.835496916,4.750186625,100.924966916,4.660572625,"22","8",12.555738555712
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"512",100.835496916,4.660572625,100.924966916,4.570958625,"23","8",12.5226654604464
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"513",100.835496916,4.570958625,100.924966916,4.481344625,"24","8",12.4619874678844
295,100.743275206724789,4.561694625000000,100.881839271330307,4.441694625000000,18,6,"514",100.835496916,4.481344625,100.924966916,4.391730625,"25","8",12.4094281103155
296,100.743275206724789,4.441694625000000,100.881839271330307,4.321694624999999,19,6,"515",100.835496916,4.391730625,100.924966916,4.302116625,"26","8",12.4067316826075
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"516",100.835496916,4.302116625,100.924966916,4.212502625,"27","8",12.5269795224561
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"517",100.835496916,4.212502625,100.924966916,4.122888625,"28","8",12.8354527497593
298,100.743275206724789,4.201694625000000,100.881839271330307,4.081694625000000,21,6,"518",100.835496916,4.122888625,100.924966916,4.033274625,"29","8",13.2957818054032
299,100.743275206724789,4.081694625000000,100.881839271330307,3.961694625000000,22,6,"519",100.835496916,4.033274625,100.924966916,3.943660625,"30","8",13.8158957095332
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"520",100.835496916,3.943660625,100.924966916,3.854046625,"31","8",14.3333759331838
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"521",100.835496916,3.854046625,100.924966916,3.764432625,"32","8",14.8166285463845
301,100.743275206724789,3.841694625000000,100.881839271330307,3.721694625000000,24,6,,,,,,,,
325,100.847198255178924,6.421694625000000,100.985762319784442,6.301694625000000,2,7,,,,,,,,
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"555",100.924966916,6.273624625,101.014436916,6.184010625,"5","9",16.2479606664629
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"556",100.924966916,6.184010625,101.014436916,6.094396625,"6","9",16.4797859964085
327,100.847198255178924,6.181694625000000,100.985762319784442,6.061694625000000,4,7,"557",100.924966916,6.094396625,101.014436916,6.004782625,"7","9",16.6465727589629
328,100.847198255178924,6.061694625000000,100.985762319784442,5.941694625000000,5,7,"558",100.924966916,6.004782625,101.014436916,5.915168625,"8","9",16.7428410188512
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"559",100.924966916,5.915168625,101.014436916,5.825554625,"9","9",16.7742907751796
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"560",100.924966916,5.825554625,101.014436916,5.735940625,"10","9",16.7558170292551
330,100.847198255178924,5.821694625000000,100.985762319784442,5.701694625000000,7,7,"561",100.924966916,5.735940625,101.014436916,5.646326625,"11","9",16.68077135177
331,100.847198255178924,5.701694625000000,100.985762319784442,5.581694625000000,8,7,"562",100.924966916,5.646326625,101.014436916,5.556712625,"12","9",16.5376465621033
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"563",100.924966916,5.556712625,101.014436916,5.467098625,"13","9",16.3374409688905
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"564",100.924966916,5.467098625,101.014436916,5.377484625,"14","9",16.0763344906093
333,100.847198255178924,5.461694625000000,100.985762319784442,5.341694625000000,10,7,"565",100.924966916,5.377484625,101.014436916,5.287870625,"15","9",15.7412073992133
334,100.847198255178924,5.341694625000000,100.985762319784442,5.221694625000000,11,7,"566",100.924966916,5.287870625,101.014436916,5.198256625,"16","9",15.3082914536564
335,100.847198255178924,5.221694625000000,100.985762319784442,5.101694625000000,12,7,"567",100.924966916,5.198256625,101.014436916,5.108642625,"17","9",14.7903851759324
