"id","left","top","right","bottom","row_index","col_index","population_density"
1,100.119736916,6.721694625,100.258300980606,6.601694625,0,0,53.13230867269
2,100.119736916,6.601694625,100.258300980606,6.481694625,1,0,198.139593153056
3,100.119736916,6.481694625,100.258300980606,6.361694625,2,0,655.094890468636
4,100.119736916,6.361694625,100.258300980606,6.241694625,3,0,325.273424237692
5,100.119736916,6.241694625,100.258300980606,6.121694625,4,0,227.9663600875
11,100.119736916,5.521694625,100.258300980606,5.401694625,10,0,166.428184981346
12,100.119736916,5.401694625,100.258300980606,5.281694625,11,0,575.00264495
13,100.119736916,5.281694625,100.258300980606,5.161694625,12,0,516.216248817778
47,100.223659964454,6.661694625,100.36222402906,6.541694625,0,1,88.5007351488943
48,100.223659964454,6.541694625,100.36222402906,6.421694625,1,1,344.711135581307
49,100.223659964454,6.421694625,100.36222402906,6.301694625,2,1,248.930518819676
50,100.223659964454,6.301694625,100.36222402906,6.181694625,3,1,231.707149938636
51,100.223659964454,6.181694625,100.36222402906,6.061694625,4,1,971.40956621134
52,100.223659964454,6.061694625,100.36222402906,5.941694625,5,1,361.181149563636
53,100.223659964454,5.941694625,100.36222402906,5.821694625,6,1,161.8275032
54,100.223659964454,5.821694625,100.36222402906,5.701694625,7,1,244.8934174
55,100.223659964454,5.701694625,100.36222402906,5.581694625,8,1,242.523042058333
56,100.223659964454,5.581694625,100.36222402906,5.461694625,9,1,NA
57,100.223659964454,5.461694625,100.36222402906,5.341694625,10,1,4446.3037135118
58,100.223659964454,5.341694625,100.36222402906,5.221694625,11,1,3254.17317251378
60,100.223659964454,5.101694625,100.36222402906,4.981694625,13,1,NA
94,100.327583012908,6.601694625,100.466147077514,6.481694625,1,2,153.39710588443
95,100.327583012908,6.481694625,100.466147077514,6.361694625,2,2,189.042533188478
96,100.327583012908,6.361694625,100.466147077514,6.241694625,3,2,441.026262067841
97,100.327583012908,6.241694625,100.466147077514,6.121694625,4,2,971.716574667045
98,100.327583012908,6.121694625,100.466147077514,6.001694625,5,2,846.487270997268
99,100.327583012908,6.001694625,100.466147077514,5.881694625,6,2,275.492631807212
100,100.327583012908,5.881694625,100.466147077514,5.761694625,7,2,225.872539587308
101,100.327583012908,5.761694625,100.466147077514,5.641694625,8,2,263.402200720186
102,100.327583012908,5.641694625,100.466147077514,5.521694625,9,2,523.114033094438
103,100.327583012908,5.521694625,100.466147077514,5.401694625,10,2,1949.77244363776
104,100.327583012908,5.401694625,100.466147077514,5.281694625,11,2,2477.83270034906
