id,left,top,right,bottom,row_index,col_index
"196",100.535429109817,5.401694625,100.673993174422,5.281694625,"11","4"
"197",100.535429109817,5.281694625,100.673993174422,5.161694625,"12","4"
"198",100.535429109817,5.161694625,100.673993174422,5.041694625,"13","4"
"199",100.535429109817,5.041694625,100.673993174422,4.921694625,"14","4"
"200",100.535429109817,4.921694625,100.673993174422,4.801694625,"15","4"
"201",100.535429109817,4.801694625,100.673993174422,4.681694625,"16","4"
"202",100.535429109817,4.681694625,100.673993174422,4.561694625,"17","4"
"203",100.535429109817,4.561694625,100.673993174422,4.441694625,"18","4"
"204",100.535429109817,4.441694625,100.673993174422,4.321694625,"19","4"
"205",100.535429109817,4.321694625,100.673993174422,4.201694625,"20","4"
"206",100.535429109817,4.201694625,100.673993174422,4.081694625,"21","4"
"208",100.535429109817,3.961694625,100.673993174422,3.841694625,"23","4"
"232",100.639352158271,6.541694625,100.777916222876,6.421694625,"1","5"
"233",100.639352158271,6.421694625,100.777916222876,6.301694625,"2","5"
"234",100.639352158271,6.301694625,100.777916222876,6.181694625,"3","5"
"235",100.639352158271,6.181694625,100.777916222876,6.061694625,"4","5"
"236",100.639352158271,6.061694625,100.777916222876,5.941694625,"5","5"
"237",100.639352158271,5.941694625,100.777916222876,5.821694625,"6","5"
"238",100.639352158271,5.821694625,100.777916222876,5.701694625,"7","5"
"239",100.639352158271,5.701694625,100.777916222876,5.581694625,"8","5"
"240",100.639352158271,5.581694625,100.777916222876,5.461694625,"9","5"
"241",100.639352158271,5.461694625,100.777916222876,5.341694625,"10","5"
"242",100.639352158271,5.341694625,100.777916222876,5.221694625,"11","5"
"243",100.639352158271,5.221694625,100.777916222876,5.101694625,"12","5"
"244",100.639352158271,5.101694625,100.777916222876,4.981694625,"13","5"
"245",100.639352158271,4.981694625,100.777916222876,4.861694625,"14","5"
"246",100.639352158271,4.861694625,100.777916222876,4.741694625,"15","5"
"247",100.639352158271,4.741694625,100.777916222876,4.621694625,"16","5"
"248",100.639352158271,4.621694625,100.777916222876,4.501694625,"17","5"
"249",100.639352158271,4.501694625,100.777916222876,4.381694625,"18","5"
"250",100.639352158271,4.381694625,100.777916222876,4.261694625,"19","5"
"251",100.639352158271,4.261694625,100.777916222876,4.141694625,"20","5"
"252",100.639352158271,4.141694625,100.777916222876,4.021694625,"21","5"
"253",100.639352158271,4.021694625,100.777916222876,3.901694625,"22","5"
"254",100.639352158271,3.901694625,100.777916222876,3.781694625,"23","5"
"279",100.743275206725,6.481694625,100.88183927133,6.361694625,"2","6"
"280",100.743275206725,6.361694625,100.88183927133,6.241694625,"3","6"
"281",100.743275206725,6.241694625,100.88183927133,6.121694625,"4","6"
"282",100.743275206725,6.121694625,100.88183927133,6.001694625,"5","6"
"283",100.743275206725,6.001694625,100.88183927133,5.881694625,"6","6"
"284",100.743275206725,5.881694625,100.88183927133,5.761694625,"7","6"
"285",100.743275206725,5.761694625,100.88183927133,5.641694625,"8","6"
"286",100.743275206725,5.641694625,100.88183927133,5.521694625,"9","6"
"287",100.743275206725,5.521694625,100.88183927133,5.401694625,"10","6"
"288",100.743275206725,5.401694625,100.88183927133,5.281694625,"11","6"
"289",100.743275206725,5.281694625,100.88183927133,5.161694625,"12","6"
"290",100.743275206725,5.161694625,100.88183927133,5.041694625,"13","6"
"291",100.743275206725,5.041694625,100.88183927133,4.921694625,"14","6"
"292",100.743275206725,4.921694625,100.88183927133,4.801694625,"15","6"
